instance_id,offensiveness,cleaned_text,cleaned_domain
940,0,#neverforget a true face of evil. her accomplices awaits her in hell. #emmetttill #blacklivesmatter #carolynbryant #carolynbryantdonham #changekarentocarolyn,blm
8233,0,"how many more times does he need to disavow white supremacists? why did not wallace ask biden to disavow antifa & blm for ruining our country?! instead he has the gall to say ""antifa is an idea not an organization."" this man is delusional & not living in reality.",elections2020
10365,1,""" now add """"i apologize for not voting to impeach dangerously stupid out of office in january 2020 and perpetuating 220k covid deaths and economic doom."""" there. i. fixed. it. for. you.",covid-19
6362,0,go off steve.... no one sums it up like you :thumbs_up:,elections2020
9797,0,beautiful,elections2020
5007,0,"an audit takes 5 years? :face_with_tears_of_joy: smh again, corruption. do not say ""countless audits"" with no proof. oh wait, none! he uses the tax code to his advantage and pays no taxes because his tax code is rigged to the rich advantage. he is actively defunding the police by not paying taxes :man_shrugging:",elections2020
8275,0,yup. 5 of us against you #trump2020 :United_States::United_States::United_States::United_States::United_States:,elections2020
8346,1,"it is not #blacklivesmatter, it is #thuglivesmatter here. i got no sympathy for whatever law enforcement or the military does to these thugs.",blm
10749,0,instead of showing compassion and empathy..this president declares war....better be careful what you say!,blm
1104,1,"there are a million things i would rather do than attend trump’s magadeth kkk all-white rally.. seriously, these people are so dumb for waiting in line risking covid to hear a clown speak!!",covid-19
5192,1,nope! impeachment will take care of it!!!! dirty biden crime family!!!,elections2020
6045,0,"esp in our end stage capitalism nightmare where we do not have free universal health care for everyone! and outside of wa & ca you could be paying $1000 out of pocket for a covid-19 test! even if you have ""insurance.""",covid-19
5178,0,this is america! #blacklivesmatter,blm
7016,1,products of democrats: racial hatred—> critical race theory voter suppression—> universal mail-in voting domestic terrorism—> blm/antifa,elections2020
9934,0,they did not even do anything wrong? they were not even out on the street they were at their front door? what the hell is happening #blacklivesmatter #biacklivesmatter #blacklivesmatters #blacklivesmater #raisethedegree #justiceforgeogefloyd #black_lives_matter,blm
7013,0,"11/ short of a vaccine and best practices regarding social distancing and personal hygiene, weight loss appears to be an important strategy for providers and patients to consider in the era of covidー19.",covid-19
1403,1,niggas go to one race or one festival then talk about how homesick they are because covid holding them back. shut the fuck up :face_with_tears_of_joy:,covid-19
8533,0,crazy is back. if you take advantage of the tax laws and are continually audited by the irs how is that tax fraud? it is simpletons like you that do not ask joe the tough questions on how his family amassed a fortune when they have no skill or talent to do so that is sick.,elections2020
10595,0,"if death was determined by the color of your skin, george floyd did not deserve a gruesome death just because he was black rip george:fairy: #minneapolis #justiceforgeorgeflyod #justiceforfloyd shame on you #minneapolispolice stop hate crimes!",blm
3400,1,"""most of them did it before he made a """"request."""" how do you breathe with your nose so far up trump's ass?""",covid-19
1319,1,biden should have beaten that bully to shit for insulting beau.,elections2020
10100,0,make this viral:,blm
2992,0,the democrats are going to try to steal the election thru fraud and deceit. #votefraud #trump2020 #maga #wisconsin,elections2020
6958,0,leftie governor cooper kills rnc convention in charlotte due to covid-19 -- then goes and marches with leftist mob in street (video) via,covid-19
9288,1,"how dumb is the south, seriously.",covid-19
10078,1,"why the hell would we care about what alicia keys has to say? kamala harris, you are a desperate, fake woman.",elections2020
815,1,"leave the economy alone, you jerk!",elections2020
6604,1,nah because cops actually terrorists. paid terrorists #acab #fuck12 #amerikkka,blm
10505,1,plus some of you are going to die. coronavirus will be happy to kill any of you. then you will probably lose more elections and have worse representatives. most these people probably do not even vote.,covid-19
7981,0,"these riots are not about race, they are about trump. to us normal people, trump is just a president - they come and go. to these losers, trump defines their every being. he defines their friendships, likes and dislikes, romantic partners. he lives rent free in their heads.",blm
7380,0,#blacklivesmatter #breonnataylor #sayhername we need justice,blm
6911,1,what is the science behind hunters incest and and smoking crack?,elections2020
7843,1,your dad just picks & chooses what science he believes? did he finish the first grade? sad for him. by the way: go ahead & beat up my dad. one less trump voter.,elections2020
929,0,"lmao. sweetheart, you do know kamala harris just endorsed and publicly supported socialism and communism, yesterday... right!?! wake up!!",elections2020
7564,0,"how stupid is this!?*this is just an outright attack against our country. if these prisoners did receive the coronavirus, at least they are already quarantined in prison. how utterly ridiculous to release criminals!",covid-19
8216,0,wait let move my bang so i can read better.. they literally used $1 million to get this murderer out of jail??,blm
4148,1,pitchfork party! george floyd is strike 3 for the racist american oligarchy via,blm
8574,0,in my hood...,elections2020
8349,1,70% of people who wore masks caught covid. so biden and his science can kiss my ass,covid-19
5461,1,wanting to watch a killer go free to own the libs.,blm
1924,0,those deceitful campaign ads! it is simple math which the biden camp seems missing! is bad for america! #trump2020 #kag #4moreyears #chinajoebiden #crookedjoe #lyingjoebiden #lockhimup,elections2020
2959,0,":United_States:exclusive! hunter·biden’s sex:hot_dog:tapes, the ccp’s ""bgy"" infiltration in the you.s., evil alliance to dominate the world :United_States:#hunterbidenslaptop #hunterbiden #maga #trump #trump2020 #estadodealarmaesp #bidencrimefamiily",elections2020
2527,0,example:,covid-19
1884,0,wh officials furious about trump’s obsession with unproven anti-malaria drug for coronavirus,covid-19
219,0,"that is because of the four-year temper tantrum the left threw the night trump won the election. you have wasted so much time on defaming him instead of informing us, so now we see you for what you are. this will all blow up in your face, mark me.",elections2020
1968,1,facts i keep posting source information and links to them but you keep talking shit out your ass with nothing but what you think,covid-19
250,0,it has been confirmed by media he has denounced 38 times. shame you were not listening. probably watching liberal news.,elections2020
1030,1,naw you did a piss poor job with ob.,elections2020
6398,0,:pleading_face:shame on america,blm
3333,0,:double_exclamation_mark::double_exclamation_mark:just because george floyd’s killer has been detained and changed does not mean we should stop talking about this :double_exclamation_mark::double_exclamation_mark: we fight until all live really matter!,blm
3914,0,she sounds like she is from the purge bro i am scared:loudly_crying_face::loudly_crying_face::loudly_crying_face:,blm
10537,1,you are full of crap,blm
1258,0,#blacklivesmatter and i tag everyone,blm
6642,1,wrong! the country was doing great before covid. and demonrats were criticizing his ban on travel from china. so stopy lying!,elections2020
1421,0,at this point there are no more racist dog whistles in maga land. they are all tornado sirens.,blm
10509,1,covid-19 vaccine will rely on blood taken from horseshoe crabs tell me how different this is from bat-fucked pangolin-cum-civet-cat penis...,covid-19
3749,0,you are way too much gentleman. become a streetfighter. ask bernie.,elections2020
406,0,do not be stupid. there will be no new 2.5 trillion dollar bailout. every business you kill will be gone. you will not make payroll. next week the death rate and hospitalization rate will drop like a lead ball off a table. #opencalifornianow,covid-19
417,0,stop exploiting the murder of george floyd to push an agenda that harms black women and children.,blm
4063,0,"11) and then you try to explain to me how your gangster governors justifies muzzling the state, unconstitutionally, under the guise of curbing a disease that literally has zero mortality and a 0.01% chance of infection. i will wait. #covid19 #coronavirus",covid-19
3103,1,hey tell adam corolla that one of the risk factors for dying from covid is a small penis.......so he really should be concerned :man_dancing_light_skin_tone:,covid-19
8463,1,all bullshit !!!!!!,covid-19
1932,0,here you go lying joe...,elections2020
199,0,"this is callous and cruel to the hundreds of millions of americans who have buried loved ones due to covid, without being allowed to even have proper funerals, and who are still grieving - while at risk of catching it themselves.",covid-19
8955,0,gay people can marry their partners and can also adopt children.,elections2020
8578,0,holy hell this is awesome,covid-19
9402,0,s main motivation to run for president was his hatred for . . . his racism! how he is handling this situation now is no surprise! he is a racist with open disdain for the black community ! #voteouthate #blacklivesmatter,blm
778,0,"george floyd was not murdered in the street because of ""military equipment."" this is such a dumb take.",blm
5963,0,this is bull. you live in spain.,covid-19
1893,0,everything you want to know about potus at this moment in our nation’s history is summed up in this photograph. #washingtondcprotest #georgefloydprotests,blm
9513,0,"i hope you are not in the pocket of soros like your counterpart, chris wallace. chris wallace did a great job of rescuing sleepy joe several times when ole joe was floundering. it was a shit show, and wallace really showed his cards last night. send him over to cnn.",elections2020
7074,0,the absolute worst tweet you will see today.,blm
9340,0,"it is very obvious by the context of your tweet, the dems once again duped you! so uninformed and throwing a stupid narrative that is untrue, your beloved biden did not admit covid till march, trump travel ban end of jan, and dr fauci said in feb it is not a threat to the us! lmao!",covid-19
4980,0,"i really do not know whether to laugh or to be sad about this. i mean, the misogyny is unbelievable. #womenfortrump #votehimout2020 #bidenharris2020",elections2020
6759,0,damn! yes!,blm
5992,0,crossfit made a wod dedicated to george floyd. racial division over you guys!,blm
8502,0,how incredibly awful so very sorry for this young man’s family...,covid-19
7876,1,"literally the stupidest of the stupid. #donthecon lying pos. he wants everyone to freeze, which is why, for the second time this week, he is stranded thousands of stupid magats in the cold after the covid-outbreak. #trumpvirusdeathtoll235k #donalddeath",covid-19
5817,0,jesus this man has issues bigger than anyone ever thought :see-no-evil_monkey:,blm
1588,0,whoever made the movie gremlins has a special place in hell :loudly_crying_face::grinning_face_with_sweat::eyes: p.s. is gremlins an abstract foreshadowing of the coronavirus,covid-19
8623,1,fucking coronavirus stop spreading lies - many officers not able to report to work due to virus.,covid-19
10193,0,"#fakenewsalert reported as being fake news. unlike trump, you have not once condemned #antifablmdomesticterrorists who are your supporters. potus labeled both kkk and antifa as domestic terrorists. your lie has been debunked by every legit fact checking source.",elections2020
3263,0,"its a new strain of coronavirus, i swear i cannot tell when people are joking or just ignorant",covid-19
6601,0,i have a few of those women in my political arsenal here. women w/ lady balls kick ass.,elections2020
1473,0,"#trumpresignnow, #bantrumpfromtwitter #suspendtrumpstwitter #weneedapresident #black_lives_matter please stop this...",blm
38,0,"so you admit that trump was also classless? i would say that failing to condemn white supremacists is pretty classless. yet you pretended not to understand why he failed to do it. brian, just admit it - the president is also a white nationalist.",elections2020
8195,1,trump defecate tweets tweets,elections2020
7324,0,"""police would also be required to report & intervene anytime they see an unauthorized use of force by another officer"" .... why the fuck were not they already required to do that?",blm
6606,0,"fight for justice and wash your hands. so done with it all. i hate living here now. thanks, obama.",blm
8096,0,yep... against you! #trump2020,elections2020
3707,0,trump holding rallies with people packed like chickens show he does not care if ordinary families catch the covid-19. what kind of a president does that? taliban wants trump to win because they know we will be doomed and they do not even have to move. god help america. #swat,covid-19
1553,1,"before or after you stockpiled ventilators and murdered 11,000 seniors? you continue to condone the slaughter of millions of babies. natural born killer it seems to me.",covid-19
5615,0,how long before someplace has a george floyd middle school?!,blm
3580,0,trump's coronavirus delusions risk corrupting the search for a vaccine,covid-19
556,0,"umm...you will still be president for thanksgiving and christmas. and we already missed graduations weddings, fourth of july and funerals. this is currently your presidency. #votehimout2020 #votebiden",elections2020
640,1,that is because i omar and all of the 70k somalis barry obama relocated want to make minneapolis like the shithole they cane from ! minneapolis looks like mogadishu in 93’ !! #nosharialaw,blm
4658,1,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: all be at euro 2021 supporting the black cunts playing for england,blm
2232,0,"today the whole world is laughing :face_with_tears_of_joy: and feeling sorry :neutral_face: because in this election, either wins of donald trump, half of the country have demonstrated an abhorrent support to an ignorant, dishonest, vulgar liar, with profile of an autocrat that made fool of themselves!",elections2020
3517,0,"about time. people should not be fired, for being who they want to be, in country always yelling about ""liberty."" #blacklivesmatter :United_States: #mondaythoughts",blm
7855,0,"coronavirus or not, this year was ghetto the minute kobe passed away.",covid-19
1755,0,i fought for blacks freedom during my regime you are also fighting 2 pandemics now wish you all the best #blacklivesmatter,blm
1399,1,uh.... what the fuck,blm
9371,0,this is how you handle racist bullies in tx!,elections2020
3126,1,"but hunter is. he is the criminal, like yourself. is beau happy with your words to troops ""clap, you stupid bastards"", and weak support of leos? i wonder what beau thinks of you.",elections2020
7139,0,why is the left continuously smoking crack!? did we even watch the same debate!?,elections2020
8667,0,no justice no peace #black_lives_matters #vidasnegrasimportam #blacklivesmatter,blm
2627,0,"trump’s paranoia flowers... his assertion is w//the reality that not one health expert, including ones on his white house coronavirus task force, has endorsed his push to relax social distancing guidelines in time for churches to open on easter.",covid-19
8363,0,police killed my brother again. #blacklivesmattter #georgefloyd,blm
2022,0,:sparkles:anonymous what is this shit? #mjfam #anonymous,blm
3120,0,"our city’s fucking burning, this is not a riot anymore this is a attack. i am all for the justice of george floyd, but it should not ever go down like this.",blm
10116,0,what in the hell. they have 22% covid positivity in nebraska! you are so dangerously stupid.,covid-19
10717,1,"last night i heard call #potus a ""clown"" as a clown #iamoffended",elections2020
9562,0,hitting you are bottom line rup... the racist still employed?,blm
1465,1,you sir are a sell out and a criminal.,elections2020
5011,1,"#republican party died in november 2016. #rip #republican party is now a :police_car_light:dangerous:police_car_light: #trump #cult #trump incompetence killed 115,000 #americans with his *slow* #covid response. #ettd #trump must go in november!!!",covid-19
838,1,was not so stupid she would know has denounced white supremacy thousands of times in the last three years. look it up!!!!!,elections2020
141,0,"free uchicago lectures on racial justice, coronavirus and more available via",covid-19
580,0,that is a ridiculous statement.,elections2020
1971,1,the #brownshirts showing how intolerant they really are shades of hitler & nazi germany,elections2020
6505,0,do you think they will try to deny that these are not the police ? oooop trick question! #blacklivesmatter,blm
7015,0,georgia voter poll: who do #peachstate voters trust more to handle: #covid: 49% 37% health care: 48% biden 38% trump law & order: 41% biden 46% trump jobs/economy: 39% biden 49% trump,elections2020
3150,1,fuck kfix #blacklivesmatter,blm
432,0,stop this insanity of cops deadly assaults! #icantbreathe #totalitariancapitalism ᵗʳᵘᵐᵖ,blm
10664,0,trump team has initiated their dirty tricks regarding pa votes. :backhand_index_pointing_down_medium-dark_skin_tone:,elections2020
158,0,is that all you have? the racist label?,elections2020
1613,0,commendable /ignorant whatever....but go ahead write a bigger check than you owe every year to the government - i can assure you they will take it. problem solved and you can brag about your woke good deed all you want !,elections2020
6544,0,get ready to cry in two days.,elections2020
4407,1,"50-80% fewer casualties would still leave us with 3-5x as many deaths as california, as far as i can tell from our current numbers. which leads me to the conclusion that we were fucked even if cuomo & bdb had been capable of first-in-the-nation policy-making. #coronavirus",covid-19
10544,1,his tax paying issues have zero effect on me. just focus on getting the polls open and properly staffed. we the people will take care of it from there. while at it get this fucking state open!,elections2020
4110,0,did you forget pro-racist too? :face_with_hand_over_mouth:,elections2020
454,1,"given the way george floyd died i do not trust the sincerity of these ""kneeling"" cops one goddamn bit.",blm
178,0,"why does the government far left, only pick on the blacks, when there are so many other races in america?",blm
2940,0,mitch is a hypocritical pos that does not care about the american people. #ditchmitch #blockbarrett #onev1,covid-19
7254,0,only in his delusional mind.,elections2020
6035,0,"if you think being a mexican in mexico is rough, try being black in mexico.",elections2020
8780,0,that second officer had no idea the situation and he went straight for his neck? how tf do people think that right?? keep filming so all the racist cops can be exposed and abolish the system,blm
10013,0,why did i just see some covid toes on the tl. this virus can do anything what the hell. random malady generator,covid-19
423,0,"this is not enough. as stated at the end of the article, ""the executive order does not address broader concerns raised by police reform advocates about racism and racial stereotypes in policing."" until this is addressed, this are not shit. #blacklivesmatter",blm
1076,1,this the shit drew brees said he do not recommend kneeling for & people out here accepting apologies already,blm
6464,0,"hell in my city wylie,tx there is a protest today. not only is it for #blacklivesmatter but or mayor has displayed sexist comments. we are 30 minutes from dallas. the mayor of wylie in collin county is defending his beliefs that only men, and not women, should lead prayer",blm
2402,0,"every single word that came out of biden’s mouth was a lie, every statement, every word and every answer. never in my life have i seen a presidential candidate get away with so much. why is this? it should absolutely because every true american concern",elections2020
10456,0,"during george floyd protests, 13 chicago cops lounged in a congressman's office and ate his popcorn",blm
5896,0,not going to say what i want to say:zipper-mouth_face:,blm
8652,0,"holy crap, this by marcus smart is phenomenal. we are so blessed to have a guy like this represent boston.",covid-19
6545,0,"covid-19 was not in play during ondo election abi. everybody that have hand in all of these wickedness, believe me you cannot escape judgment.",covid-19
8686,1,"trump so bothered by tik tok but do not give a flying fuck about covid cases rising in the us. the full and complete definition of ass-backwards, dumbfuck shit for brains",covid-19
2036,0,#blacklivesmatter where is your protest about what black slavers are doing,blm
9579,0,"this is vile, inquisitive, and evil. the only list i support is this one:",blm
3127,0,so much to love in this conversation w/ <3 want to hear more? join our conversation this thurs 6/18 w/ and silvia yee after a free screening of register at,blm
8419,0,"atlanta has me paranoid af. when i tell you i do not want to catch covid!! if i can get a free test every week, i will. georgia just do not give af!!",covid-19
676,0,"these daytime protester thugs, are the same terrorists that burned down businesses, looted, murdered, beat innocent people with their fist, and blunt force objects, and murdered/hurt police officers across our nation rioting for over a week.",blm
9847,1,do you really consider ebola and covid-19 to be equals? then are very stupid. kamala is the more left than sanders and warren. that is real news. not propaganda like this tweet is.,covid-19
7571,1,#magapatriots can we flip this shit? js. rt #maga,elections2020
6747,0,i wish her well :winking_face:,elections2020
5179,0,why do you all keep trying to suggest that people are not marching/protesting for her?? we are sick of all the murdering of our people! stop trying to divide us! #ados #breyonnataylor #georgefloyd,blm
2888,1,well we wld rather have the worst president in the world then your mental decline and pushover status! who is your puppet master joe?,elections2020
8690,0,this will hurt economic development in the oecd,covid-19
6275,0,"well, you are killing your base slowly with covid rallies. i am thinking you are going to lose bigly because you have lost 6% of your previous voters and we have registered enormous amounts of new voters to remove every last one of you. #trumpisaracist #trumpcrimefamily ,#trumptaxfraud",covid-19
8511,0,be patriotic and admit your treason to this country.,elections2020
252,1,"disgusted with to have gotten the most deliriously pandering email from their ceo stating, as if it were fact, that george floyd’s death was a result of systemic racism. such utter bullshit to make that claim when there is no proof at all that it was racially motivated.",blm
7881,1,they old asses struggling with that bad knee :weary_face::loudly_crying_face:,blm
8844,0,"""oh joe! who the hell are you huh?",elections2020
2139,0,there is a video of her changing someone is vote...,elections2020
6110,0,bro damn bro thanks for making covid go away bro,covid-19
181,1,they should just call this chapter in the history books the price of white supremacy and have it just be the number of covid-19 deaths.,covid-19
6669,0,"lol my friends :folded_hands_medium-dark_skin_tone: you telling me #blacklivesmattters have not seen the ""original antifa"" churchill memes?? :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: #blacklivesmatter #dday #foxnewsisracist",blm
3508,0,"just got yelled at because i said i am not siding with the cops side or george floyd’s side. like damn dude i did not know i was forced to pick, i would rather just stay neutral in stuff like that but even that got me yelled at and i got reported to my manager lmao",blm
5131,0,#fredo chris cuomo loses it on live tv after trump campaign spox eviscerates him over covid hypocrisy (video),covid-19
9995,1,"open up the country,we need it,no more corona-19 task force everyweek. thanks dumbass",covid-19
10511,1,#blacklivesmatter = black lives killed by whites only matter.,blm
8330,0,this is obscene,covid-19
945,0,his followers will clap for anything :man_facepalming_medium-dark_skin_tone:,elections2020
236,0,hell yeah,elections2020
2939,1,"trump has add what the f.....k did he say tonight, he needs that $750 to help him loose his pig weight :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",elections2020
4013,0,bullshit. this is so disrespectful to co-opt a huge tragedy to advance your pet project. you owe the family of george floyd a huge apology.,blm
817,0,let us face it you did not denounce antifa!! proud boys leader is hispanic. proud boys allows hispanic black asian anyone to join! they are not the white supremacist group!!,elections2020
3604,0,"jews will not replace us. -protesters trump: there were very fine people on both sides. ""stop killing us. justice for floyd."" -protesters trump: these thugs are dishonoring the memory of george floyd.",blm
4388,0,"we stand against racial discrimination. we condemn violence. you, i and we all have the right to be respected. we will stand together. i love so much:purple_heart::rose: #together #blacklivesmatter",blm
2504,0,why do anonymous twitter rwnjs believe that if they energetically champion fascists on social media they will somehow be immune to any future real-world attack by the fascists they cheer on? have not they taken the time to read even one history book?,blm
9215,1,wait for reals? they knew each other?? give this motherfucker the death penalty wtf,blm
5002,0,#anonymous simpsons are at it damn,blm
9964,0,"""just in case you were wondering if #trump was a lying psychopath. on a dat when we recorded 70000 cases & 1500 deaths """"the primary purpose of a shutdown was to ‘flatten the curve,"" to prevent hospitals from becoming overwhelmed ""and we have done that,""",covid-19
372,0,joe you were lying the whole time smh,elections2020
9609,1,your future is behind bars,elections2020
1689,0,10 grandchildren. #liberalhypocrisy,blm
49,0,definitely not punching down,blm
6889,0,"every damn vote, yes and yes and yes to this.",elections2020
2410,0,ah jeez semi anonymous accounts are really not doing so hot these days :pensive_face:,blm
3392,0,my dad always called me worthless because i always stay in bed 24/7 and today i have been saved many lives #covid19 #covid19sa #lockdown #confinementtotal #stayathomesavelives,covid-19
8868,0,":raised_fist_medium-dark_skin_tone: ""you cannot be for god and for oppression. it is clear in the quran, islam is the only way, i do not criticize those who stand, so do not criticize me for sitting."" #blacklivesmatter",blm
3360,0,"says he loves kids, this must be a lie ?. denial are not an option when it comes to kids and racism too.",elections2020
5276,0,trump is also the worst commander-in-chief our troops have ever had. i served on active duty through 4 presidential administrations. i know why active duty troops want trump gone!,elections2020
8115,1,"remember that article in the daily tar heel with the title ""unc has a clusterfuck on its hands""? it seems that ""unc system"" would be more accurate in that headline...",covid-19
7156,0,"yesterday, a medical doctor died in katsina of coronavirus. that same yesterday, the katsina state government lifted the ban on religious gatherings. lol. we are really a stubborn and stupid people. why do we want calamity to hit before we actually learn? cos this is madness.",covid-19
3769,0,good idea amy! can you post instructions for making last resort masks that caregivers can use for non covid-19 uses outside critical care parts of medical facilities and find out where they can be sent or delivered? some facilities are asking for them around the country.,covid-19
3110,0,"i feel insulted by these ""white leftists"" saying #blacklivesmatter when they are shaming people who do not want to be complicit in this false democracy. white people went to war to protect slavery, but they cannot go to war to protect black lives. history has shown us everytime.",blm
6867,0,this pissed the racists off lmaoooooo,blm
6466,0,"what a hateful person you are. will you rest cuomo the same, so. s he caused so many deaths by putting covid patients in nursing home instead of the medical ships provided by trump? ah, you are a waste of time and air. obviously you already have evil thoughts.",covid-19
939,0,anonymous been real quiet,blm
831,0,it is mass murder. it is a choice to let innumerable people die in order to try to look good till election day.,covid-19
6422,1,"people sayin getting tested for covid is giving people covid is dumb af , i got tested a month ago, came out negative & i am still in good health. in god’s name",covid-19
1937,1,"imagine what the trump people are going through, especially donald trump as he sees state after state fall to because of the ""urban"" black and brown vote! donald have you ever heard of a saying ""chickens coming home to roost?"" you racist!",elections2020
4208,0,that is not what president trump paid in taxes-fake news!,elections2020
6358,0,you are misguided.. the truth will shine it is ugly head... god bless.,elections2020
4468,1,imagine being this selfish?? and now he is stuck with all of it and wasted his money buying literally thousands of sanitizing products. get what you deserve :man_shrugging:,covid-19
7211,0,orly? someone tried to shoot him? like lincoln? like roosevelt? like kennedy?,elections2020
6684,0,"i hate preditors, so sickening",blm
4314,1,the way i would have made my dog tear his ass up! in front of my house with all that noise for a damn windshield,blm
9765,0,why get a flu shot? did not covid cure the flu. nobody has had the flu since jan-february it is all covid-19. but then again it might return after november 3rd.,covid-19
8111,0,the latest sportsinheels! #georgefloyd,blm
6711,1,"really ? trump does not care about the american people!! case in point: lies about covid-19, lies about job opportunities, and just yesterday trump refused to release stimulus checks to the unemployed because he is more concerned about being re-elected!! failure on all levels!!",covid-19
9915,0,that is right wearing a mask is not political. being patriotic is looking out for you and everyone. stop being stupid folks and just put a mask :face_with_medical_mask: on and adhere to social distancing and health directives from the medically qualified people and not trump. period,elections2020
2943,0,"umm... a few people is not a 'texas-sized' welcome. democrats hated your guts in the primary.... apparently, they still do",elections2020
2431,0,let us stop dragging out this #pandemic and just wear a mask. and make sure it covers your nose. do not half ass it! #covid19 #coronavirus,covid-19
5389,0,is kissing buttocks but has never address the number of americans who have died as a result of covid.,covid-19
4654,1,what with you people and nazis...they where socialists who hated jewish people kind of like the base of your party,elections2020
3520,1,"your truly ignorant, donald trump said it word for word. mocking my grandfather and many other real patriots who are not afraid to defend there country. when your bunker bitch boy president voided from ever even getting drafted because hes weak. not brave , not smart not strong.",elections2020
5762,0,"i saw a thread of nj towns that are racist and almost every single town was mentioned. we need to do better. this is infuriating, racism should not be the norm!!! esp when nj is so diverse. disgusting. #blacklivesmatter #wearethechange #nojusticenopeace",blm
2516,0,well he saved the 200 million you said he killed cmon man,elections2020
4153,0,"anonymous exposed leaked documents where donald trump is being exposed as a child trafficker, rapist and pedophile",blm
3748,0,"yes, you cannot believe anyone who says that all lives matter if they refuse to say #blacklivesmatter",blm
5945,1,haha! i am sick of trump! i am sick of this guy! i am sick of covid! i am sick of cnn! i am sick of fox! all this is nonsense! everyone is an expert and nothing is being resolved! i they would all just shut up,covid-19
3616,1,"as a democracy, we should all be against fascism, racism and white supremacy. you just do not seem to understand that. you do not deserve to be president of the usa. i look forward to voting for . #shutupman #trumpisaracist #bidenharrislandslide2020",elections2020
5813,1,"you said lied yet here is the very video of you calling our brave men &women ""stupid bastards"". leave it up to democrats to always insult the very people they need votes from, then lie &say republicans think this of you. straight out of saul lynsky’s book",elections2020
7483,0,would like people coming to chicago from iowa to voluntarily quarantine. there is no longer anything going on in #chicago worth waiting two weeks for. urban tyrannies will collapse of their own idiocy.,covid-19
9976,0,"vote them out! republicans staying silent while a president is leading a cult!! you are not doing this for the american, you are doing this to line your pockets! shame on all of you!!",elections2020
5854,0,what makes people so sure that derek chauvin was motivated by racism in george floyd's death? cops are abusive to people they arrest all the time whatever the race of the person being arrested. how do people know for sure that racism had anything to do with it?,blm
4911,1,i knew it. time for some covid 7.5 dick,covid-19
8052,0,so the people with #coronavirus in america is going up and dumb trump is saying we are in a good place. americans are in a good place. wow .,covid-19
7046,1,"i am watching this trump sh*tshow. he is the most horrible person i have witnessed in my lifetime of 65 years. name calling, yelling, lie after lie, baseless bragging, crowd shoulder to shoulder, many maskless, cheering and spewing potential #covid. it is a cesspool of cultism.",covid-19
6707,0,new zealand will phase out its coronavirus lockdown over the next 10 days after successfully containing the virus.,covid-19
8481,0,covid is not spreading . quit making ignorant comments.,covid-19
2868,1,"no way!!! you are absolute evil, you are for the great reset, that is why you and your party want the great lockdown !!! you belong in hell where your best friend is waiting for you. you have sold your soul !! so please vote for trump !!!!! thank you, dear americans, thank you.",elections2020
633,0,we will respond november 3rd by removing him from office.,elections2020
8487,0,when you say the name kevin cooper out of your mouth? #freekevincooper you the reason he still on death row!,blm
6516,0,#metoo. i voted for the other guy... who is it? oh yeah!,elections2020
9392,0,#blacklivesmatter and that is that,blm
9270,1,it was great before you and your psychopath boss ruined it.,elections2020
7108,0,racist cops get tables turned on them,blm
8229,0,phony as the batched up investigation report they do when they kill. #blacklivesmattters listen this kid carefull,blm
10069,1,cindy is stupid,elections2020
6894,0,fbi says chinese hackers are trying to steal you.s. research on coronavirus vaccines read more:,covid-19
4664,0,oh hell no !,blm
7441,0,democracy is thriving in minneapolis,blm
369,0,loud enough yet? #blacklivesmatter,blm
6218,0,"please prove where 1 right wing group has attacked americans or american cities since these riots started in may. but the real culprits antifa, calls them an idea.",elections2020
5656,0,you are such a fraud!!! and oprah is too!,elections2020
8126,0,'evangelicals' is a false label. evangelical means 'saved by grace alone through faith in jesus christ's atonement' & 'loving god & loving your neighbor as you love yourself'. & his followers are fake christians.,covid-19
828,0,end citizen vs. citizen stop fighting the people! the nypd is run by bullies. walk with the people. put down your arms. do not fight progress. we want accountability. #ericgarner #georgefloyd,blm
5330,0,china wants biden to win more than the democrats do! china wants to own the usa again! go trump :United_States::United_States::United_States:,elections2020
8714,0,this is outrageous!,covid-19
2358,0,this is nuts... could this be what the #olympics will look like in the age of #covid19...:eyes:,covid-19
7631,0,clearly you all are doing what he stood for. give me a break. this man was against all of this !,blm
4815,1,"the left would call them coons and house negroes, not really black, pawns for the white supremacy, blah blah blah. they have no creed. the only way for any of the lefts little dog-whistle theories to hold weight is for everything that is true to be false.",elections2020
8028,1,pay to play just like hillary china supporter world order disciple hair smelling perv racist,elections2020
978,0,black is not a sin #blacklivesmatter #blackisnotsad #blackouttuesday #blacktuesdaybreaks #blackouttuesday2020 nigeria,blm
4194,0,"if you love cats. if you have lost a cat. if you are just a decent person. please consider supporting cats haven. they are a no-kill shelter for damaged, elderly & broken kitties. we got our gitzo there 8 years ago. they are struggling because of the covid.",covid-19
2944,0,my whole entire family has served in the military going back as far as the civil war world war ii world war i vietnam !donald trump does not have a clue when it comes to that kind of sacrifice oh that is right bone spurs!!!!,elections2020
5432,1,liar. fake news,covid-19
6766,0,this jedi has gone insane,elections2020
6386,1,remember how many people died of covid. remember he is a racist.,covid-19
4405,0,"what, they gone paint this one as a suicide too ? smfh #blacklivesmatter",blm
