instance_id,text,annotation task,number of annotations,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain,offensiveness,user_id,cleaned_text,cleaned_domain,community,text_with_domain,predicted_label,true_label,cross_entropy
3706,"<user> Yeah, we’ve had enough of you!! <url>",offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,60,"yeah, we have had enough of you!!",elections2020,3,"elections2020 yeah, we have had enough of you!!",0,1,1.7831926345825195
3706,"<user> Yeah, we’ve had enough of you!! <url>",offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,285,"yeah, we have had enough of you!!",elections2020,3,"elections2020 yeah, we have had enough of you!!",0,1,1.7831926345825195
3734,"<user> <user> <user> He had illegal help and cheated to win because he couldn't win on his own accord. After four years, he has no ideas, inspires no hope except in Nazis, and is what happens to people and a country when they put greed and power above all things. We can fix it though.",offensiveness detection,5,en,1,dev,0.4,0.6,Elections2020,1,576,"he had illegal help and cheated to win because he could not win on his own accord. after four years, he has no ideas, inspires no hope except in nazis, and is what happens to people and a country when they put greed and power above all things. we can fix it though.",elections2020,3,"elections2020 he had illegal help and cheated to win because he could not win on his own accord. after four years, he has no ideas, inspires no hope except in nazis, and is what happens to people and a country when they put greed and power above all things. we can fix it though.",0,1,1.2677003145217896
3734,"<user> <user> <user> He had illegal help and cheated to win because he couldn't win on his own accord. After four years, he has no ideas, inspires no hope except in Nazis, and is what happens to people and a country when they put greed and power above all things. We can fix it though.",offensiveness detection,5,en,1,dev,0.4,0.6,Elections2020,1,601,"he had illegal help and cheated to win because he could not win on his own accord. after four years, he has no ideas, inspires no hope except in nazis, and is what happens to people and a country when they put greed and power above all things. we can fix it though.",elections2020,3,"elections2020 he had illegal help and cheated to win because he could not win on his own accord. after four years, he has no ideas, inspires no hope except in nazis, and is what happens to people and a country when they put greed and power above all things. we can fix it though.",0,1,1.2677003145217896
3736,<user> is a rich pompous moron. Who need to go to jail. <user> <user> <user> <user> bet his scary ass won’t get covid19. He’s been hiding under <user> skirt for so long.,offensiveness detection,5,en,1,dev,0.4,0.6,Covid-19,0,188,is a rich pompous moron. who need to go to jail. bet his scary ass will not get covid19. he is been hiding under skirt for so long.,covid-19,3,covid-19 is a rich pompous moron. who need to go to jail. bet his scary ass will not get covid19. he is been hiding under skirt for so long.,1,0,1.7012159824371338
3738,<user> <user> <user> Stop your BS.  Nobody knows the time length of immunity...except you apparently and CNN.,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,60,stop your bs. nobody knows the time length of immunity...except you apparently and cnn.,elections2020,3,elections2020 stop your bs. nobody knows the time length of immunity...except you apparently and cnn.,0,1,0.9255341291427612
3738,<user> <user> <user> Stop your BS.  Nobody knows the time length of immunity...except you apparently and CNN.,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,420,stop your bs. nobody knows the time length of immunity...except you apparently and cnn.,elections2020,3,elections2020 stop your bs. nobody knows the time length of immunity...except you apparently and cnn.,0,1,0.9255341291427612
3740,"<user> <user> <user> How did that go for you? Trump made an ass out of himself, insulted Biden’s family, and make the US a laughingstock by his behavior.",offensiveness detection,5,en,1,dev,0.2,0.8,Elections2020,0,546,"how did that go for you? trump made an ass out of himself, insulted biden’s family, and make the us a laughingstock by his behavior.",elections2020,3,"elections2020 how did that go for you? trump made an ass out of himself, insulted biden’s family, and make the us a laughingstock by his behavior.",1,0,0.9203118085861206
3745,Wow.  You need to be fired for sure.,offensiveness detection,5,en,0,dev,0.6,0.4,BLM,1,662,wow. you need to be fired for sure.,blm,3,blm wow. you need to be fired for sure.,0,1,1.707845687866211
3747,"<user> you mentioned getting together with law enforcement last night, to work things out. One issue I see with this is that white supremacists have infiltrated our LEO agencies. Will your reform include investigating these officers and expelling those with ties to...",offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,697,"you mentioned getting together with law enforcement last night, to work things out. one issue i see with this is that white supremacists have infiltrated our leo agencies. will your reform include investigating these officers and expelling those with ties to...",elections2020,3,"elections2020 you mentioned getting together with law enforcement last night, to work things out. one issue i see with this is that white supremacists have infiltrated our leo agencies. will your reform include investigating these officers and expelling those with ties to...",0,1,1.5456554889678955
3747,"<user> you mentioned getting together with law enforcement last night, to work things out. One issue I see with this is that white supremacists have infiltrated our LEO agencies. Will your reform include investigating these officers and expelling those with ties to...",offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,596,"you mentioned getting together with law enforcement last night, to work things out. one issue i see with this is that white supremacists have infiltrated our leo agencies. will your reform include investigating these officers and expelling those with ties to...",elections2020,3,"elections2020 you mentioned getting together with law enforcement last night, to work things out. one issue i see with this is that white supremacists have infiltrated our leo agencies. will your reform include investigating these officers and expelling those with ties to...",0,1,1.5456554889678955
3756,"<user> <user> <user> <user> <user> Oh for crying outloud!!! Let’s say this is a legitimate problem (which it is not), Republicans can cheat as well as Democrats with fake ballots!!! It’s an equal cheating opportunity for both parties!! Why are Dems being blamed exclusively?!?",offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,64,"oh for crying outloud!!! let us say this is a legitimate problem (which it is not), republicans can cheat as well as democrats with fake ballots!!! it is an equal cheating opportunity for both parties!! why are dems being blamed exclusively?!?",elections2020,3,"elections2020 oh for crying outloud!!! let us say this is a legitimate problem (which it is not), republicans can cheat as well as democrats with fake ballots!!! it is an equal cheating opportunity for both parties!! why are dems being blamed exclusively?!?",0,1,2.01220965385437
3756,"<user> <user> <user> <user> <user> Oh for crying outloud!!! Let’s say this is a legitimate problem (which it is not), Republicans can cheat as well as Democrats with fake ballots!!! It’s an equal cheating opportunity for both parties!! Why are Dems being blamed exclusively?!?",offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,763,"oh for crying outloud!!! let us say this is a legitimate problem (which it is not), republicans can cheat as well as democrats with fake ballots!!! it is an equal cheating opportunity for both parties!! why are dems being blamed exclusively?!?",elections2020,3,"elections2020 oh for crying outloud!!! let us say this is a legitimate problem (which it is not), republicans can cheat as well as democrats with fake ballots!!! it is an equal cheating opportunity for both parties!! why are dems being blamed exclusively?!?",0,1,2.01220965385437
3772,".<user> ""Folks, do you have any idea what this clown is doing?"" #Debates2020 <url> <url>",offensiveness detection,5,en,1,dev,0.0,1.0,Elections2020,1,697,". ""folks, do you have any idea what this clown is doing?"" #debates2020",elections2020,3,"elections2020 . ""folks, do you have any idea what this clown is doing?"" #debates2020",0,1,2.3542678356170654
3772,".<user> ""Folks, do you have any idea what this clown is doing?"" #Debates2020 <url> <url>",offensiveness detection,5,en,1,dev,0.0,1.0,Elections2020,1,41,". ""folks, do you have any idea what this clown is doing?"" #debates2020",elections2020,3,"elections2020 . ""folks, do you have any idea what this clown is doing?"" #debates2020",0,1,2.3542678356170654
3774,<user> <user> The only PLAN trump has is to keep his Mar-a-Lardass out of PRISON.  <user> <user> <user>,offensiveness detection,5,en,1,dev,0.2,0.8,Elections2020,0,334,the only plan trump has is to keep his mar-a-lardass out of prison.,elections2020,3,elections2020 the only plan trump has is to keep his mar-a-lardass out of prison.,1,0,0.8508343696594238
3775,Living in a crazy movie fr. The guy who unloaded the gun in like 2.5 seconds is a beast,offensiveness detection,5,en,0,dev,0.8,0.2,BLM,1,384,living in a crazy movie fr. the guy who unloaded the gun in like 2.5 seconds is a beast,blm,3,blm living in a crazy movie fr. the guy who unloaded the gun in like 2.5 seconds is a beast,0,1,0.8123210072517395
3786,"<user> <user> <user> Becky,  Why did you like my tweet I was making fun of you   - Mike ""Magic Mike"" Scarn",offensiveness detection,5,en,1,dev,0.4,0.6,Elections2020,1,238,"becky, why did you like my tweet i was making fun of you - mike ""magic mike"" scarn",elections2020,3,"elections2020 becky, why did you like my tweet i was making fun of you - mike ""magic mike"" scarn",0,1,1.6065444946289062
3786,"<user> <user> <user> Becky,  Why did you like my tweet I was making fun of you   - Mike ""Magic Mike"" Scarn",offensiveness detection,5,en,1,dev,0.4,0.6,Elections2020,1,144,"becky, why did you like my tweet i was making fun of you - mike ""magic mike"" scarn",elections2020,3,"elections2020 becky, why did you like my tweet i was making fun of you - mike ""magic mike"" scarn",0,1,1.6065444946289062
3801,"<user> We have 100,000 dead in this country from covid-19. Tens of thousands of them are your fault because you didn’t act quickly enough. Will you please stop tweeting stupidity and go do your job.",offensiveness detection,5,en,0,dev,0.8,0.2,Covid-19,0,523,"we have 100,000 dead in this country from covid-19. tens of thousands of them are your fault because you did not act quickly enough. will you please stop tweeting stupidity and go do your job.",covid-19,3,"covid-19 we have 100,000 dead in this country from covid-19. tens of thousands of them are your fault because you did not act quickly enough. will you please stop tweeting stupidity and go do your job.",1,0,0.7693803310394287
3807,<user> <user> You can't use Gods name in anything to do with Dems garbage. #DemsAreDestroyingAmerica,offensiveness detection,5,en,1,dev,0.0,1.0,Elections2020,1,815,you cannot use gods name in anything to do with dems garbage. #demsaredestroyingamerica,elections2020,3,elections2020 you cannot use gods name in anything to do with dems garbage. #demsaredestroyingamerica,0,1,1.0282866954803467
3807,<user> <user> You can't use Gods name in anything to do with Dems garbage. #DemsAreDestroyingAmerica,offensiveness detection,5,en,1,dev,0.0,1.0,Elections2020,1,769,you cannot use gods name in anything to do with dems garbage. #demsaredestroyingamerica,elections2020,3,elections2020 you cannot use gods name in anything to do with dems garbage. #demsaredestroyingamerica,0,1,1.0282866954803467
3807,<user> <user> You can't use Gods name in anything to do with Dems garbage. #DemsAreDestroyingAmerica,offensiveness detection,5,en,1,dev,0.0,1.0,Elections2020,1,379,you cannot use gods name in anything to do with dems garbage. #demsaredestroyingamerica,elections2020,3,elections2020 you cannot use gods name in anything to do with dems garbage. #demsaredestroyingamerica,0,1,1.0282866954803467
3819,<user> <user> <user> <user> u sure did! And you’re gonna fry over it! Just wait &amp; see what’s coming for u Lyin Biden! 🤬 The Swamp will go down!,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,0,546,you sure did! and you are going to fry over it! just wait & see what is coming for you lyin biden! :face_with_symbols_on_mouth: the swamp will go down!,elections2020,3,elections2020 you sure did! and you are going to fry over it! just wait & see what is coming for you lyin biden! :face_with_symbols_on_mouth: the swamp will go down!,1,0,1.1414753198623657
3819,<user> <user> <user> <user> u sure did! And you’re gonna fry over it! Just wait &amp; see what’s coming for u Lyin Biden! 🤬 The Swamp will go down!,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,0,721,you sure did! and you are going to fry over it! just wait & see what is coming for you lyin biden! :face_with_symbols_on_mouth: the swamp will go down!,elections2020,3,elections2020 you sure did! and you are going to fry over it! just wait & see what is coming for you lyin biden! :face_with_symbols_on_mouth: the swamp will go down!,1,0,1.1414753198623657
3819,<user> <user> <user> <user> u sure did! And you’re gonna fry over it! Just wait &amp; see what’s coming for u Lyin Biden! 🤬 The Swamp will go down!,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,0,53,you sure did! and you are going to fry over it! just wait & see what is coming for you lyin biden! :face_with_symbols_on_mouth: the swamp will go down!,elections2020,3,elections2020 you sure did! and you are going to fry over it! just wait & see what is coming for you lyin biden! :face_with_symbols_on_mouth: the swamp will go down!,1,0,1.1414753198623657
3826,"<user> Trump is ""Making America Bust.""",offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,379,"trump is ""making america bust.""",elections2020,3,"elections2020 trump is ""making america bust.""",0,1,2.2369384765625
3842,<user> And you dont believe antifa is an organized hate group...can you ask a Russian to wire me 3.5 million?  I’ll need it to pay for your outrageous platform...,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,425,and you do not believe antifa is an organized hate group...can you ask a russian to wire me 3.5 million? i will need it to pay for your outrageous platform...,elections2020,3,elections2020 and you do not believe antifa is an organized hate group...can you ask a russian to wire me 3.5 million? i will need it to pay for your outrageous platform...,0,1,1.2061032056808472
3864,".<user> biggest lie of the night, he son didn't take 3.5 million dollars from Russian  <url>",offensiveness detection,5,en,0,dev,0.8,0.2,Elections2020,1,402,". biggest lie of the night, he son did not take 3.5 million dollars from russian",elections2020,3,"elections2020 . biggest lie of the night, he son did not take 3.5 million dollars from russian",0,1,2.0708436965942383
3882,<user> <user> <user> Joy ，big guy，big lier！he selled America！,offensiveness detection,5,en,1,dev,0.4,0.6,Elections2020,1,164,joy ，big guy，big lier！he selled america！,elections2020,3,elections2020 joy ，big guy，big lier！he selled america！,0,1,0.9688807725906372
3892,"Kemp claims he found out 24 hours ago a symptomatic people could spread Covid 19. I call bullsh*t. <user> is stupidly trying to cover his a$$, but it’s hanging out there for everyone to see.",offensiveness detection,5,en,1,dev,0.0,1.0,Covid-19,1,811,"kemp claims he found out 24 hours ago a symptomatic people could spread covid 19. i call bullsh*t. is stupidly trying to cover his a$$, but it is hanging out there for everyone to see.",covid-19,3,"covid-19 kemp claims he found out 24 hours ago a symptomatic people could spread covid 19. i call bullsh*t. is stupidly trying to cover his a$$, but it is hanging out there for everyone to see.",0,1,0.7075601816177368
3898,"<user> <user> <user> The problem is the dems nominated a terrible corrupt, lying, past his prime, his prime was making wrong decision over and over.  He is a terrible candidate.  But, Harris is even worse.  The Dem ticket is aweful",offensiveness detection,5,en,0,dev,0.8,0.2,Elections2020,1,186,"the problem is the dems nominated a terrible corrupt, lying, past his prime, his prime was making wrong decision over and over. he is a terrible candidate. but, harris is even worse. the dem ticket is aweful",elections2020,3,"elections2020 the problem is the dems nominated a terrible corrupt, lying, past his prime, his prime was making wrong decision over and over. he is a terrible candidate. but, harris is even worse. the dem ticket is aweful",0,1,1.0154510736465454
3915,"<user> <user> <user> <user> <user> <user> Kid I'm saying that a person with a cold or the regular flu can go into the doctor, not get tested and be put down as a Covid patient because all of those viruses create the same damn symptoms.",offensiveness detection,5,en,0,dev,1.0,0.0,Covid-19,0,518,"kid i am saying that a person with a cold or the regular flu can go into the doctor, not get tested and be put down as a covid patient because all of those viruses create the same damn symptoms.",covid-19,3,"covid-19 kid i am saying that a person with a cold or the regular flu can go into the doctor, not get tested and be put down as a covid patient because all of those viruses create the same damn symptoms.",1,0,0.7026942372322083
3915,"<user> <user> <user> <user> <user> <user> Kid I'm saying that a person with a cold or the regular flu can go into the doctor, not get tested and be put down as a Covid patient because all of those viruses create the same damn symptoms.",offensiveness detection,5,en,0,dev,1.0,0.0,Covid-19,0,64,"kid i am saying that a person with a cold or the regular flu can go into the doctor, not get tested and be put down as a covid patient because all of those viruses create the same damn symptoms.",covid-19,3,"covid-19 kid i am saying that a person with a cold or the regular flu can go into the doctor, not get tested and be put down as a covid patient because all of those viruses create the same damn symptoms.",1,0,0.7026942372322083
3917,"<user> <user> The Trump Dynasty is bathed in blood; from racism, the Kurdish betrayal, Khashoggi's murder, the deaths of the immigrants in detention centers &amp; now the Covid catastrophe! <url>",offensiveness detection,5,en,0,dev,0.6,0.4,Covid-19,1,811,"the trump dynasty is bathed in blood; from racism, the kurdish betrayal, khashoggi's murder, the deaths of the immigrants in detention centers & now the covid catastrophe!",covid-19,3,"covid-19 the trump dynasty is bathed in blood; from racism, the kurdish betrayal, khashoggi's murder, the deaths of the immigrants in detention centers & now the covid catastrophe!",0,1,1.166998267173767
3921,"The chinese are now moaning about the ban of chinese travel to australia due to coronavirus describing the ban as an ""excuse for racism""  If they dont give a fuck about the fact they could have coronavirus or could spread it to others if they have it and are contagious <url>",offensiveness detection,5,en,1,dev,0.0,1.0,Covid-19,1,220,"the chinese are now moaning about the ban of chinese travel to australia due to coronavirus describing the ban as an ""excuse for racism"" if they do not give a fuck about the fact they could have coronavirus or could spread it to others if they have it and are contagious",covid-19,3,"covid-19 the chinese are now moaning about the ban of chinese travel to australia due to coronavirus describing the ban as an ""excuse for racism"" if they do not give a fuck about the fact they could have coronavirus or could spread it to others if they have it and are contagious",0,1,0.8593493700027466
3921,"The chinese are now moaning about the ban of chinese travel to australia due to coronavirus describing the ban as an ""excuse for racism""  If they dont give a fuck about the fact they could have coronavirus or could spread it to others if they have it and are contagious <url>",offensiveness detection,5,en,1,dev,0.0,1.0,Covid-19,1,21,"the chinese are now moaning about the ban of chinese travel to australia due to coronavirus describing the ban as an ""excuse for racism"" if they do not give a fuck about the fact they could have coronavirus or could spread it to others if they have it and are contagious",covid-19,3,"covid-19 the chinese are now moaning about the ban of chinese travel to australia due to coronavirus describing the ban as an ""excuse for racism"" if they do not give a fuck about the fact they could have coronavirus or could spread it to others if they have it and are contagious",0,1,0.8593493700027466
3921,"The chinese are now moaning about the ban of chinese travel to australia due to coronavirus describing the ban as an ""excuse for racism""  If they dont give a fuck about the fact they could have coronavirus or could spread it to others if they have it and are contagious <url>",offensiveness detection,5,en,1,dev,0.0,1.0,Covid-19,1,379,"the chinese are now moaning about the ban of chinese travel to australia due to coronavirus describing the ban as an ""excuse for racism"" if they do not give a fuck about the fact they could have coronavirus or could spread it to others if they have it and are contagious",covid-19,3,"covid-19 the chinese are now moaning about the ban of chinese travel to australia due to coronavirus describing the ban as an ""excuse for racism"" if they do not give a fuck about the fact they could have coronavirus or could spread it to others if they have it and are contagious",0,1,0.8593493700027466
3926,"That's been proven time and time again with this fraud, yet people continue to put belief in his insanity.  He is the very definition of the con. <url>",offensiveness detection,5,en,0,dev,0.6,0.4,Covid-19,1,379,"that is been proven time and time again with this fraud, yet people continue to put belief in his insanity. he is the very definition of the con.",covid-19,3,"covid-19 that is been proven time and time again with this fraud, yet people continue to put belief in his insanity. he is the very definition of the con.",0,1,1.3667422533035278
3927,"Everyone bout to be hella paranoid, I’m everyone, bc allergy season damnesr here and with this coronavirus 😳",offensiveness detection,5,en,0,dev,0.8,0.2,Covid-19,0,21,"everyone bout to be hella paranoid, i am everyone, because allergy season damnesr here and with this coronavirus :flushed_face:",covid-19,3,"covid-19 everyone bout to be hella paranoid, i am everyone, because allergy season damnesr here and with this coronavirus :flushed_face:",1,0,0.7380393743515015
3930,"People are getting rich off black suffrage and the #BlackLivesMatter movement, good and bad.   I don’t like that shit.",offensiveness detection,5,en,0,dev,0.6,0.4,BLM,0,616,"people are getting rich off black suffrage and the #blacklivesmatter movement, good and bad. i do not like that shit.",blm,3,"blm people are getting rich off black suffrage and the #blacklivesmatter movement, good and bad. i do not like that shit.",1,0,0.8315766453742981
3934,<user> Kamala knew that millions of black babies would die to abortion. She supported it anyway.,offensiveness detection,5,en,1,dev,0.2,0.8,Elections2020,1,238,kamala knew that millions of black babies would die to abortion. she supported it anyway.,elections2020,3,elections2020 kamala knew that millions of black babies would die to abortion. she supported it anyway.,0,1,1.5912855863571167
3934,<user> Kamala knew that millions of black babies would die to abortion. She supported it anyway.,offensiveness detection,5,en,1,dev,0.2,0.8,Elections2020,1,572,kamala knew that millions of black babies would die to abortion. she supported it anyway.,elections2020,3,elections2020 kamala knew that millions of black babies would die to abortion. she supported it anyway.,0,1,1.5912855863571167
3944,"✌️😎 ""Hey, it’s us again. We don’t know shit.""                      The CDC just changed its stance on surface transmission of COVID-19 — again <url>",offensiveness detection,5,en,1,dev,0.4,0.6,Covid-19,1,379,":victory_hand::smiling_face_with_sunglasses: ""hey, it is us again. we do not know shit."" the cdc just changed its stance on surface transmission of covid-19 — again",covid-19,3,"covid-19 :victory_hand::smiling_face_with_sunglasses: ""hey, it is us again. we do not know shit."" the cdc just changed its stance on surface transmission of covid-19 — again",0,1,1.1082239151000977
3947,"""<user> <user> <user> Dr. Ezekiel Emanuel, special advisor to the director general of the World Health Organization, told MSNBC Wednesday he found """"most"""" of what President Trump said at his briefing on the novel coronavirus """"incoherent.""""""",offensiveness detection,5,en,1,dev,0.2,0.8,Covid-19,1,64,""" dr. ezekiel emanuel, special advisor to the director general of the world health organization, told msnbc wednesday he found """"most"""" of what president trump said at his briefing on the novel coronavirus """"incoherent.""""""",covid-19,3,"covid-19 "" dr. ezekiel emanuel, special advisor to the director general of the world health organization, told msnbc wednesday he found """"most"""" of what president trump said at his briefing on the novel coronavirus """"incoherent.""""""",0,1,2.162203550338745
3952,#ProTerrorismTrump Writes 'I Love Texas!' Over Video Of #MAGA #TerroristsForTrump #TerroristAttack On Biden Caravan!   <url> #Terrorism #NaziMAGAt #NaziTrump #TerroristTrump #TrumpTerrorists #TerroristInChief #AllRepublicansAreTerrorists #RepublicanTerrorism,offensiveness detection,5,en,1,dev,0.0,1.0,Elections2020,1,763,#proterrorismtrump writes 'i love texas!' over video of #maga #terroristsfortrump #terroristattack on biden caravan! #terrorism #nazimagat #nazitrump #terroristtrump #trumpterrorists #terroristinchief #allrepublicansareterrorists #republicanterrorism,elections2020,3,elections2020 #proterrorismtrump writes 'i love texas!' over video of #maga #terroristsfortrump #terroristattack on biden caravan! #terrorism #nazimagat #nazitrump #terroristtrump #trumpterrorists #terroristinchief #allrepublicansareterrorists #republicanterrorism,0,1,1.2201849222183228
3952,#ProTerrorismTrump Writes 'I Love Texas!' Over Video Of #MAGA #TerroristsForTrump #TerroristAttack On Biden Caravan!   <url> #Terrorism #NaziMAGAt #NaziTrump #TerroristTrump #TrumpTerrorists #TerroristInChief #AllRepublicansAreTerrorists #RepublicanTerrorism,offensiveness detection,5,en,1,dev,0.0,1.0,Elections2020,1,546,#proterrorismtrump writes 'i love texas!' over video of #maga #terroristsfortrump #terroristattack on biden caravan! #terrorism #nazimagat #nazitrump #terroristtrump #trumpterrorists #terroristinchief #allrepublicansareterrorists #republicanterrorism,elections2020,3,elections2020 #proterrorismtrump writes 'i love texas!' over video of #maga #terroristsfortrump #terroristattack on biden caravan! #terrorism #nazimagat #nazitrump #terroristtrump #trumpterrorists #terroristinchief #allrepublicansareterrorists #republicanterrorism,0,1,1.2201849222183228
3952,#ProTerrorismTrump Writes 'I Love Texas!' Over Video Of #MAGA #TerroristsForTrump #TerroristAttack On Biden Caravan!   <url> #Terrorism #NaziMAGAt #NaziTrump #TerroristTrump #TrumpTerrorists #TerroristInChief #AllRepublicansAreTerrorists #RepublicanTerrorism,offensiveness detection,5,en,1,dev,0.0,1.0,Elections2020,1,286,#proterrorismtrump writes 'i love texas!' over video of #maga #terroristsfortrump #terroristattack on biden caravan! #terrorism #nazimagat #nazitrump #terroristtrump #trumpterrorists #terroristinchief #allrepublicansareterrorists #republicanterrorism,elections2020,3,elections2020 #proterrorismtrump writes 'i love texas!' over video of #maga #terroristsfortrump #terroristattack on biden caravan! #terrorism #nazimagat #nazitrump #terroristtrump #trumpterrorists #terroristinchief #allrepublicansareterrorists #republicanterrorism,0,1,1.2201849222183228
3952,#ProTerrorismTrump Writes 'I Love Texas!' Over Video Of #MAGA #TerroristsForTrump #TerroristAttack On Biden Caravan!   <url> #Terrorism #NaziMAGAt #NaziTrump #TerroristTrump #TrumpTerrorists #TerroristInChief #AllRepublicansAreTerrorists #RepublicanTerrorism,offensiveness detection,5,en,1,dev,0.0,1.0,Elections2020,1,424,#proterrorismtrump writes 'i love texas!' over video of #maga #terroristsfortrump #terroristattack on biden caravan! #terrorism #nazimagat #nazitrump #terroristtrump #trumpterrorists #terroristinchief #allrepublicansareterrorists #republicanterrorism,elections2020,3,elections2020 #proterrorismtrump writes 'i love texas!' over video of #maga #terroristsfortrump #terroristattack on biden caravan! #terrorism #nazimagat #nazitrump #terroristtrump #trumpterrorists #terroristinchief #allrepublicansareterrorists #republicanterrorism,0,1,1.2201849222183228
3952,#ProTerrorismTrump Writes 'I Love Texas!' Over Video Of #MAGA #TerroristsForTrump #TerroristAttack On Biden Caravan!   <url> #Terrorism #NaziMAGAt #NaziTrump #TerroristTrump #TrumpTerrorists #TerroristInChief #AllRepublicansAreTerrorists #RepublicanTerrorism,offensiveness detection,5,en,1,dev,0.0,1.0,Elections2020,1,250,#proterrorismtrump writes 'i love texas!' over video of #maga #terroristsfortrump #terroristattack on biden caravan! #terrorism #nazimagat #nazitrump #terroristtrump #trumpterrorists #terroristinchief #allrepublicansareterrorists #republicanterrorism,elections2020,3,elections2020 #proterrorismtrump writes 'i love texas!' over video of #maga #terroristsfortrump #terroristattack on biden caravan! #terrorism #nazimagat #nazitrump #terroristtrump #trumpterrorists #terroristinchief #allrepublicansareterrorists #republicanterrorism,0,1,1.2201849222183228
3985,<user> <user> Oh plz.  There are like zero right wing comedians or comedy shows because Republicans suck and r not funny ever.,offensiveness detection,5,en,1,dev,0.2,0.8,Elections2020,0,188,oh plz. there are like zero right wing comedians or comedy shows because republicans suck and r not funny ever.,elections2020,3,elections2020 oh plz. there are like zero right wing comedians or comedy shows because republicans suck and r not funny ever.,1,0,0.7935621738433838
3996,<user> <user> <user> I’m making fun of your insane belief that potential people matter and how absurd your logic is.  Potential people are not people. Get that through your head.,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,266,i am making fun of your insane belief that potential people matter and how absurd your logic is. potential people are not people. get that through your head.,elections2020,3,elections2020 i am making fun of your insane belief that potential people matter and how absurd your logic is. potential people are not people. get that through your head.,0,1,0.7986551523208618
3998,<user> <user> <user> <user> Now do the one where Trump gave white supremacists their marching orders.,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,64,now do the one where trump gave white supremacists their marching orders.,elections2020,3,elections2020 now do the one where trump gave white supremacists their marching orders.,0,1,1.8474459648132324
3998,<user> <user> <user> <user> Now do the one where Trump gave white supremacists their marching orders.,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,104,now do the one where trump gave white supremacists their marching orders.,elections2020,3,elections2020 now do the one where trump gave white supremacists their marching orders.,0,1,1.8474459648132324
4003,<user> <user> <user> <user> <user> So the people running around calling themselves Antifa are imaginary? This is literally some real world I am Negan bullshit,offensiveness detection,5,en,1,dev,0.4,0.6,Elections2020,1,747,so the people running around calling themselves antifa are imaginary? this is literally some real world i am negan bullshit,elections2020,3,elections2020 so the people running around calling themselves antifa are imaginary? this is literally some real world i am negan bullshit,0,1,0.7016583681106567
4003,<user> <user> <user> <user> <user> So the people running around calling themselves Antifa are imaginary? This is literally some real world I am Negan bullshit,offensiveness detection,5,en,1,dev,0.4,0.6,Elections2020,1,546,so the people running around calling themselves antifa are imaginary? this is literally some real world i am negan bullshit,elections2020,3,elections2020 so the people running around calling themselves antifa are imaginary? this is literally some real world i am negan bullshit,0,1,0.7016583681106567
4028,Do you know Th Synagogue of Satan is going back home to where they came from before something knock that little fraud territory off Th map like a Rock slung from Th Depths of Heaven coming like Fast Ball Comet ☄ for destruction of Hashatan Lies...  Covid-19 Cover Up,offensiveness detection,5,en,1,dev,0.2,0.8,Covid-19,1,402,do you know th synagogue of satan is going back home to where they came from before something knock that little fraud territory off th map like a rock slung from th depths of heaven coming like fast ball comet :comet: for destruction of hashatan lies... covid-19 cover up,covid-19,3,covid-19 do you know th synagogue of satan is going back home to where they came from before something knock that little fraud territory off th map like a rock slung from th depths of heaven coming like fast ball comet :comet: for destruction of hashatan lies... covid-19 cover up,0,1,0.8339279890060425
4028,Do you know Th Synagogue of Satan is going back home to where they came from before something knock that little fraud territory off Th map like a Rock slung from Th Depths of Heaven coming like Fast Ball Comet ☄ for destruction of Hashatan Lies...  Covid-19 Cover Up,offensiveness detection,5,en,1,dev,0.2,0.8,Covid-19,1,169,do you know th synagogue of satan is going back home to where they came from before something knock that little fraud territory off th map like a rock slung from th depths of heaven coming like fast ball comet :comet: for destruction of hashatan lies... covid-19 cover up,covid-19,3,covid-19 do you know th synagogue of satan is going back home to where they came from before something knock that little fraud territory off th map like a rock slung from th depths of heaven coming like fast ball comet :comet: for destruction of hashatan lies... covid-19 cover up,0,1,0.8339279890060425
