instance_id,text,annotation task,number of annotations,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain,offensiveness,user_id,cleaned_text,cleaned_domain,community,text_with_domain,predicted_label,true_label,cross_entropy
5247,<user> <user> <user> You are absolutely delusional if you think this is just about george floyd this is for Breonna this is for Trayvon this is for Tamir this is for Ahmaud this is for every single Black mother that has to ask herself if their son is coming back home,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,305,you are absolutely delusional if you think this is just about george floyd this is for breonna this is for trayvon this is for tamir this is for ahmaud this is for every single black mother that has to ask herself if their son is coming back home,blm,0,blm you are absolutely delusional if you think this is just about george floyd this is for breonna this is for trayvon this is for tamir this is for ahmaud this is for every single black mother that has to ask herself if their son is coming back home,0,1,1.702210545539856
5255,HKPF is shit. No heart. Shame on them,offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,294,hkpf is shit. no heart. shame on them,blm,0,blm hkpf is shit. no heart. shame on them,1,0,0.7496281862258911
5255,HKPF is shit. No heart. Shame on them,offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,274,hkpf is shit. no heart. shame on them,blm,0,blm hkpf is shit. no heart. shame on them,1,0,0.7496281862258911
5272,For allll you tone deaf people,offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,245,for allll you tone deaf people,blm,0,blm for allll you tone deaf people,1,0,0.9055895805358887
5272,For allll you tone deaf people,offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,29,for allll you tone deaf people,blm,0,blm for allll you tone deaf people,1,0,0.9055895805358887
5280,We need leadership that isn’t about an agenda of political gain but understanding societal pain and doesn’t stoke fires but ignites passion. This shit is unbearable to witness.. we ALL need to come together &amp; elect leaders that speak for the people. #BlackLivesMatter,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,428,we need leadership that is not about an agenda of political gain but understanding societal pain and does not stoke fires but ignites passion. this shit is unbearable to witness.. we all need to come together & elect leaders that speak for the people. #blacklivesmatter,blm,0,blm we need leadership that is not about an agenda of political gain but understanding societal pain and does not stoke fires but ignites passion. this shit is unbearable to witness.. we all need to come together & elect leaders that speak for the people. #blacklivesmatter,0,1,1.5962551832199097
5287,3 years in the office &amp; Trump still blames Obama.   He is a child.,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,141,3 years in the office & trump still blames obama. he is a child.,covid-19,0,covid-19 3 years in the office & trump still blames obama. he is a child.,0,1,2.447974443435669
5296,"Let's pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park...  Who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful""  50 secret service injured.",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,451,"let us pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park... who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful"" 50 secret service injured.",blm,0,"blm let us pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park... who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful"" 50 secret service injured.",0,1,0.7999219298362732
5296,"Let's pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park...  Who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful""  50 secret service injured.",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,125,"let us pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park... who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful"" 50 secret service injured.",blm,0,"blm let us pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park... who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful"" 50 secret service injured.",0,1,0.7999219298362732
5305,<user> you ever hear about this story? He got killed the same way George floyd did <url>,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,305,you ever hear about this story? he got killed the same way george floyd did,blm,0,blm you ever hear about this story? he got killed the same way george floyd did,0,1,2.4068586826324463
5305,<user> you ever hear about this story? He got killed the same way George floyd did <url>,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,701,you ever hear about this story? he got killed the same way george floyd did,blm,0,blm you ever hear about this story? he got killed the same way george floyd did,0,1,2.4068586826324463
5314,BREAKING: <user> is outing #BLACK_LIVES_MATTER as a cult! HE IS 100% CORRECT!,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,474,breaking: is outing #black_lives_matter as a cult! he is 100% correct!,blm,0,blm breaking: is outing #black_lives_matter as a cult! he is 100% correct!,0,1,2.930023670196533
5314,BREAKING: <user> is outing #BLACK_LIVES_MATTER as a cult! HE IS 100% CORRECT!,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,54,breaking: is outing #black_lives_matter as a cult! he is 100% correct!,blm,0,blm breaking: is outing #black_lives_matter as a cult! he is 100% correct!,0,1,2.930023670196533
5327,White people dont buy tickets to Anthony Joshuas crap fights #BlackLivesMatter,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,577,white people do not buy tickets to anthony joshuas crap fights #blacklivesmatter,blm,0,blm white people do not buy tickets to anthony joshuas crap fights #blacklivesmatter,0,1,0.8857462406158447
5327,White people dont buy tickets to Anthony Joshuas crap fights #BlackLivesMatter,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,70,white people do not buy tickets to anthony joshuas crap fights #blacklivesmatter,blm,0,blm white people do not buy tickets to anthony joshuas crap fights #blacklivesmatter,0,1,0.8857462406158447
5374,"This is how it’s done America!   WANT TO STOP LOOTERS?! Fool proof blueprint, right here!  #Riot2020 #protests2020 #protests #2a #secondamendment #looters #gerogefloyd #blacklivesmatter <url>",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,781,"this is how it is done america! want to stop looters?! fool proof blueprint, right here! #riot2020 #protests2020 #protests #2a #secondamendment #looters #gerogefloyd #blacklivesmatter",blm,0,"blm this is how it is done america! want to stop looters?! fool proof blueprint, right here! #riot2020 #protests2020 #protests #2a #secondamendment #looters #gerogefloyd #blacklivesmatter",0,1,2.198704481124878
5397,WinstonChurchill was a fascist and a racist who was responsible for the deaths of millions under British elite colonial dictatorship.  The so called British war hero is an English white supremacist Hitler.  #GeorgeFlyod #londonProtests #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,474,winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,blm,0,blm winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,0,1,1.2473244667053223
5397,WinstonChurchill was a fascist and a racist who was responsible for the deaths of millions under British elite colonial dictatorship.  The so called British war hero is an English white supremacist Hitler.  #GeorgeFlyod #londonProtests #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,195,winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,blm,0,blm winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,0,1,1.2473244667053223
5397,WinstonChurchill was a fascist and a racist who was responsible for the deaths of millions under British elite colonial dictatorship.  The so called British war hero is an English white supremacist Hitler.  #GeorgeFlyod #londonProtests #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,274,winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,blm,0,blm winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,0,1,1.2473244667053223
5397,WinstonChurchill was a fascist and a racist who was responsible for the deaths of millions under British elite colonial dictatorship.  The so called British war hero is an English white supremacist Hitler.  #GeorgeFlyod #londonProtests #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,292,winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,blm,0,blm winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,0,1,1.2473244667053223
5407,that's just gangs,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,343,that is just gangs,blm,0,blm that is just gangs,0,1,3.0496556758880615
5414,#FuckYourFeelings® #S5 #E268: One Time For Your Mind Cake Ass Nigga #instagramdown #earthquake #coronavirus #COVID #kennedyagyapong #JAEHYUN #IndiaChinaBorder #PenceLies #IndiaChinaFaceOff #ChinaIndiaFaceoff #BlackLivesMatter #RayshardBrooks #GeorgeFloyd #BreonnaTaylor #protests <url>,offensiveness detection,5,en,1,train,0.2,0.8,BLM,0,129,#fuckyourfeelings:registered: #s5 #e268: one time for your mind cake ass nigga #instagramdown #earthquake #coronavirus #covid #kennedyagyapong #jaehyun #indiachinaborder #pencelies #indiachinafaceoff #chinaindiafaceoff #blacklivesmatter #rayshardbrooks #georgefloyd #breonnataylor #protests,blm,0,blm #fuckyourfeelings:registered: #s5 #e268: one time for your mind cake ass nigga #instagramdown #earthquake #coronavirus #covid #kennedyagyapong #jaehyun #indiachinaborder #pencelies #indiachinafaceoff #chinaindiafaceoff #blacklivesmatter #rayshardbrooks #georgefloyd #breonnataylor #protests,1,0,1.53336501121521
5441,<user> BIDEN CAMPAIGN LIES...  <url>,offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,1,141,biden campaign lies...,covid-19,0,covid-19 biden campaign lies...,0,1,2.850675582885742
5455,"A white policeman hugged a five-year-old black girl during a George Floyd protest after she started crying and asked ""are you gonna shoot us?"" <url>",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,197,"a white policeman hugged a five-year-old black girl during a george floyd protest after she started crying and asked ""are you going to shoot us?""",blm,0,"blm a white policeman hugged a five-year-old black girl during a george floyd protest after she started crying and asked ""are you going to shoot us?""",0,1,1.8632124662399292
5455,"A white policeman hugged a five-year-old black girl during a George Floyd protest after she started crying and asked ""are you gonna shoot us?"" <url>",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,802,"a white policeman hugged a five-year-old black girl during a george floyd protest after she started crying and asked ""are you going to shoot us?""",blm,0,"blm a white policeman hugged a five-year-old black girl during a george floyd protest after she started crying and asked ""are you going to shoot us?""",0,1,1.8632124662399292
5461,Wanting to watch a killer go free to own the libs.,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,577,wanting to watch a killer go free to own the libs.,blm,0,blm wanting to watch a killer go free to own the libs.,0,1,1.5214110612869263
5461,Wanting to watch a killer go free to own the libs.,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,451,wanting to watch a killer go free to own the libs.,blm,0,blm wanting to watch a killer go free to own the libs.,0,1,1.5214110612869263
5461,Wanting to watch a killer go free to own the libs.,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,274,wanting to watch a killer go free to own the libs.,blm,0,blm wanting to watch a killer go free to own the libs.,0,1,1.5214110612869263
5463,#BlackLivesMatter want the police defunded...,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,701,#blacklivesmatter want the police defunded...,blm,0,blm #blacklivesmatter want the police defunded...,0,1,2.6280529499053955
5484,FUUUUUUUUUUUCK A <user> #Traitor #RussianAsset #CountryOverParty #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,0,419,fuuuuuuuuuuuck a #traitor #russianasset #countryoverparty #blacklivesmatter,blm,0,blm fuuuuuuuuuuuck a #traitor #russianasset #countryoverparty #blacklivesmatter,1,0,0.8358983993530273
5485,im glad places owned by whites are being robbed. Its just a little something. Some money gone. Not an entire life. Just some cash that they can make up fast. Sad that we have to live through this but its time we speak up and end the bullshit of racism. #BlackLivesMatter,offensiveness detection,5,en,1,train,0.0,1.0,BLM,1,582,i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,blm,0,blm i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,0,1,1.578107237815857
5485,im glad places owned by whites are being robbed. Its just a little something. Some money gone. Not an entire life. Just some cash that they can make up fast. Sad that we have to live through this but its time we speak up and end the bullshit of racism. #BlackLivesMatter,offensiveness detection,5,en,1,train,0.0,1.0,BLM,1,245,i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,blm,0,blm i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,0,1,1.578107237815857
5485,im glad places owned by whites are being robbed. Its just a little something. Some money gone. Not an entire life. Just some cash that they can make up fast. Sad that we have to live through this but its time we speak up and end the bullshit of racism. #BlackLivesMatter,offensiveness detection,5,en,1,train,0.0,1.0,BLM,1,781,i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,blm,0,blm i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,0,1,1.578107237815857
5485,im glad places owned by whites are being robbed. Its just a little something. Some money gone. Not an entire life. Just some cash that they can make up fast. Sad that we have to live through this but its time we speak up and end the bullshit of racism. #BlackLivesMatter,offensiveness detection,5,en,1,train,0.0,1.0,BLM,1,274,i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,blm,0,blm i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,0,1,1.578107237815857
5485,im glad places owned by whites are being robbed. Its just a little something. Some money gone. Not an entire life. Just some cash that they can make up fast. Sad that we have to live through this but its time we speak up and end the bullshit of racism. #BlackLivesMatter,offensiveness detection,5,en,1,train,0.0,1.0,BLM,1,292,i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,blm,0,blm i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,0,1,1.578107237815857
5497,"THE CITY IS NOT YOURS TO GIVE AWAY  YOU HAVE SOLD OUT, COMMIE TRAITOR  You didn't surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts  NO? THEN WHY ARE YOU PROMOTING THEM LIKE PUBLICITY AGENT? <url>",offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,740,"the city is not yours to give away you have sold out, commie traitor you did not surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts no? then why are you promoting them like publicity agent?",blm,0,"blm the city is not yours to give away you have sold out, commie traitor you did not surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts no? then why are you promoting them like publicity agent?",1,0,1.1304770708084106
5497,"THE CITY IS NOT YOURS TO GIVE AWAY  YOU HAVE SOLD OUT, COMMIE TRAITOR  You didn't surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts  NO? THEN WHY ARE YOU PROMOTING THEM LIKE PUBLICITY AGENT? <url>",offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,513,"the city is not yours to give away you have sold out, commie traitor you did not surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts no? then why are you promoting them like publicity agent?",blm,0,"blm the city is not yours to give away you have sold out, commie traitor you did not surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts no? then why are you promoting them like publicity agent?",1,0,1.1304770708084106
5510,<user> <user> Why was #LouisScarcella never charged with a crime? He #robbed these men of hundreds if years of their lives. Why are #LyingCops never charged with lying in court# #BlackLivesMatter #JusticeForAll #FixThePolice #FixTheCourts,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,274,why was #louisscarcella never charged with a crime? he #robbed these men of hundreds if years of their lives. why are #lyingcops never charged with lying in court# #blacklivesmatter #justiceforall #fixthepolice #fixthecourts,blm,0,blm why was #louisscarcella never charged with a crime? he #robbed these men of hundreds if years of their lives. why are #lyingcops never charged with lying in court# #blacklivesmatter #justiceforall #fixthepolice #fixthecourts,0,1,1.8540278673171997
5510,<user> <user> Why was #LouisScarcella never charged with a crime? He #robbed these men of hundreds if years of their lives. Why are #LyingCops never charged with lying in court# #BlackLivesMatter #JusticeForAll #FixThePolice #FixTheCourts,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,43,why was #louisscarcella never charged with a crime? he #robbed these men of hundreds if years of their lives. why are #lyingcops never charged with lying in court# #blacklivesmatter #justiceforall #fixthepolice #fixthecourts,blm,0,blm why was #louisscarcella never charged with a crime? he #robbed these men of hundreds if years of their lives. why are #lyingcops never charged with lying in court# #blacklivesmatter #justiceforall #fixthepolice #fixthecourts,0,1,1.8540278673171997
5521,New York Cops Shoot Protestor About 40 Times and America Points Their Finger At Other Countries Regarding Hunan Right... What A Joke! #USA #America #Trump #Biden #GeorgeFloyd #NewYork #NYC #GeorgeFloydProtests #China #HongKong #UK #EU #UN #HumanRights #USRiots #Breaking #News,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,487,new york cops shoot protestor about 40 times and america points their finger at other countries regarding hunan right... what a joke! #usa #america #trump #biden #georgefloyd #newyork #nyc #georgefloydprotests #china #hongkong #uk #eu #un #humanrights #usriots #breaking #news,blm,0,blm new york cops shoot protestor about 40 times and america points their finger at other countries regarding hunan right... what a joke! #usa #america #trump #biden #georgefloyd #newyork #nyc #georgefloydprotests #china #hongkong #uk #eu #un #humanrights #usriots #breaking #news,0,1,1.2623560428619385
5528,He is fighting for his wife’s cushy job the old fool and coward who is just making things up! #registertovote #VoteGOPOut #blacklivesmatter,offensiveness detection,5,en,0,train,0.6,0.4,BLM,0,338,he is fighting for his wife’s cushy job the old fool and coward who is just making things up! #registertovote #votegopout #blacklivesmatter,blm,0,blm he is fighting for his wife’s cushy job the old fool and coward who is just making things up! #registertovote #votegopout #blacklivesmatter,1,0,1.0116685628890991
5528,He is fighting for his wife’s cushy job the old fool and coward who is just making things up! #registertovote #VoteGOPOut #blacklivesmatter,offensiveness detection,5,en,0,train,0.6,0.4,BLM,0,501,he is fighting for his wife’s cushy job the old fool and coward who is just making things up! #registertovote #votegopout #blacklivesmatter,blm,0,blm he is fighting for his wife’s cushy job the old fool and coward who is just making things up! #registertovote #votegopout #blacklivesmatter,1,0,1.0116685628890991
5529,i didn't know shit abt anonymous when i made that tweet y'all can stop calling me dumb now,offensiveness detection,5,en,0,train,0.8,0.2,BLM,0,443,i did not know shit about anonymous when i made that tweet you all can stop calling me dumb now,blm,0,blm i did not know shit about anonymous when i made that tweet you all can stop calling me dumb now,1,0,1.0891073942184448
5529,i didn't know shit abt anonymous when i made that tweet y'all can stop calling me dumb now,offensiveness detection,5,en,0,train,0.8,0.2,BLM,0,338,i did not know shit about anonymous when i made that tweet you all can stop calling me dumb now,blm,0,blm i did not know shit about anonymous when i made that tweet you all can stop calling me dumb now,1,0,1.0891073942184448
5529,i didn't know shit abt anonymous when i made that tweet y'all can stop calling me dumb now,offensiveness detection,5,en,0,train,0.8,0.2,BLM,0,25,i did not know shit about anonymous when i made that tweet you all can stop calling me dumb now,blm,0,blm i did not know shit about anonymous when i made that tweet you all can stop calling me dumb now,1,0,1.0891073942184448
5538,A mix of methamphetamine&amp;fentanyl Jake Tapper it was not murder George Floyd was a dope feind,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,474,a mix of methamphetamine&fentanyl jake tapper it was not murder george floyd was a dope feind,blm,0,blm a mix of methamphetamine&fentanyl jake tapper it was not murder george floyd was a dope feind,0,1,1.435762643814087
5538,A mix of methamphetamine&amp;fentanyl Jake Tapper it was not murder George Floyd was a dope feind,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,195,a mix of methamphetamine&fentanyl jake tapper it was not murder george floyd was a dope feind,blm,0,blm a mix of methamphetamine&fentanyl jake tapper it was not murder george floyd was a dope feind,0,1,1.435762643814087
5538,A mix of methamphetamine&amp;fentanyl Jake Tapper it was not murder George Floyd was a dope feind,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,292,a mix of methamphetamine&fentanyl jake tapper it was not murder george floyd was a dope feind,blm,0,blm a mix of methamphetamine&fentanyl jake tapper it was not murder george floyd was a dope feind,0,1,1.435762643814087
5552,What say you? Are you really okay with this? #BlackLivesMatter <user> <user> <user> <user> <user> <user> <user> <url>,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,175,what say you? are you really okay with this? #blacklivesmatter,blm,0,blm what say you? are you really okay with this? #blacklivesmatter,0,1,3.226844549179077
5687,<user> I agree #BlackLivesMatter  <url>,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,364,i agree #blacklivesmatter,blm,0,blm i agree #blacklivesmatter,0,1,3.610745668411255
5698,I haven't watched football in years. I won't watch football for years...or any sport in which the players engage in anti-American bullshit. Ditto anything else.,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,5,i have not watched football in years. i will not watch football for years...or any sport in which the players engage in anti-american bullshit. ditto anything else.,blm,0,blm i have not watched football in years. i will not watch football for years...or any sport in which the players engage in anti-american bullshit. ditto anything else.,0,1,1.0493663549423218
5698,I haven't watched football in years. I won't watch football for years...or any sport in which the players engage in anti-American bullshit. Ditto anything else.,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,364,i have not watched football in years. i will not watch football for years...or any sport in which the players engage in anti-american bullshit. ditto anything else.,blm,0,blm i have not watched football in years. i will not watch football for years...or any sport in which the players engage in anti-american bullshit. ditto anything else.,0,1,1.0493663549423218
5702,<user> <user> keyword is SHOT black men like eric garner and george floyd weren't shot but yet still killed by white cops,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,534,keyword is shot black men like eric garner and george floyd were not shot but yet still killed by white cops,blm,0,blm keyword is shot black men like eric garner and george floyd were not shot but yet still killed by white cops,0,1,1.7488055229187012
5702,<user> <user> keyword is SHOT black men like eric garner and george floyd weren't shot but yet still killed by white cops,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,701,keyword is shot black men like eric garner and george floyd were not shot but yet still killed by white cops,blm,0,blm keyword is shot black men like eric garner and george floyd were not shot but yet still killed by white cops,0,1,1.7488055229187012
5708,A thread showing the ramblings of a madman!,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,689,a thread showing the ramblings of a madman!,blm,0,blm a thread showing the ramblings of a madman!,0,1,3.031731367111206
5720,"<user> It might be a joke for you! But, not for real humans! just like the officer who took George Floyd’s life, Trump and the US terrorist regime are killing and putting a knee on the neck of people demanding justice. #GeorgeFloyd #JusticeForGeorgeFloyd <url>",offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,624,"it might be a joke for you! but, not for real humans! just like the officer who took george floyd’s life, trump and the us terrorist regime are killing and putting a knee on the neck of people demanding justice. #georgefloyd #justiceforgeorgefloyd",blm,0,"blm it might be a joke for you! but, not for real humans! just like the officer who took george floyd’s life, trump and the us terrorist regime are killing and putting a knee on the neck of people demanding justice. #georgefloyd #justiceforgeorgefloyd",0,1,1.6697438955307007
5742,In #Amerikkka #WhitePrivilege is being able to storm a state capitol with guns - unmolested by #RacistPolice &amp; saluted by #RacistInChief <user> In the same country a 13 year old Black Boy GETS NINETEEN SHOTS 19 SHOTS! <user> #BlackLivesMatter #policemurder RT <url>,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,197,in #amerikkka #whiteprivilege is being able to storm a state capitol with guns - unmolested by #racistpolice & saluted by #racistinchief in the same country a 13 year old black boy gets nineteen shots 19 shots! #blacklivesmatter #policemurder rt,blm,0,blm in #amerikkka #whiteprivilege is being able to storm a state capitol with guns - unmolested by #racistpolice & saluted by #racistinchief in the same country a 13 year old black boy gets nineteen shots 19 shots! #blacklivesmatter #policemurder rt,0,1,1.0436720848083496
5742,In #Amerikkka #WhitePrivilege is being able to storm a state capitol with guns - unmolested by #RacistPolice &amp; saluted by #RacistInChief <user> In the same country a 13 year old Black Boy GETS NINETEEN SHOTS 19 SHOTS! <user> #BlackLivesMatter #policemurder RT <url>,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,103,in #amerikkka #whiteprivilege is being able to storm a state capitol with guns - unmolested by #racistpolice & saluted by #racistinchief in the same country a 13 year old black boy gets nineteen shots 19 shots! #blacklivesmatter #policemurder rt,blm,0,blm in #amerikkka #whiteprivilege is being able to storm a state capitol with guns - unmolested by #racistpolice & saluted by #racistinchief in the same country a 13 year old black boy gets nineteen shots 19 shots! #blacklivesmatter #policemurder rt,0,1,1.0436720848083496
5763,That's that The Way We Were shit! Come through Barbra! Cc: <user>,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,443,that is that the way we were shit! come through barbra! cc:,blm,0,blm that is that the way we were shit! come through barbra! cc:,0,1,0.8495539426803589
5763,That's that The Way We Were shit! Come through Barbra! Cc: <user>,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,501,that is that the way we were shit! come through barbra! cc:,blm,0,blm that is that the way we were shit! come through barbra! cc:,0,1,0.8495539426803589
5781,Imagine the first game that people actually enjoy to come out and 2 days later the executive of the company fucks the games reputation over for eternity,offensiveness detection,5,en,1,train,0.2,0.8,BLM,0,25,imagine the first game that people actually enjoy to come out and 2 days later the executive of the company fucks the games reputation over for eternity,blm,0,blm imagine the first game that people actually enjoy to come out and 2 days later the executive of the company fucks the games reputation over for eternity,1,0,0.9185609817504883
5813,"<user> <user> <user> <user> U said <user> lied yet here is the very video of you calling our brave men &amp;women ""stupid Bastards"". leave it up to democrats to always insult the very people they need votes from, Then lie &amp;say republicans think this of you. straight out of saul Lynsky’s book",offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,423,"you said lied yet here is the very video of you calling our brave men &women ""stupid bastards"". leave it up to democrats to always insult the very people they need votes from, then lie &say republicans think this of you. straight out of saul lynsky’s book",elections2020,0,"elections2020 you said lied yet here is the very video of you calling our brave men &women ""stupid bastards"". leave it up to democrats to always insult the very people they need votes from, then lie &say republicans think this of you. straight out of saul lynsky’s book",0,1,0.8275665044784546
5844,"<user> <user> <user> Fake news. Facts matter. No terrorists, just opportunists taking advantage of the situation. Stop lying, stop trying to spread fear.   Trump lies, Americans die  106,000+ Americans dead  George Floyd",offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,423,"fake news. facts matter. no terrorists, just opportunists taking advantage of the situation. stop lying, stop trying to spread fear. trump lies, americans die 106,000+ americans dead george floyd",blm,0,"blm fake news. facts matter. no terrorists, just opportunists taking advantage of the situation. stop lying, stop trying to spread fear. trump lies, americans die 106,000+ americans dead george floyd",0,1,1.9615509510040283
5846,Oh that is such a lie,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,196,oh that is such a lie,blm,0,blm oh that is such a lie,0,1,2.7256360054016113
