instance_id,text,annotation task,number of annotations,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain,offensiveness,user_id,cleaned_text,cleaned_domain,community
5024,<user> Instead of the Hyena’s in there now.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,118,instead of the hyena’s in there now.,elections2020,3
5024,<user> Instead of the Hyena’s in there now.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,573,instead of the hyena’s in there now.,elections2020,3
5025,Trump Kills People with Covid 19 Hoping to Win Election <url>,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,811,trump kills people with covid 19 hoping to win election,covid-19,3
5026,"<user> <user> so wait, we're not talking about looting? because the initial shooting that *sparked* the looting wasn't looting related. you're conflating the cause with the effect here, but given your twitter history you're an anti-Semite so, that checks out.",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,188,"so wait, we are not talking about looting? because the initial shooting that *sparked* the looting was not looting related. you are conflating the because with the effect here, but given your twitter history you are an anti-semite so, that checks out.",elections2020,3
5026,"<user> <user> so wait, we're not talking about looting? because the initial shooting that *sparked* the looting wasn't looting related. you're conflating the cause with the effect here, but given your twitter history you're an anti-Semite so, that checks out.",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,721,"so wait, we are not talking about looting? because the initial shooting that *sparked* the looting was not looting related. you are conflating the because with the effect here, but given your twitter history you are an anti-semite so, that checks out.",elections2020,3
5026,"<user> <user> so wait, we're not talking about looting? because the initial shooting that *sparked* the looting wasn't looting related. you're conflating the cause with the effect here, but given your twitter history you're an anti-Semite so, that checks out.",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,0,"so wait, we are not talking about looting? because the initial shooting that *sparked* the looting was not looting related. you are conflating the because with the effect here, but given your twitter history you are an anti-semite so, that checks out.",elections2020,3
5027,"Thread by <user> <user> Trump is a warrior and you are a weak liar, MAN. You would have punched him if you could have right?Why won't you answer the questions Chris asked you?Why did you lie...… <url>",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,311,"thread by trump is a warrior and you are a weak liar, man. you would have punched him if you could have right?why will not you answer the questions chris asked you?why did you lie...…",elections2020,3
5027,"Thread by <user> <user> Trump is a warrior and you are a weak liar, MAN. You would have punched him if you could have right?Why won't you answer the questions Chris asked you?Why did you lie...… <url>",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,0,"thread by trump is a warrior and you are a weak liar, man. you would have punched him if you could have right?why will not you answer the questions chris asked you?why did you lie...…",elections2020,3
5027,"Thread by <user> <user> Trump is a warrior and you are a weak liar, MAN. You would have punched him if you could have right?Why won't you answer the questions Chris asked you?Why did you lie...… <url>",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,188,"thread by trump is a warrior and you are a weak liar, man. you would have punched him if you could have right?why will not you answer the questions chris asked you?why did you lie...…",elections2020,3
5028,<user> Keep wanting to call it a panmedemic man you guys have been planning this for years such bull,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,402,keep wanting to call it a panmedemic man you guys have been planning this for years such bull,elections2020,3
5028,<user> Keep wanting to call it a panmedemic man you guys have been planning this for years such bull,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,64,keep wanting to call it a panmedemic man you guys have been planning this for years such bull,elections2020,3
5028,<user> Keep wanting to call it a panmedemic man you guys have been planning this for years such bull,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,20,keep wanting to call it a panmedemic man you guys have been planning this for years such bull,elections2020,3
5028,<user> Keep wanting to call it a panmedemic man you guys have been planning this for years such bull,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,721,keep wanting to call it a panmedemic man you guys have been planning this for years such bull,elections2020,3
5030,<user> Source:  Mass (page 6): <url>  National (page 3): <url>,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,610,source: mass (page 6): national (page 3):,covid-19,3
5031,"Ion even know my shooter, he’s anonymous 🥴",offensiveness detection,5,en,0,train,1.0,0.0,BLM,0,616,"ion even know my shooter, he is anonymous :woozy_face:",blm,3
5032,66 players opt out of NFL season due to coronavirus pandemic  <url>,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,64,66 players opt out of nfl season due to coronavirus pandemic,covid-19,3
5032,66 players opt out of NFL season due to coronavirus pandemic  <url>,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,811,66 players opt out of nfl season due to coronavirus pandemic,covid-19,3
5033,"US presidential hopeful <user> has called for regime change in Minsk, denouncing President Alexander Lukashenko’s ""brutal dictatorship"" and vowing to sanction his ""henchmen"" until there’s a ""democratic Belarus."" <url>",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,546,"us presidential hopeful has called for regime change in minsk, denouncing president alexander lukashenko’s ""brutal dictatorship"" and vowing to sanction his ""henchmen"" until there is a ""democratic belarus.""",elections2020,3
5033,"US presidential hopeful <user> has called for regime change in Minsk, denouncing President Alexander Lukashenko’s ""brutal dictatorship"" and vowing to sanction his ""henchmen"" until there’s a ""democratic Belarus."" <url>",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,425,"us presidential hopeful has called for regime change in minsk, denouncing president alexander lukashenko’s ""brutal dictatorship"" and vowing to sanction his ""henchmen"" until there is a ""democratic belarus.""",elections2020,3
5033,"US presidential hopeful <user> has called for regime change in Minsk, denouncing President Alexander Lukashenko’s ""brutal dictatorship"" and vowing to sanction his ""henchmen"" until there’s a ""democratic Belarus."" <url>",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,697,"us presidential hopeful has called for regime change in minsk, denouncing president alexander lukashenko’s ""brutal dictatorship"" and vowing to sanction his ""henchmen"" until there is a ""democratic belarus.""",elections2020,3
5033,"US presidential hopeful <user> has called for regime change in Minsk, denouncing President Alexander Lukashenko’s ""brutal dictatorship"" and vowing to sanction his ""henchmen"" until there’s a ""democratic Belarus."" <url>",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,41,"us presidential hopeful has called for regime change in minsk, denouncing president alexander lukashenko’s ""brutal dictatorship"" and vowing to sanction his ""henchmen"" until there is a ""democratic belarus.""",elections2020,3
5034,This bitch needs to simply go away...,offensiveness detection,5,en,1,train,0.0,1.0,Covid-19,1,546,this bitch needs to simply go away...,covid-19,3
5035,<user> Yea he's gonna beat u,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,238,yea he is going to beat you,elections2020,3
5035,<user> Yea he's gonna beat u,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,573,yea he is going to beat you,elections2020,3
5035,<user> Yea he's gonna beat u,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,415,yea he is going to beat you,elections2020,3
5036,Oh <user> god help you.,offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,1,266,oh god help you.,covid-19,3
5041,"<user> <user> Safe to say, after this, we need to abolish that which used to protect slave owners, and abolish the electoral college.  3/5's claus doesn't exist anymore... antiquated and horrible",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,188,"safe to say, after this, we need to abolish that which used to protect slave owners, and abolish the electoral college. 3/5's claus does not exist anymore... antiquated and horrible",elections2020,3
5041,"<user> <user> Safe to say, after this, we need to abolish that which used to protect slave owners, and abolish the electoral college.  3/5's claus doesn't exist anymore... antiquated and horrible",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,81,"safe to say, after this, we need to abolish that which used to protect slave owners, and abolish the electoral college. 3/5's claus does not exist anymore... antiquated and horrible",elections2020,3
5041,"<user> <user> Safe to say, after this, we need to abolish that which used to protect slave owners, and abolish the electoral college.  3/5's claus doesn't exist anymore... antiquated and horrible",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,415,"safe to say, after this, we need to abolish that which used to protect slave owners, and abolish the electoral college. 3/5's claus does not exist anymore... antiquated and horrible",elections2020,3
5042,<user> <user> To you need any tissues? Cry loser CRY!! Bon Voyage!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,42,to you need any tissues? cry loser cry!! bon voyage!,elections2020,3
5042,<user> <user> To you need any tissues? Cry loser CRY!! Bon Voyage!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,585,to you need any tissues? cry loser cry!! bon voyage!,elections2020,3
5042,<user> <user> To you need any tissues? Cry loser CRY!! Bon Voyage!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,104,to you need any tissues? cry loser cry!! bon voyage!,elections2020,3
5042,<user> <user> To you need any tissues? Cry loser CRY!! Bon Voyage!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,0,774,to you need any tissues? cry loser cry!! bon voyage!,elections2020,3
5042,<user> <user> To you need any tissues? Cry loser CRY!! Bon Voyage!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,81,to you need any tissues? cry loser cry!! bon voyage!,elections2020,3
5044,Sick to think  a politician would do such a thing.  Also SICKENING to think politicians( DemoRats) would steal money from FOREIGN Aid. I imagine that's why they tried to impeach President Donald J.TRUMP. <url>,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,1,169,sick to think a politician would do such a thing. also sickening to think politicians( demorats) would steal money from foreign aid. i imagine that is why they tried to impeach president donald j.trump.,covid-19,3
5045,"<user> <user> <user> Will one of you please appeal somehow to the folks Trump told to ""standby""? Defuse them somehow. 🤷🏻‍♀️",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,334,"will one of you please appeal somehow to the folks trump told to ""standby""? defuse them somehow. :woman_shrugging_light_skin_tone:",elections2020,3
5045,"<user> <user> <user> Will one of you please appeal somehow to the folks Trump told to ""standby""? Defuse them somehow. 🤷🏻‍♀️",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,188,"will one of you please appeal somehow to the folks trump told to ""standby""? defuse them somehow. :woman_shrugging_light_skin_tone:",elections2020,3
5048,<user> <user> <user> not a women being a trump support <url>,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,238,not a women being a trump support,elections2020,3
5048,<user> <user> <user> not a women being a trump support <url>,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,479,not a women being a trump support,elections2020,3
5048,<user> <user> <user> not a women being a trump support <url>,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,64,not a women being a trump support,elections2020,3
5048,<user> <user> <user> not a women being a trump support <url>,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,415,not a women being a trump support,elections2020,3
5048,<user> <user> <user> not a women being a trump support <url>,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,144,not a women being a trump support,elections2020,3
5050,"<user> It damn sure is, ""Big Guy"".",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,188,"it damn sure is, ""big guy"".",elections2020,3
5050,"<user> It damn sure is, ""Big Guy"".",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,371,"it damn sure is, ""big guy"".",elections2020,3
5050,"<user> It damn sure is, ""Big Guy"".",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,205,"it damn sure is, ""big guy"".",elections2020,3
5050,"<user> It damn sure is, ""Big Guy"".",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,164,"it damn sure is, ""big guy"".",elections2020,3
5051,"<user> Trump loves the ""N"" word! Central Park 5! Numerous NYC court cases for racism in renting! #Donald Trump Jr. is the number one White Supremacist! #VoteHimOut2020 #BidenHarrisToSaveAmerica #SundayMorning",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,88,"trump loves the ""n"" word! central park 5! numerous nyc court cases for racism in renting! #donald trump jr. is the number one white supremacist! #votehimout2020 #bidenharristosaveamerica #sundaymorning",elections2020,3
5051,"<user> Trump loves the ""N"" word! Central Park 5! Numerous NYC court cases for racism in renting! #Donald Trump Jr. is the number one White Supremacist! #VoteHimOut2020 #BidenHarrisToSaveAmerica #SundayMorning",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,719,"trump loves the ""n"" word! central park 5! numerous nyc court cases for racism in renting! #donald trump jr. is the number one white supremacist! #votehimout2020 #bidenharristosaveamerica #sundaymorning",elections2020,3
5051,"<user> Trump loves the ""N"" word! Central Park 5! Numerous NYC court cases for racism in renting! #Donald Trump Jr. is the number one White Supremacist! #VoteHimOut2020 #BidenHarrisToSaveAmerica #SundayMorning",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,62,"trump loves the ""n"" word! central park 5! numerous nyc court cases for racism in renting! #donald trump jr. is the number one white supremacist! #votehimout2020 #bidenharristosaveamerica #sundaymorning",elections2020,3
5051,"<user> Trump loves the ""N"" word! Central Park 5! Numerous NYC court cases for racism in renting! #Donald Trump Jr. is the number one White Supremacist! #VoteHimOut2020 #BidenHarrisToSaveAmerica #SundayMorning",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,164,"trump loves the ""n"" word! central park 5! numerous nyc court cases for racism in renting! #donald trump jr. is the number one white supremacist! #votehimout2020 #bidenharristosaveamerica #sundaymorning",elections2020,3
5052,<user> Ministry of Truth style propaganda. Like two minutes of hate in Orwell's 1984.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,763,ministry of truth style propaganda. like two minutes of hate in orwell's 1984.,elections2020,3
5052,<user> Ministry of Truth style propaganda. Like two minutes of hate in Orwell's 1984.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,88,ministry of truth style propaganda. like two minutes of hate in orwell's 1984.,elections2020,3
5052,<user> Ministry of Truth style propaganda. Like two minutes of hate in Orwell's 1984.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,285,ministry of truth style propaganda. like two minutes of hate in orwell's 1984.,elections2020,3
5052,<user> Ministry of Truth style propaganda. Like two minutes of hate in Orwell's 1984.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,379,ministry of truth style propaganda. like two minutes of hate in orwell's 1984.,elections2020,3
5053,"<user> <user> <user> Ok since you have credibility and nuance, pleade make the case on how you'd solve wokeness. I'll wait!",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,82,"ok since you have credibility and nuance, pleade make the case on how you would solve wokeness. i will wait!",elections2020,3
5053,"<user> <user> <user> Ok since you have credibility and nuance, pleade make the case on how you'd solve wokeness. I'll wait!",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,42,"ok since you have credibility and nuance, pleade make the case on how you would solve wokeness. i will wait!",elections2020,3
5053,"<user> <user> <user> Ok since you have credibility and nuance, pleade make the case on how you'd solve wokeness. I'll wait!",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,721,"ok since you have credibility and nuance, pleade make the case on how you would solve wokeness. i will wait!",elections2020,3
5055,SHIFTY SCHIFF....SAD SAD SAD CORRUPTION KING!,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,53,shifty schiff....sad sad sad corruption king!,elections2020,3
5055,SHIFTY SCHIFF....SAD SAD SAD CORRUPTION KING!,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,601,shifty schiff....sad sad sad corruption king!,elections2020,3
5057,"<user> <user> Cause the Heroes Act legislation is a garbage bill..too much non-Covid spending.. stimulus checks for illegals ????? What the hell ? Dems knew it all along..thought they'd be slick, and force it's passage..F that !",offensiveness detection,5,en,1,train,0.0,1.0,Covid-19,1,402,"because the heroes act legislation is a garbage bill..too much non-covid spending.. stimulus checks for illegals ????? what the hell ? dems knew it all along..thought they would be slick, and force it is passage..f that !",covid-19,3
5057,"<user> <user> Cause the Heroes Act legislation is a garbage bill..too much non-Covid spending.. stimulus checks for illegals ????? What the hell ? Dems knew it all along..thought they'd be slick, and force it's passage..F that !",offensiveness detection,5,en,1,train,0.0,1.0,Covid-19,1,64,"because the heroes act legislation is a garbage bill..too much non-covid spending.. stimulus checks for illegals ????? what the hell ? dems knew it all along..thought they would be slick, and force it is passage..f that !",covid-19,3
5058,"<user> I heard several things that did. You, on the other hand, by dodging questions showed what a shrewd politician u are. For 47 years you’ve lined ur pockets at taxpayer expense. You’re a fraud and a liar.",offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,573,"i heard several things that did. you, on the other hand, by dodging questions showed what a shrewd politician you are. for 47 years you have lined you are pockets at taxpayer expense. you are a fraud and a liar.",elections2020,3
5058,"<user> I heard several things that did. You, on the other hand, by dodging questions showed what a shrewd politician u are. For 47 years you’ve lined ur pockets at taxpayer expense. You’re a fraud and a liar.",offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,425,"i heard several things that did. you, on the other hand, by dodging questions showed what a shrewd politician you are. for 47 years you have lined you are pockets at taxpayer expense. you are a fraud and a liar.",elections2020,3
5058,"<user> I heard several things that did. You, on the other hand, by dodging questions showed what a shrewd politician u are. For 47 years you’ve lined ur pockets at taxpayer expense. You’re a fraud and a liar.",offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,402,"i heard several things that did. you, on the other hand, by dodging questions showed what a shrewd politician you are. for 47 years you have lined you are pockets at taxpayer expense. you are a fraud and a liar.",elections2020,3
5058,"<user> I heard several things that did. You, on the other hand, by dodging questions showed what a shrewd politician u are. For 47 years you’ve lined ur pockets at taxpayer expense. You’re a fraud and a liar.",offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,0,601,"i heard several things that did. you, on the other hand, by dodging questions showed what a shrewd politician you are. for 47 years you have lined you are pockets at taxpayer expense. you are a fraud and a liar.",elections2020,3
5066,Seriously!? Does Kudlow think we will believe this baloney? Statements like this are a danger to #NationalSecurity and the world's health! #CorruptGOP,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,0,169,seriously!? does kudlow think we will believe this baloney? statements like this are a danger to #nationalsecurity and the world's health! #corruptgop,covid-19,3
5068,Then <user> starts to attack the son of <user> This orange is such a sad loser. LOL,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,747,then starts to attack the son of this orange is such a sad loser. lol,elections2020,3
5068,Then <user> starts to attack the son of <user> This orange is such a sad loser. LOL,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,576,then starts to attack the son of this orange is such a sad loser. lol,elections2020,3
5068,Then <user> starts to attack the son of <user> This orange is such a sad loser. LOL,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,60,then starts to attack the son of this orange is such a sad loser. lol,elections2020,3
5068,Then <user> starts to attack the son of <user> This orange is such a sad loser. LOL,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,721,then starts to attack the son of this orange is such a sad loser. lol,elections2020,3
5071,The fact Trump ‘allowed Woodward to interview him for a book to come out in an election year proves he is too dumb to lead the country’ <user> <user> <user> <user> <user> <user>   Another Trump Lie <user>   <url>,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,0,169,the fact trump ‘allowed woodward to interview him for a book to come out in an election year proves he is too dumb to lead the country’ another trump lie,covid-19,3
5072,Hate actors who hate presidents with CHINA VIRUS.,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,1,402,hate actors who hate presidents with china virus.,covid-19,3
5072,Hate actors who hate presidents with CHINA VIRUS.,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,0,169,hate actors who hate presidents with china virus.,covid-19,3
5073,Trump's Bully Pulpit - Tyrannical Personality Endlessly Attacks Joe Biden &amp; Host Moderator During Presidential Debate!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,88,trump's bully pulpit - tyrannical personality endlessly attacks joe biden & host moderator during presidential debate!,elections2020,3
5073,Trump's Bully Pulpit - Tyrannical Personality Endlessly Attacks Joe Biden &amp; Host Moderator During Presidential Debate!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,205,trump's bully pulpit - tyrannical personality endlessly attacks joe biden & host moderator during presidential debate!,elections2020,3
5073,Trump's Bully Pulpit - Tyrannical Personality Endlessly Attacks Joe Biden &amp; Host Moderator During Presidential Debate!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,0,164,trump's bully pulpit - tyrannical personality endlessly attacks joe biden & host moderator during presidential debate!,elections2020,3
5073,Trump's Bully Pulpit - Tyrannical Personality Endlessly Attacks Joe Biden &amp; Host Moderator During Presidential Debate!,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,793,trump's bully pulpit - tyrannical personality endlessly attacks joe biden & host moderator during presidential debate!,elections2020,3
5074,<user> <user> <user> I think I'll take Nov 4th off of work. One way or another I'll probably have a hangover!,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,266,i think i will take nov 4th off of work. one way or another i will probably have a hangover!,elections2020,3
5074,<user> <user> <user> I think I'll take Nov 4th off of work. One way or another I'll probably have a hangover!,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,104,i think i will take nov 4th off of work. one way or another i will probably have a hangover!,elections2020,3
5074,<user> <user> <user> I think I'll take Nov 4th off of work. One way or another I'll probably have a hangover!,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,774,i think i will take nov 4th off of work. one way or another i will probably have a hangover!,elections2020,3
5075,"Trying to reconcile the ""Democrats disappoint"" narrative with the fact that <user> captured more votes than any presidential candidate in a century.  Unfortunately <user> also garnered historic turnout from Republicans.  Is 2020 just another aberration for the GOP?",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,425,"trying to reconcile the ""democrats disappoint"" narrative with the fact that captured more votes than any presidential candidate in a century. unfortunately also garnered historic turnout from republicans. is 2020 just another aberration for the gop?",elections2020,3
5075,"Trying to reconcile the ""Democrats disappoint"" narrative with the fact that <user> captured more votes than any presidential candidate in a century.  Unfortunately <user> also garnered historic turnout from Republicans.  Is 2020 just another aberration for the GOP?",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,188,"trying to reconcile the ""democrats disappoint"" narrative with the fact that captured more votes than any presidential candidate in a century. unfortunately also garnered historic turnout from republicans. is 2020 just another aberration for the gop?",elections2020,3
5075,"Trying to reconcile the ""Democrats disappoint"" narrative with the fact that <user> captured more votes than any presidential candidate in a century.  Unfortunately <user> also garnered historic turnout from Republicans.  Is 2020 just another aberration for the GOP?",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,212,"trying to reconcile the ""democrats disappoint"" narrative with the fact that captured more votes than any presidential candidate in a century. unfortunately also garnered historic turnout from republicans. is 2020 just another aberration for the gop?",elections2020,3
5075,"Trying to reconcile the ""Democrats disappoint"" narrative with the fact that <user> captured more votes than any presidential candidate in a century.  Unfortunately <user> also garnered historic turnout from Republicans.  Is 2020 just another aberration for the GOP?",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,144,"trying to reconcile the ""democrats disappoint"" narrative with the fact that captured more votes than any presidential candidate in a century. unfortunately also garnered historic turnout from republicans. is 2020 just another aberration for the gop?",elections2020,3
5076,<user> continues to show his true colors #Elections2020 #Trump #BidenHarris2020 <url>,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,425,continues to show his true colors #elections2020 #trump #bidenharris2020,elections2020,3
5076,<user> continues to show his true colors #Elections2020 #Trump #BidenHarris2020 <url>,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,212,continues to show his true colors #elections2020 #trump #bidenharris2020,elections2020,3
5079,<user> <user> <user> <user> Your Socialist team is going to lose..,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,238,your socialist team is going to lose..,elections2020,3
5079,<user> <user> <user> <user> Your Socialist team is going to lose..,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,345,your socialist team is going to lose..,elections2020,3
5079,<user> <user> <user> <user> Your Socialist team is going to lose..,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,310,your socialist team is going to lose..,elections2020,3
5080,When does the police aim at the heart of a 17-years-old Syrian man during a warning shot? This is murder in plain sight. A young Syrian boy was shot dead by the Turkish police for violation of the Covid-19 #quarantine. 😢,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,1,811,when does the police aim at the heart of a 17-years-old syrian man during a warning shot? this is murder in plain sight. a young syrian boy was shot dead by the turkish police for violation of the covid-19 #quarantine. :crying_face:,covid-19,3
5081,"<user> <user> <user> You have a one-sided Moderator, that definitely leans to the Democrats.",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,334,"you have a one-sided moderator, that definitely leans to the democrats.",elections2020,3
5081,"<user> <user> <user> You have a one-sided Moderator, that definitely leans to the Democrats.",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,747,"you have a one-sided moderator, that definitely leans to the democrats.",elections2020,3
5081,"<user> <user> <user> You have a one-sided Moderator, that definitely leans to the Democrats.",offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,760,"you have a one-sided moderator, that definitely leans to the democrats.",elections2020,3
5083,White men ignorants are voting for #trump the rest are voting for <user>,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,58,white men ignorants are voting for #trump the rest are voting for,elections2020,3
5083,White men ignorants are voting for #trump the rest are voting for <user>,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,730,white men ignorants are voting for #trump the rest are voting for,elections2020,3
5084,MAKE CYRUS THE GREAT   GREAT AGAIN <url>,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,334,make cyrus the great great again,elections2020,3
5084,MAKE CYRUS THE GREAT   GREAT AGAIN <url>,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,238,make cyrus the great great again,elections2020,3
5084,MAKE CYRUS THE GREAT   GREAT AGAIN <url>,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,721,make cyrus the great great again,elections2020,3
5084,MAKE CYRUS THE GREAT   GREAT AGAIN <url>,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,573,make cyrus the great great again,elections2020,3
5086,News Roundup Today – 5th March 2020  -20-year-old boy stabs friend to death in Nyong and Nkelle -Supected Boko Haram militants kill chief of Moxogo in the Far North -Public Health Minister says Cameroon is ready to tackle coronavirus threats <url>,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,0,220,news roundup today – 5th march 2020 -20-year-old boy stabs friend to death in nyong and nkelle -supected boko haram militants kill chief of moxogo in the far north -public health minister says cameroon is ready to tackle coronavirus threats,covid-19,3
5086,News Roundup Today – 5th March 2020  -20-year-old boy stabs friend to death in Nyong and Nkelle -Supected Boko Haram militants kill chief of Moxogo in the Far North -Public Health Minister says Cameroon is ready to tackle coronavirus threats <url>,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,1,763,news roundup today – 5th march 2020 -20-year-old boy stabs friend to death in nyong and nkelle -supected boko haram militants kill chief of moxogo in the far north -public health minister says cameroon is ready to tackle coronavirus threats,covid-19,3
5087,<user> <user> AIMS???!🥴,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,266,aims???!:woozy_face:,elections2020,3
5087,<user> <user> AIMS???!🥴,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,104,aims???!:woozy_face:,elections2020,3
5087,<user> <user> AIMS???!🥴,offensiveness detection,5,en,0,train,1.0,0.0,Elections2020,0,730,aims???!:woozy_face:,elections2020,3
5088,I just KNOW I’m only hating my major rn cuz of covid 😔. Cuz I been wanting to do this all my life but damnnnnnn,offensiveness detection,5,en,0,train,1.0,0.0,Covid-19,0,811,i just know i am only hating my major right now cuz of covid :pensive_face:. cuz i been wanting to do this all my life but damnnnnnn,covid-19,3
5090,<user> <user> <user> Good. People need to tell Trump to shut up more often.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,811,good. people need to tell trump to shut up more often.,elections2020,3
5090,<user> <user> <user> Good. People need to tell Trump to shut up more often.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,118,good. people need to tell trump to shut up more often.,elections2020,3
5090,<user> <user> <user> Good. People need to tell Trump to shut up more often.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,518,good. people need to tell trump to shut up more often.,elections2020,3
