instance_id,text,annotation task,number of annotations,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain,offensiveness,user_id,cleaned_text,cleaned_domain,community,text_with_domain,predicted_label,true_label,cross_entropy
8976,"<user> Shame on you Joe ""twitter"" staff.",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,425,"shame on you joe ""twitter"" staff.",elections2020,3,"elections2020 shame on you joe ""twitter"" staff.",0,1,1.9164103269577026
8977,<user> The liar lies again. That’s all he does,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,186,the liar lies again. that is all he does,elections2020,3,elections2020 the liar lies again. that is all he does,0,1,1.1433658599853516
9015,<user> <user> More lies! #ChinaJoe,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,699,more lies! #chinajoe,elections2020,3,elections2020 more lies! #chinajoe,0,1,1.6894136667251587
9015,<user> <user> More lies! #ChinaJoe,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,60,more lies! #chinajoe,elections2020,3,elections2020 more lies! #chinajoe,0,1,1.6894136667251587
9027,<user> <user> <user> <user> <user> <user> God help you looking at him  I will be surprised if he knows the difference between White Castel Buggers V the Whitehouse.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,377,god help you looking at him i will be surprised if he knows the difference between white castel buggers v the whitehouse.,elections2020,3,elections2020 god help you looking at him i will be surprised if he knows the difference between white castel buggers v the whitehouse.,1,0,0.8720714449882507
9054,<user> This man couldn’t pass 4th grade science and you are hedging your bets on this senile fart?,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,0,144,this man could not pass 4th grade science and you are hedging your bets on this senile fart?,elections2020,3,elections2020 this man could not pass 4th grade science and you are hedging your bets on this senile fart?,1,0,1.5086169242858887
9075,"<user> <user> With the obvious volume of illegal ballots ""found"" while we all slept those states will not be final for several days. How’s Ed Buck?",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,345,"with the obvious volume of illegal ballots ""found"" while we all slept those states will not be final for several days. how is ed buck?",elections2020,3,"elections2020 with the obvious volume of illegal ballots ""found"" while we all slept those states will not be final for several days. how is ed buck?",0,1,2.1386520862579346
9078,What are you going to do when they disband the police in your city and replace them with your neighbor or the thugs that just looted the city and made the police and national guard kneel down to them?  <url>,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,616,what are you going to do when they disband the police in your city and replace them with your neighbor or the thugs that just looted the city and made the police and national guard kneel down to them?,blm,3,blm what are you going to do when they disband the police in your city and replace them with your neighbor or the thugs that just looted the city and made the police and national guard kneel down to them?,0,1,1.097954273223877
9084,"<user> <user> Vader was a bad, very bad disciple",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,332,"vader was a bad, very bad disciple",elections2020,3,"elections2020 vader was a bad, very bad disciple",0,1,1.0608690977096558
9100,...I say again. You CANNOT support <user> and claim to be a patriot. The two are absolutely at odds. Anyone who claims otherwise does not know a damn thing about this country. You can't love what you don't understand.  #TRAITOR #TR45SON #BidenHarris2020 #Biden <user>,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,425,...i say again. you cannot support and claim to be a patriot. the two are absolutely at odds. anyone who claims otherwise does not know a damn thing about this country. you cannot love what you do not understand. #traitor #tr45son #bidenharris2020 #biden,elections2020,3,elections2020 ...i say again. you cannot support and claim to be a patriot. the two are absolutely at odds. anyone who claims otherwise does not know a damn thing about this country. you cannot love what you do not understand. #traitor #tr45son #bidenharris2020 #biden,0,1,0.9616332650184631
9100,...I say again. You CANNOT support <user> and claim to be a patriot. The two are absolutely at odds. Anyone who claims otherwise does not know a damn thing about this country. You can't love what you don't understand.  #TRAITOR #TR45SON #BidenHarris2020 #Biden <user>,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,285,...i say again. you cannot support and claim to be a patriot. the two are absolutely at odds. anyone who claims otherwise does not know a damn thing about this country. you cannot love what you do not understand. #traitor #tr45son #bidenharris2020 #biden,elections2020,3,elections2020 ...i say again. you cannot support and claim to be a patriot. the two are absolutely at odds. anyone who claims otherwise does not know a damn thing about this country. you cannot love what you do not understand. #traitor #tr45son #bidenharris2020 #biden,0,1,0.9616332650184631
9100,...I say again. You CANNOT support <user> and claim to be a patriot. The two are absolutely at odds. Anyone who claims otherwise does not know a damn thing about this country. You can't love what you don't understand.  #TRAITOR #TR45SON #BidenHarris2020 #Biden <user>,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,379,...i say again. you cannot support and claim to be a patriot. the two are absolutely at odds. anyone who claims otherwise does not know a damn thing about this country. you cannot love what you do not understand. #traitor #tr45son #bidenharris2020 #biden,elections2020,3,elections2020 ...i say again. you cannot support and claim to be a patriot. the two are absolutely at odds. anyone who claims otherwise does not know a damn thing about this country. you cannot love what you do not understand. #traitor #tr45son #bidenharris2020 #biden,0,1,0.9616332650184631
9118,<user> <user> <user> They either have not yet lost anyone personally or they are drinking the same water of river Lethe all his followers must be drinking.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,596,they either have not yet lost anyone personally or they are drinking the same water of river lethe all his followers must be drinking.,elections2020,3,elections2020 they either have not yet lost anyone personally or they are drinking the same water of river lethe all his followers must be drinking.,0,1,1.8184033632278442
9152,mmm maybe make this more about the fact that people are paying for fake negative results to go back to work so they can pay their bills and have food on the table and less about people paying for fake negative results to just fuck around....,offensiveness detection,5,en,1,train,0.0,1.0,Covid-19,1,811,mmm maybe make this more about the fact that people are paying for fake negative results to go back to work so they can pay their bills and have food on the table and less about people paying for fake negative results to just fuck around....,covid-19,3,covid-19 mmm maybe make this more about the fact that people are paying for fake negative results to go back to work so they can pay their bills and have food on the table and less about people paying for fake negative results to just fuck around....,0,1,0.8176655769348145
9178,<user> <user> <user> No but the overall intelligence of your country is in serious trouble. Holy shit.,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,64,no but the overall intelligence of your country is in serious trouble. holy shit.,elections2020,3,elections2020 no but the overall intelligence of your country is in serious trouble. holy shit.,0,1,0.8961600661277771
9178,<user> <user> <user> No but the overall intelligence of your country is in serious trouble. Holy shit.,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,88,no but the overall intelligence of your country is in serious trouble. holy shit.,elections2020,3,elections2020 no but the overall intelligence of your country is in serious trouble. holy shit.,0,1,0.8961600661277771
9178,<user> <user> <user> No but the overall intelligence of your country is in serious trouble. Holy shit.,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,379,no but the overall intelligence of your country is in serious trouble. holy shit.,elections2020,3,elections2020 no but the overall intelligence of your country is in serious trouble. holy shit.,0,1,0.8961600661277771
9178,<user> <user> <user> No but the overall intelligence of your country is in serious trouble. Holy shit.,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,713,no but the overall intelligence of your country is in serious trouble. holy shit.,elections2020,3,elections2020 no but the overall intelligence of your country is in serious trouble. holy shit.,0,1,0.8961600661277771
9187,<user> horrible,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,633,horrible,elections2020,3,elections2020 horrible,0,1,2.129868507385254
9200,People of Twitter... DO YOUR THING!  Send fake emails to this. Clog the phone lines.   #kpop #trump #BlackLivesMatter <url>,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,379,people of twitter... do your thing! send fake emails to this. clog the phone lines. #kpop #trump #blacklivesmatter,blm,3,blm people of twitter... do your thing! send fake emails to this. clog the phone lines. #kpop #trump #blacklivesmatter,0,1,1.6143466234207153
9210,"Wait... you wish a lying traitor, a genocide participant well??? <url>",offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,763,"wait... you wish a lying traitor, a genocide participant well???",covid-19,3,"covid-19 wait... you wish a lying traitor, a genocide participant well???",0,1,0.9785113334655762
9211,"47 years Later, NOTHING HAS CHANGED!! #DrainTheSwamp <user> #MAGA ARE WE SURPRISED? HE IS NOT THE ONLY CROOK IN DC!! #FISAABUSE #ObamaBidenGate #DirtyDossier TYRANNY AND CHAOS!! <url>",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,769,"47 years later, nothing has changed!! #draintheswamp #maga are we surprised? he is not the only crook in dc!! #fisaabuse #obamabidengate #dirtydossier tyranny and chaos!!",elections2020,3,"elections2020 47 years later, nothing has changed!! #draintheswamp #maga are we surprised? he is not the only crook in dc!! #fisaabuse #obamabidengate #dirtydossier tyranny and chaos!!",0,1,0.7280372381210327
9250,<user> <user> You suck ass. Seriously anybody who likes her why because she wears Timberlin’s or sneakers?  So does a thug down the street who can’t read,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,0,510,you suck ass. seriously anybody who likes her why because she wears timberlin’s or sneakers? so does a thug down the street who cannot read,elections2020,3,elections2020 you suck ass. seriously anybody who likes her why because she wears timberlin’s or sneakers? so does a thug down the street who cannot read,1,0,2.1432931423187256
9286,Communist Dictator wannabe <user>,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,53,communist dictator wannabe,elections2020,3,elections2020 communist dictator wannabe,1,0,0.8126755356788635
9286,Communist Dictator wannabe <user>,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,420,communist dictator wannabe,elections2020,3,elections2020 communist dictator wannabe,1,0,0.8126755356788635
9299,"<user> <user> Trump has no command of himself, no self-control, he couldn’t let his opponent speak, which America deserves. He spit out slurs, nonsense, lies about the economy he inherited, about jobs, his response to Covid, lies about Joe. He doesn’t belong in office, the tax cheat he is.",offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,379,"trump has no command of himself, no self-control, he could not let his opponent speak, which america deserves. he spit out slurs, nonsense, lies about the economy he inherited, about jobs, his response to covid, lies about joe. he does not belong in office, the tax cheat he is.",elections2020,3,"elections2020 trump has no command of himself, no self-control, he could not let his opponent speak, which america deserves. he spit out slurs, nonsense, lies about the economy he inherited, about jobs, his response to covid, lies about joe. he does not belong in office, the tax cheat he is.",0,1,0.9443941116333008
9301,<user> <user> <user> <user> Hell ya...my dog left the room in disgust last night! He was more like a cat in heat!,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,713,hell ya...my dog left the room in disgust last night! he was more like a cat in heat!,elections2020,3,elections2020 hell ya...my dog left the room in disgust last night! he was more like a cat in heat!,1,0,0.6986061930656433
9302,HALT THE SACTIMONY  spectators LOVED seeing this boxing match between infantile petulant orange face RACIST SERVANT OF MAMMON Donut Trump &amp; the very dignified <user> who gave Trump a taste of his own medicine at times. <user> <user> <user> <user> <user>,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,188,halt the sactimony spectators loved seeing this boxing match between infantile petulant orange face racist servant of mammon donut trump & the very dignified who gave trump a taste of his own medicine at times.,elections2020,3,elections2020 halt the sactimony spectators loved seeing this boxing match between infantile petulant orange face racist servant of mammon donut trump & the very dignified who gave trump a taste of his own medicine at times.,1,0,1.3821134567260742
9302,HALT THE SACTIMONY  spectators LOVED seeing this boxing match between infantile petulant orange face RACIST SERVANT OF MAMMON Donut Trump &amp; the very dignified <user> who gave Trump a taste of his own medicine at times. <user> <user> <user> <user> <user>,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,573,halt the sactimony spectators loved seeing this boxing match between infantile petulant orange face racist servant of mammon donut trump & the very dignified who gave trump a taste of his own medicine at times.,elections2020,3,elections2020 halt the sactimony spectators loved seeing this boxing match between infantile petulant orange face racist servant of mammon donut trump & the very dignified who gave trump a taste of his own medicine at times.,1,0,1.3821134567260742
9311,"<user> <user> <user> <user> Appearing to claim America’s cities have been besieged by ""right-wing extremists’ instead of Antifa and BLM?  Defending CRT?   Repeating the Charlottesville lie?  Refusing to ask Biden if he disavowed Antifa?  Wallace phrased EVERY question to attack Trump and protect Biden.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,596,"appearing to claim america’s cities have been besieged by ""right-wing extremists’ instead of antifa and blm? defending crt? repeating the charlottesville lie? refusing to ask biden if he disavowed antifa? wallace phrased every question to attack trump and protect biden.",elections2020,3,"elections2020 appearing to claim america’s cities have been besieged by ""right-wing extremists’ instead of antifa and blm? defending crt? repeating the charlottesville lie? refusing to ask biden if he disavowed antifa? wallace phrased every question to attack trump and protect biden.",0,1,1.6276425123214722
9311,"<user> <user> <user> <user> Appearing to claim America’s cities have been besieged by ""right-wing extremists’ instead of Antifa and BLM?  Defending CRT?   Repeating the Charlottesville lie?  Refusing to ask Biden if he disavowed Antifa?  Wallace phrased EVERY question to attack Trump and protect Biden.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,1,400,"appearing to claim america’s cities have been besieged by ""right-wing extremists’ instead of antifa and blm? defending crt? repeating the charlottesville lie? refusing to ask biden if he disavowed antifa? wallace phrased every question to attack trump and protect biden.",elections2020,3,"elections2020 appearing to claim america’s cities have been besieged by ""right-wing extremists’ instead of antifa and blm? defending crt? repeating the charlottesville lie? refusing to ask biden if he disavowed antifa? wallace phrased every question to attack trump and protect biden.",0,1,1.6276425123214722
9329,<user> Wait wait wait your BLM and ANTIFA goons are the violent ones. Just like impeachment where you where crooked one in Ukraine you’re projecting on Trump what your party does.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,721,wait wait wait your blm and antifa goons are the violent ones. just like impeachment where you where crooked one in ukraine you are projecting on trump what your party does.,elections2020,3,elections2020 wait wait wait your blm and antifa goons are the violent ones. just like impeachment where you where crooked one in ukraine you are projecting on trump what your party does.,1,0,1.1462063789367676
9337,<user> Shut up old man!,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,188,shut up old man!,elections2020,3,elections2020 shut up old man!,1,0,1.031479835510254
9337,<user> Shut up old man!,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,721,shut up old man!,elections2020,3,elections2020 shut up old man!,1,0,1.031479835510254
9371,<user> <user> <user> <user> <user> this is how you handle racist bullies in TX!,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,334,this is how you handle racist bullies in tx!,elections2020,3,elections2020 this is how you handle racist bullies in tx!,0,1,0.8370177745819092
9377,"<user> <user> Keep calm and vote Democrat.  Well, your democracy did just die, but keep fighting.",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,730,"keep calm and vote democrat. well, your democracy did just die, but keep fighting.",elections2020,3,"elections2020 keep calm and vote democrat. well, your democracy did just die, but keep fighting.",0,1,2.051694631576538
9377,"<user> <user> Keep calm and vote Democrat.  Well, your democracy did just die, but keep fighting.",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,596,"keep calm and vote democrat. well, your democracy did just die, but keep fighting.",elections2020,3,"elections2020 keep calm and vote democrat. well, your democracy did just die, but keep fighting.",0,1,2.051694631576538
9387,<user> Count every LEGAL vote. You see the sheep here don’t understand what you &amp; your corrupt pals are trying to do because you have kept them from thinking did themselves... but you are cheating &amp; you are being exposed. You lose.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,134,count every legal vote. you see the sheep here do not understand what you & your corrupt pals are trying to do because you have kept them from thinking did themselves... but you are cheating & you are being exposed. you lose.,elections2020,3,elections2020 count every legal vote. you see the sheep here do not understand what you & your corrupt pals are trying to do because you have kept them from thinking did themselves... but you are cheating & you are being exposed. you lose.,1,0,1.0738922357559204
9387,<user> Count every LEGAL vote. You see the sheep here don’t understand what you &amp; your corrupt pals are trying to do because you have kept them from thinking did themselves... but you are cheating &amp; you are being exposed. You lose.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,730,count every legal vote. you see the sheep here do not understand what you & your corrupt pals are trying to do because you have kept them from thinking did themselves... but you are cheating & you are being exposed. you lose.,elections2020,3,elections2020 count every legal vote. you see the sheep here do not understand what you & your corrupt pals are trying to do because you have kept them from thinking did themselves... but you are cheating & you are being exposed. you lose.,1,0,1.0738922357559204
9397,"trump can dole out any bullshit elixir he wants, it will just cause more pain and suffering. and it won’t get him re-elected! #covid19",offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,266,"trump can dole out any bullshit elixir he wants, it will just because more pain and suffering. and it will not get him re-elected! #covid19",covid-19,3,"covid-19 trump can dole out any bullshit elixir he wants, it will just because more pain and suffering. and it will not get him re-elected! #covid19",0,1,0.9661681652069092
9404,<user> but are those not pants? how do fart molecules correlate to COVID molecules?,offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,1,64,but are those not pants? how do fart molecules correlate to covid molecules?,covid-19,3,covid-19 but are those not pants? how do fart molecules correlate to covid molecules?,0,1,1.616478443145752
9408,"<user> <user> <user> <user> <user> You are a fascist radical just like <user> and the DEMO rats that will turn their eyes to going back to endless wars for no reason, the <user> has kept nearly ever promise and America was prospering like it never had, that was before the Pandemic hit the states! #LyingJoeBiden",offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,0,53,"you are a fascist radical just like and the demo rats that will turn their eyes to going back to endless wars for no reason, the has kept nearly ever promise and america was prospering like it never had, that was before the pandemic hit the states! #lyingjoebiden",elections2020,3,"elections2020 you are a fascist radical just like and the demo rats that will turn their eyes to going back to endless wars for no reason, the has kept nearly ever promise and america was prospering like it never had, that was before the pandemic hit the states! #lyingjoebiden",1,0,1.4052236080169678
9417,"Projection, projection, projection. 😅 Honestly, if it wasn't so serious, this guy would be HILARIOUS. 🤦🤷😂 #TrumpHatesAmerica #TrumpHatesWomen #TrumpHatesOurMilitary #TrumpLies #TrumpIsNotWell #TrumpMeltdown #VoteHimOut2020",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,55,"projection, projection, projection. :grinning_face_with_sweat: honestly, if it was not so serious, this guy would be hilarious. :person_facepalming::person_shrugging::face_with_tears_of_joy: #trumphatesamerica #trumphateswomen #trumphatesourmilitary #trumplies #trumpisnotwell #trumpmeltdown #votehimout2020",elections2020,3,"elections2020 projection, projection, projection. :grinning_face_with_sweat: honestly, if it was not so serious, this guy would be hilarious. :person_facepalming::person_shrugging::face_with_tears_of_joy: #trumphatesamerica #trumphateswomen #trumphatesourmilitary #trumplies #trumpisnotwell #trumpmeltdown #votehimout2020",0,1,1.5594923496246338
9417,"Projection, projection, projection. 😅 Honestly, if it wasn't so serious, this guy would be HILARIOUS. 🤦🤷😂 #TrumpHatesAmerica #TrumpHatesWomen #TrumpHatesOurMilitary #TrumpLies #TrumpIsNotWell #TrumpMeltdown #VoteHimOut2020",offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,379,"projection, projection, projection. :grinning_face_with_sweat: honestly, if it was not so serious, this guy would be hilarious. :person_facepalming::person_shrugging::face_with_tears_of_joy: #trumphatesamerica #trumphateswomen #trumphatesourmilitary #trumplies #trumpisnotwell #trumpmeltdown #votehimout2020",elections2020,3,"elections2020 projection, projection, projection. :grinning_face_with_sweat: honestly, if it was not so serious, this guy would be hilarious. :person_facepalming::person_shrugging::face_with_tears_of_joy: #trumphatesamerica #trumphateswomen #trumphatesourmilitary #trumplies #trumpisnotwell #trumpmeltdown #votehimout2020",0,1,1.5594923496246338
9421,"<user> <user> <user> <user> You’re white &amp; no matter how good your intentions are or how much empathy you have there will be some that are stupid &amp; ungrateful AF like this clown. Forever oppressed, it’s like breathing to the clowns.",offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,0,118,"you are white & no matter how good your intentions are or how much empathy you have there will be some that are stupid & ungrateful af like this clown. forever oppressed, it is like breathing to the clowns.",elections2020,3,"elections2020 you are white & no matter how good your intentions are or how much empathy you have there will be some that are stupid & ungrateful af like this clown. forever oppressed, it is like breathing to the clowns.",1,0,1.062942385673523
9432,"<user> why are we rushing into the seasons where it will be too cold to go outside, when we know goddamn well covid will still be here",offensiveness detection,5,en,0,train,0.8,0.2,Covid-19,0,169,"why are we rushing into the seasons where it will be too cold to go outside, when we know goddamn well covid will still be here",covid-19,3,"covid-19 why are we rushing into the seasons where it will be too cold to go outside, when we know goddamn well covid will still be here",1,0,0.7879955172538757
9437,You didn’t know that driving your car into people and killing them is now considered patriotic?,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,811,you did not know that driving your car into people and killing them is now considered patriotic?,covid-19,3,covid-19 you did not know that driving your car into people and killing them is now considered patriotic?,0,1,1.3819782733917236
9437,You didn’t know that driving your car into people and killing them is now considered patriotic?,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,402,you did not know that driving your car into people and killing them is now considered patriotic?,covid-19,3,covid-19 you did not know that driving your car into people and killing them is now considered patriotic?,0,1,1.3819782733917236
9451,<user> <user> <user> <user> <user> Seriously???? My gosh those emails and perverted photos just magically appeared right?,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,400,seriously???? my gosh those emails and perverted photos just magically appeared right?,elections2020,3,elections2020 seriously???? my gosh those emails and perverted photos just magically appeared right?,0,1,0.7688807249069214
9489,<user> <user> <user> Michael  the dimWit,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,747,michael the dimwit,elections2020,3,elections2020 michael the dimwit,0,1,1.7464592456817627
9489,<user> <user> <user> Michael  the dimWit,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,697,michael the dimwit,elections2020,3,elections2020 michael the dimwit,0,1,1.7464592456817627
9489,<user> <user> <user> Michael  the dimWit,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,601,michael the dimwit,elections2020,3,elections2020 michael the dimwit,0,1,1.7464592456817627
9494,<user> You are a sweaty disgrace. What a bully. Thank you for your class <user> .,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,415,you are a sweaty disgrace. what a bully. thank you for your class .,elections2020,3,elections2020 you are a sweaty disgrace. what a bully. thank you for your class .,1,0,0.8979223966598511
9494,<user> You are a sweaty disgrace. What a bully. Thank you for your class <user> .,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,21,you are a sweaty disgrace. what a bully. thank you for your class .,elections2020,3,elections2020 you are a sweaty disgrace. what a bully. thank you for your class .,1,0,0.8979223966598511
9513,"<user> <user> <user> I hope you aren't in the pocket of Soros like your counterpart, Chris Wallace.  Chris Wallace did a great job of rescuing Sleepy Joe several times when ole Joe was floundering.  It was a shit show, and Wallace really showed his cards last night.  Send him over to CNN.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,53,"i hope you are not in the pocket of soros like your counterpart, chris wallace. chris wallace did a great job of rescuing sleepy joe several times when ole joe was floundering. it was a shit show, and wallace really showed his cards last night. send him over to cnn.",elections2020,3,"elections2020 i hope you are not in the pocket of soros like your counterpart, chris wallace. chris wallace did a great job of rescuing sleepy joe several times when ole joe was floundering. it was a shit show, and wallace really showed his cards last night. send him over to cnn.",1,0,0.9034728407859802
9513,"<user> <user> <user> I hope you aren't in the pocket of Soros like your counterpart, Chris Wallace.  Chris Wallace did a great job of rescuing Sleepy Joe several times when ole Joe was floundering.  It was a shit show, and Wallace really showed his cards last night.  Send him over to CNN.",offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,777,"i hope you are not in the pocket of soros like your counterpart, chris wallace. chris wallace did a great job of rescuing sleepy joe several times when ole joe was floundering. it was a shit show, and wallace really showed his cards last night. send him over to cnn.",elections2020,3,"elections2020 i hope you are not in the pocket of soros like your counterpart, chris wallace. chris wallace did a great job of rescuing sleepy joe several times when ole joe was floundering. it was a shit show, and wallace really showed his cards last night. send him over to cnn.",1,0,0.9034728407859802
9531,<user> <user> They better keep those Sharpies out of Trump's hands or he'll be fudging some numbers.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,747,they better keep those sharpies out of trump's hands or he will be fudging some numbers.,elections2020,3,elections2020 they better keep those sharpies out of trump's hands or he will be fudging some numbers.,0,1,1.2010843753814697
9531,<user> <user> They better keep those Sharpies out of Trump's hands or he'll be fudging some numbers.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,60,they better keep those sharpies out of trump's hands or he will be fudging some numbers.,elections2020,3,elections2020 they better keep those sharpies out of trump's hands or he will be fudging some numbers.,0,1,1.2010843753814697
9539,Nigga dancing like he get a pebble in his shoe,offensiveness detection,5,en,1,train,0.2,0.8,BLM,0,616,nigga dancing like he get a pebble in his shoe,blm,3,blm nigga dancing like he get a pebble in his shoe,1,0,0.9440658688545227
9540,<user> I’m loooing forward to never hearing your ridiculous laugh ever again.,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,0,591,i am loooing forward to never hearing your ridiculous laugh ever again.,elections2020,3,elections2020 i am loooing forward to never hearing your ridiculous laugh ever again.,1,0,1.0610533952713013
9542,<user> <user> You are going to Prison Joe! <url>,offensiveness detection,5,en,0,train,0.6,0.4,Elections2020,1,118,you are going to prison joe!,elections2020,3,elections2020 you are going to prison joe!,0,1,1.2175971269607544
9550,<user> <user> <user> Oh good lood. I saw him offering to help a black lady with an injury. Did I not. That makes Kyle a very poor white supremacist indeed.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,616,oh good lood. i saw him offering to help a black lady with an injury. did i not. that makes kyle a very poor white supremacist indeed.,elections2020,3,elections2020 oh good lood. i saw him offering to help a black lady with an injury. did i not. that makes kyle a very poor white supremacist indeed.,1,0,0.6975983381271362
9556,<user> <user> Think how big if the Postal Service had delivered all the ballots,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,417,think how big if the postal service had delivered all the ballots,elections2020,3,elections2020 think how big if the postal service had delivered all the ballots,0,1,2.385770082473755
9564,<user> <user> <user> his son is a crackhead who got 10 for being a good boy lol,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,0,760,his son is a crackhead who got 10 for being a good boy lol,elections2020,3,elections2020 his son is a crackhead who got 10 for being a good boy lol,1,0,1.1280897855758667
9582,<user> <user> <user> <user> Riiigghhtttt  <url>,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,1,58,riiigghhtttt,elections2020,3,elections2020 riiigghhtttt,0,1,2.304717540740967
9608,<user> kills Floridians!,offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,1,266,kills floridians!,covid-19,3,covid-19 kills floridians!,0,1,1.0647870302200317
9609,<user> Your future is behind bars,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,400,your future is behind bars,elections2020,3,elections2020 your future is behind bars,0,1,2.0127925872802734
9609,<user> Your future is behind bars,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,613,your future is behind bars,elections2020,3,elections2020 your future is behind bars,0,1,2.0127925872802734
9609,<user> Your future is behind bars,offensiveness detection,5,en,1,train,0.2,0.8,Elections2020,1,697,your future is behind bars,elections2020,3,elections2020 your future is behind bars,0,1,2.0127925872802734
9625,#Elections2020 be like: why you all want a comatose corps with pedophile tendencies for president? Asking for a friend.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,763,#elections2020 be like: why you all want a comatose corps with pedophile tendencies for president? asking for a friend.,elections2020,3,elections2020 #elections2020 be like: why you all want a comatose corps with pedophile tendencies for president? asking for a friend.,1,0,0.7660585045814514
9625,#Elections2020 be like: why you all want a comatose corps with pedophile tendencies for president? Asking for a friend.,offensiveness detection,5,en,1,train,0.4,0.6,Elections2020,0,774,#elections2020 be like: why you all want a comatose corps with pedophile tendencies for president? asking for a friend.,elections2020,3,elections2020 #elections2020 be like: why you all want a comatose corps with pedophile tendencies for president? asking for a friend.,1,0,0.7660585045814514
9631,The police got dylann roof Burger King after his arrest for murdering people in a church but they killed George Floyd over 20 funky ass dollars #makeitmakesense,offensiveness detection,5,en,0,train,0.6,0.4,BLM,0,616,the police got dylann roof burger king after his arrest for murdering people in a church but they killed george floyd over 20 funky ass dollars #makeitmakesense,blm,3,blm the police got dylann roof burger king after his arrest for murdering people in a church but they killed george floyd over 20 funky ass dollars #makeitmakesense,1,0,1.215334177017212
