instance_id,text,annotation task,number of annotations,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain,offensiveness,user_id,cleaned_text,cleaned_domain,community,text_with_domain,predicted_label,true_label,cross_entropy
4919,"<user> This is a #lie and right now there are 211,406 #TrumpVirus dead and 7.4 MILLION infected BECAUSE for two vital months <user> #failed to plan or prepare for this pandemic instead #Trump helped SPREAD what he knew was a killer #COVID19",offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,1,423,"this is a #lie and right now there are 211,406 #trumpvirus dead and 7.4 million infected because for two vital months #failed to plan or prepare for this pandemic instead #trump helped spread what he knew was a killer #covid19",covid-19,0,"covid-19 this is a #lie and right now there are 211,406 #trumpvirus dead and 7.4 million infected because for two vital months #failed to plan or prepare for this pandemic instead #trump helped spread what he knew was a killer #covid19",0,1,2.5545005798339844
4926,"<user> #Trump on Twitter, watching TV or Golfing. When does he work?  #COVID19 US #1:  1.4 Million cases 90,000+ deaths 30+ Million unemployed   #MAGA #MoronsAreGoverningAmerica   #Cheeto45  #LiarInChief  #COVIDIDIOT #VoteForYourLife <url>",offensiveness detection,5,en,0,train,0.6,0.4,Covid-19,1,582,"#trump on twitter, watching tv or golfing. when does he work? #covid19 us #1: 1.4 million cases 90,000+ deaths 30+ million unemployed #maga #moronsaregoverningamerica #cheeto45 #liarinchief #covididiot #voteforyourlife",covid-19,0,"covid-19 #trump on twitter, watching tv or golfing. when does he work? #covid19 us #1: 1.4 million cases 90,000+ deaths 30+ million unemployed #maga #moronsaregoverningamerica #cheeto45 #liarinchief #covididiot #voteforyourlife",0,1,2.123295783996582
4931,For those of you in charge of taking down the statues you are all cowards following that sheepishly Pack..,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,274,for those of you in charge of taking down the statues you are all cowards following that sheepishly pack..,blm,0,blm for those of you in charge of taking down the statues you are all cowards following that sheepishly pack..,0,1,1.2114046812057495
4988,Rasict people are the problem in this world. This will never be put to a stop until people come to the conclusion that the color of your skin doesn’t make you any different. You can’t get through their thick fn skulls bc they are raised to hate. #BlackLivesMatter,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,225,rasict people are the problem in this world. this will never be put to a stop until people come to the conclusion that the color of your skin does not make you any different. you cannot get through their thick fn skulls because they are raised to hate. #blacklivesmatter,blm,0,blm rasict people are the problem in this world. this will never be put to a stop until people come to the conclusion that the color of your skin does not make you any different. you cannot get through their thick fn skulls because they are raised to hate. #blacklivesmatter,0,1,1.936163306236267
4988,Rasict people are the problem in this world. This will never be put to a stop until people come to the conclusion that the color of your skin doesn’t make you any different. You can’t get through their thick fn skulls bc they are raised to hate. #BlackLivesMatter,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,512,rasict people are the problem in this world. this will never be put to a stop until people come to the conclusion that the color of your skin does not make you any different. you cannot get through their thick fn skulls because they are raised to hate. #blacklivesmatter,blm,0,blm rasict people are the problem in this world. this will never be put to a stop until people come to the conclusion that the color of your skin does not make you any different. you cannot get through their thick fn skulls because they are raised to hate. #blacklivesmatter,0,1,1.936163306236267
4998,Mob Kills #TheNewNormal  #BlackLivesMatter,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,740,mob kills #thenewnormal #blacklivesmatter,blm,0,blm mob kills #thenewnormal #blacklivesmatter,0,1,2.4477481842041016
5014,"<user> George Floyd the man that threatened to shoot a pregnant woman while holding the gun to her stomach died which sparked global unrest but when black people die at the hands of their ""brothers"" then it’s swept under the rug.I think this is a vendetta against whites.",offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,443,"george floyd the man that threatened to shoot a pregnant woman while holding the gun to her stomach died which sparked global unrest but when black people die at the hands of their ""brothers"" then it is swept under the rug.i think this is a vendetta against whites.",blm,0,"blm george floyd the man that threatened to shoot a pregnant woman while holding the gun to her stomach died which sparked global unrest but when black people die at the hands of their ""brothers"" then it is swept under the rug.i think this is a vendetta against whites.",0,1,1.5433683395385742
5017,Wow. I mean I know it's Trump but that is fucking crass.  <url>,offensiveness detection,5,en,1,train,0.2,0.8,BLM,0,632,wow. i mean i know it is trump but that is fucking crass.,blm,0,blm wow. i mean i know it is trump but that is fucking crass.,1,0,1.4856712818145752
5024,<user> Instead of the Hyena’s in there now.,offensiveness detection,5,en,0,train,0.8,0.2,Elections2020,0,569,instead of the hyena’s in there now.,elections2020,0,elections2020 instead of the hyena’s in there now.,1,0,0.767258882522583
5062,They turned their back on him and booed him 😂😂🙈 how’s that shitting on your own NYPD to pander to the masses going for ya Bill 😂😂🤣🤣💀💀💀,offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,755,they turned their back on him and booed him :face_with_tears_of_joy::face_with_tears_of_joy::see-no-evil_monkey: how is that shitting on your own nypd to pander to the masses going for ya bill :face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::skull::skull::skull:,blm,0,blm they turned their back on him and booed him :face_with_tears_of_joy::face_with_tears_of_joy::see-no-evil_monkey: how is that shitting on your own nypd to pander to the masses going for ya bill :face_with_tears_of_joy::face_with_tears_of_joy::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::skull::skull::skull:,1,0,0.7947429418563843
5085,Shut up and write better columns.,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,632,shut up and write better columns.,covid-19,0,covid-19 shut up and write better columns.,0,1,1.6306909322738647
5113,Join <user> <user> <user> AND special guest <user> on #BringTheHEAT tomorrow at 4 p.m. PT / 7 p.m. ET! Register here: <url> #BlackLivesMatter #FireAllRacistCops <url>,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,740,join and special guest on #bringtheheat tomorrow at 4 p.m. pt / 7 p.m. et! register here: #blacklivesmatter #fireallracistcops,blm,0,blm join and special guest on #bringtheheat tomorrow at 4 p.m. pt / 7 p.m. et! register here: #blacklivesmatter #fireallracistcops,0,1,3.483750820159912
5119,"<user> TRIGGER WARNING: Guns, violence  Justin Howell got hit in the head by a canister and suffered skull fracture and brain damage as a result.  <url>  <url>",offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,274,"trigger warning: guns, violence justin howell got hit in the head by a canister and suffered skull fracture and brain damage as a result.",blm,0,"blm trigger warning: guns, violence justin howell got hit in the head by a canister and suffered skull fracture and brain damage as a result.",0,1,2.457456350326538
5133,"Ya know, for a guy who was Obama's VP and accuses Trump of being racist...",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,338,"ya know, for a guy who was obama's vp and accuses trump of being racist...",blm,0,"blm ya know, for a guy who was obama's vp and accuses trump of being racist...",0,1,1.0567628145217896
5133,"Ya know, for a guy who was Obama's VP and accuses Trump of being racist...",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,512,"ya know, for a guy who was obama's vp and accuses trump of being racist...",blm,0,"blm ya know, for a guy who was obama's vp and accuses trump of being racist...",0,1,1.0567628145217896
5141,"<user> ""Willing them on"". You're a crazy cat. I am very anti-fascism, very pro the voice of the people, and very pro #blacklivesmatter. Sounds like you're pro keep the slave trader statues. Probably wouldn't have wanted women to vote either, given the events that led to that.",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,800,"""willing them on"". you are a crazy cat. i am very anti-fascism, very pro the voice of the people, and very pro #blacklivesmatter. sounds like you are pro keep the slave trader statues. probably would not have wanted women to vote either, given the events that led to that.",blm,0,"blm ""willing them on"". you are a crazy cat. i am very anti-fascism, very pro the voice of the people, and very pro #blacklivesmatter. sounds like you are pro keep the slave trader statues. probably would not have wanted women to vote either, given the events that led to that.",0,1,0.7019543647766113
5167,The noun is collective. You can lie. You can act like the victim. But your racism ideology is visible now. We have your number. The only true Americans are native Americans #BlackLivesMatter,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,577,the noun is collective. you can lie. you can act like the victim. but your racism ideology is visible now. we have your number. the only true americans are native americans #blacklivesmatter,blm,0,blm the noun is collective. you can lie. you can act like the victim. but your racism ideology is visible now. we have your number. the only true americans are native americans #blacklivesmatter,0,1,1.7027305364608765
5167,The noun is collective. You can lie. You can act like the victim. But your racism ideology is visible now. We have your number. The only true Americans are native Americans #BlackLivesMatter,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,126,the noun is collective. you can lie. you can act like the victim. but your racism ideology is visible now. we have your number. the only true americans are native americans #blacklivesmatter,blm,0,blm the noun is collective. you can lie. you can act like the victim. but your racism ideology is visible now. we have your number. the only true americans are native americans #blacklivesmatter,0,1,1.7027305364608765
5167,The noun is collective. You can lie. You can act like the victim. But your racism ideology is visible now. We have your number. The only true Americans are native Americans #BlackLivesMatter,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,701,the noun is collective. you can lie. you can act like the victim. but your racism ideology is visible now. we have your number. the only true americans are native americans #blacklivesmatter,blm,0,blm the noun is collective. you can lie. you can act like the victim. but your racism ideology is visible now. we have your number. the only true americans are native americans #blacklivesmatter,0,1,1.7027305364608765
5178,This is America!   #BlackLivesMatter   <url>,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,364,this is america! #blacklivesmatter,blm,0,blm this is america! #blacklivesmatter,0,1,3.5077524185180664
5212,<user> Twat!,offensiveness detection,5,en,1,train,0.2,0.8,BLM,0,126,twat!,blm,0,blm twat!,1,0,1.4659876823425293
5226,<user> #BlackLivesMatter because they do!! No one should be punished just because of the color of their skin. I feel we need to demolish the system and keep showing we aren't going to stop until there's real change,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,534,#blacklivesmatter because they do!! no one should be punished just because of the color of their skin. i feel we need to demolish the system and keep showing we are not going to stop until there is real change,blm,0,blm #blacklivesmatter because they do!! no one should be punished just because of the color of their skin. i feel we need to demolish the system and keep showing we are not going to stop until there is real change,0,1,2.6287078857421875
5247,<user> <user> <user> You are absolutely delusional if you think this is just about george floyd this is for Breonna this is for Trayvon this is for Tamir this is for Ahmaud this is for every single Black mother that has to ask herself if their son is coming back home,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,305,you are absolutely delusional if you think this is just about george floyd this is for breonna this is for trayvon this is for tamir this is for ahmaud this is for every single black mother that has to ask herself if their son is coming back home,blm,0,blm you are absolutely delusional if you think this is just about george floyd this is for breonna this is for trayvon this is for tamir this is for ahmaud this is for every single black mother that has to ask herself if their son is coming back home,0,1,1.5168421268463135
5255,HKPF is shit. No heart. Shame on them,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,305,hkpf is shit. no heart. shame on them,blm,0,blm hkpf is shit. no heart. shame on them,0,1,1.1464892625808716
5255,HKPF is shit. No heart. Shame on them,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,306,hkpf is shit. no heart. shame on them,blm,0,blm hkpf is shit. no heart. shame on them,0,1,1.1464892625808716
5255,HKPF is shit. No heart. Shame on them,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,474,hkpf is shit. no heart. shame on them,blm,0,blm hkpf is shit. no heart. shame on them,0,1,1.1464892625808716
5272,For allll you tone deaf people,offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,245,for allll you tone deaf people,blm,0,blm for allll you tone deaf people,1,0,1.3201240301132202
5272,For allll you tone deaf people,offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,29,for allll you tone deaf people,blm,0,blm for allll you tone deaf people,1,0,1.3201240301132202
5280,We need leadership that isn’t about an agenda of political gain but understanding societal pain and doesn’t stoke fires but ignites passion. This shit is unbearable to witness.. we ALL need to come together &amp; elect leaders that speak for the people. #BlackLivesMatter,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,428,we need leadership that is not about an agenda of political gain but understanding societal pain and does not stoke fires but ignites passion. this shit is unbearable to witness.. we all need to come together & elect leaders that speak for the people. #blacklivesmatter,blm,0,blm we need leadership that is not about an agenda of political gain but understanding societal pain and does not stoke fires but ignites passion. this shit is unbearable to witness.. we all need to come together & elect leaders that speak for the people. #blacklivesmatter,0,1,1.4481964111328125
5287,3 years in the office &amp; Trump still blames Obama.   He is a child.,offensiveness detection,5,en,1,train,0.2,0.8,Covid-19,1,141,3 years in the office & trump still blames obama. he is a child.,covid-19,0,covid-19 3 years in the office & trump still blames obama. he is a child.,0,1,2.5920727252960205
5296,"Let's pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park...  Who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful""  50 secret service injured.",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,451,"let us pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park... who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful"" 50 secret service injured.",blm,0,"blm let us pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park... who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful"" 50 secret service injured.",0,1,0.9213011860847473
5296,"Let's pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park...  Who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful""  50 secret service injured.",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,125,"let us pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park... who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful"" 50 secret service injured.",blm,0,"blm let us pretend that those were from when they cleared the park, and not left over from the three days nonstop violent protests that had already been in the park... who gives a shit if they broke up the ""protest"" with tear gas, they were not ""peaceful"" 50 secret service injured.",0,1,0.9213011860847473
5305,<user> you ever hear about this story? He got killed the same way George floyd did <url>,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,305,you ever hear about this story? he got killed the same way george floyd did,blm,0,blm you ever hear about this story? he got killed the same way george floyd did,0,1,2.5340821743011475
5305,<user> you ever hear about this story? He got killed the same way George floyd did <url>,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,701,you ever hear about this story? he got killed the same way george floyd did,blm,0,blm you ever hear about this story? he got killed the same way george floyd did,0,1,2.5340821743011475
5314,BREAKING: <user> is outing #BLACK_LIVES_MATTER as a cult! HE IS 100% CORRECT!,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,474,breaking: is outing #black_lives_matter as a cult! he is 100% correct!,blm,0,blm breaking: is outing #black_lives_matter as a cult! he is 100% correct!,0,1,3.1348493099212646
5314,BREAKING: <user> is outing #BLACK_LIVES_MATTER as a cult! HE IS 100% CORRECT!,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,54,breaking: is outing #black_lives_matter as a cult! he is 100% correct!,blm,0,blm breaking: is outing #black_lives_matter as a cult! he is 100% correct!,0,1,3.1348493099212646
5327,White people dont buy tickets to Anthony Joshuas crap fights #BlackLivesMatter,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,577,white people do not buy tickets to anthony joshuas crap fights #blacklivesmatter,blm,0,blm white people do not buy tickets to anthony joshuas crap fights #blacklivesmatter,0,1,0.8758736848831177
5327,White people dont buy tickets to Anthony Joshuas crap fights #BlackLivesMatter,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,70,white people do not buy tickets to anthony joshuas crap fights #blacklivesmatter,blm,0,blm white people do not buy tickets to anthony joshuas crap fights #blacklivesmatter,0,1,0.8758736848831177
5374,"This is how it’s done America!   WANT TO STOP LOOTERS?! Fool proof blueprint, right here!  #Riot2020 #protests2020 #protests #2a #secondamendment #looters #gerogefloyd #blacklivesmatter <url>",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,781,"this is how it is done america! want to stop looters?! fool proof blueprint, right here! #riot2020 #protests2020 #protests #2a #secondamendment #looters #gerogefloyd #blacklivesmatter",blm,0,"blm this is how it is done america! want to stop looters?! fool proof blueprint, right here! #riot2020 #protests2020 #protests #2a #secondamendment #looters #gerogefloyd #blacklivesmatter",0,1,2.264244556427002
5397,WinstonChurchill was a fascist and a racist who was responsible for the deaths of millions under British elite colonial dictatorship.  The so called British war hero is an English white supremacist Hitler.  #GeorgeFlyod #londonProtests #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,474,winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,blm,0,blm winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,0,1,1.167011022567749
5397,WinstonChurchill was a fascist and a racist who was responsible for the deaths of millions under British elite colonial dictatorship.  The so called British war hero is an English white supremacist Hitler.  #GeorgeFlyod #londonProtests #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,195,winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,blm,0,blm winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,0,1,1.167011022567749
5397,WinstonChurchill was a fascist and a racist who was responsible for the deaths of millions under British elite colonial dictatorship.  The so called British war hero is an English white supremacist Hitler.  #GeorgeFlyod #londonProtests #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,274,winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,blm,0,blm winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,0,1,1.167011022567749
5397,WinstonChurchill was a fascist and a racist who was responsible for the deaths of millions under British elite colonial dictatorship.  The so called British war hero is an English white supremacist Hitler.  #GeorgeFlyod #londonProtests #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,292,winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,blm,0,blm winstonchurchill was a fascist and a racist who was responsible for the deaths of millions under british elite colonial dictatorship. the so called british war hero is an english white supremacist hitler. #georgeflyod #londonprotests #blacklivesmatter,0,1,1.167011022567749
5407,that's just gangs,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,343,that is just gangs,blm,0,blm that is just gangs,0,1,3.3282506465911865
5414,#FuckYourFeelings® #S5 #E268: One Time For Your Mind Cake Ass Nigga #instagramdown #earthquake #coronavirus #COVID #kennedyagyapong #JAEHYUN #IndiaChinaBorder #PenceLies #IndiaChinaFaceOff #ChinaIndiaFaceoff #BlackLivesMatter #RayshardBrooks #GeorgeFloyd #BreonnaTaylor #protests <url>,offensiveness detection,5,en,1,train,0.2,0.8,BLM,0,129,#fuckyourfeelings:registered: #s5 #e268: one time for your mind cake ass nigga #instagramdown #earthquake #coronavirus #covid #kennedyagyapong #jaehyun #indiachinaborder #pencelies #indiachinafaceoff #chinaindiafaceoff #blacklivesmatter #rayshardbrooks #georgefloyd #breonnataylor #protests,blm,0,blm #fuckyourfeelings:registered: #s5 #e268: one time for your mind cake ass nigga #instagramdown #earthquake #coronavirus #covid #kennedyagyapong #jaehyun #indiachinaborder #pencelies #indiachinafaceoff #chinaindiafaceoff #blacklivesmatter #rayshardbrooks #georgefloyd #breonnataylor #protests,1,0,1.6179397106170654
5441,<user> BIDEN CAMPAIGN LIES...  <url>,offensiveness detection,5,en,1,train,0.4,0.6,Covid-19,1,141,biden campaign lies...,covid-19,0,covid-19 biden campaign lies...,0,1,2.7227413654327393
5455,"A white policeman hugged a five-year-old black girl during a George Floyd protest after she started crying and asked ""are you gonna shoot us?"" <url>",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,197,"a white policeman hugged a five-year-old black girl during a george floyd protest after she started crying and asked ""are you going to shoot us?""",blm,0,"blm a white policeman hugged a five-year-old black girl during a george floyd protest after she started crying and asked ""are you going to shoot us?""",0,1,2.5152077674865723
5455,"A white policeman hugged a five-year-old black girl during a George Floyd protest after she started crying and asked ""are you gonna shoot us?"" <url>",offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,802,"a white policeman hugged a five-year-old black girl during a george floyd protest after she started crying and asked ""are you going to shoot us?""",blm,0,"blm a white policeman hugged a five-year-old black girl during a george floyd protest after she started crying and asked ""are you going to shoot us?""",0,1,2.5152077674865723
5461,Wanting to watch a killer go free to own the libs.,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,577,wanting to watch a killer go free to own the libs.,blm,0,blm wanting to watch a killer go free to own the libs.,0,1,0.8081540465354919
5461,Wanting to watch a killer go free to own the libs.,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,451,wanting to watch a killer go free to own the libs.,blm,0,blm wanting to watch a killer go free to own the libs.,0,1,0.8081540465354919
5461,Wanting to watch a killer go free to own the libs.,offensiveness detection,5,en,1,train,0.4,0.6,BLM,1,274,wanting to watch a killer go free to own the libs.,blm,0,blm wanting to watch a killer go free to own the libs.,0,1,0.8081540465354919
5463,#BlackLivesMatter want the police defunded...,offensiveness detection,5,en,0,train,0.8,0.2,BLM,1,701,#blacklivesmatter want the police defunded...,blm,0,blm #blacklivesmatter want the police defunded...,0,1,2.525367498397827
5484,FUUUUUUUUUUUCK A <user> #Traitor #RussianAsset #CountryOverParty #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,306,fuuuuuuuuuuuck a #traitor #russianasset #countryoverparty #blacklivesmatter,blm,0,blm fuuuuuuuuuuuck a #traitor #russianasset #countryoverparty #blacklivesmatter,0,1,0.8537474870681763
5484,FUUUUUUUUUUUCK A <user> #Traitor #RussianAsset #CountryOverParty #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,13,fuuuuuuuuuuuck a #traitor #russianasset #countryoverparty #blacklivesmatter,blm,0,blm fuuuuuuuuuuuck a #traitor #russianasset #countryoverparty #blacklivesmatter,0,1,0.8537474870681763
5484,FUUUUUUUUUUUCK A <user> #Traitor #RussianAsset #CountryOverParty #BlackLivesMatter,offensiveness detection,5,en,1,train,0.2,0.8,BLM,1,241,fuuuuuuuuuuuck a #traitor #russianasset #countryoverparty #blacklivesmatter,blm,0,blm fuuuuuuuuuuuck a #traitor #russianasset #countryoverparty #blacklivesmatter,0,1,0.8537474870681763
5485,im glad places owned by whites are being robbed. Its just a little something. Some money gone. Not an entire life. Just some cash that they can make up fast. Sad that we have to live through this but its time we speak up and end the bullshit of racism. #BlackLivesMatter,offensiveness detection,5,en,1,train,0.0,1.0,BLM,1,582,i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,blm,0,blm i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,0,1,1.291911244392395
5485,im glad places owned by whites are being robbed. Its just a little something. Some money gone. Not an entire life. Just some cash that they can make up fast. Sad that we have to live through this but its time we speak up and end the bullshit of racism. #BlackLivesMatter,offensiveness detection,5,en,1,train,0.0,1.0,BLM,1,245,i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,blm,0,blm i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,0,1,1.291911244392395
5485,im glad places owned by whites are being robbed. Its just a little something. Some money gone. Not an entire life. Just some cash that they can make up fast. Sad that we have to live through this but its time we speak up and end the bullshit of racism. #BlackLivesMatter,offensiveness detection,5,en,1,train,0.0,1.0,BLM,1,781,i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,blm,0,blm i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,0,1,1.291911244392395
5485,im glad places owned by whites are being robbed. Its just a little something. Some money gone. Not an entire life. Just some cash that they can make up fast. Sad that we have to live through this but its time we speak up and end the bullshit of racism. #BlackLivesMatter,offensiveness detection,5,en,1,train,0.0,1.0,BLM,1,274,i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,blm,0,blm i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,0,1,1.291911244392395
5485,im glad places owned by whites are being robbed. Its just a little something. Some money gone. Not an entire life. Just some cash that they can make up fast. Sad that we have to live through this but its time we speak up and end the bullshit of racism. #BlackLivesMatter,offensiveness detection,5,en,1,train,0.0,1.0,BLM,1,292,i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,blm,0,blm i am glad places owned by whites are being robbed. its just a little something. some money gone. not an entire life. just some cash that they can make up fast. sad that we have to live through this but its time we speak up and end the bullshit of racism. #blacklivesmatter,0,1,1.291911244392395
5497,"THE CITY IS NOT YOURS TO GIVE AWAY  YOU HAVE SOLD OUT, COMMIE TRAITOR  You didn't surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts  NO? THEN WHY ARE YOU PROMOTING THEM LIKE PUBLICITY AGENT? <url>",offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,740,"the city is not yours to give away you have sold out, commie traitor you did not surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts no? then why are you promoting them like publicity agent?",blm,0,"blm the city is not yours to give away you have sold out, commie traitor you did not surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts no? then why are you promoting them like publicity agent?",1,0,1.0471718311309814
5497,"THE CITY IS NOT YOURS TO GIVE AWAY  YOU HAVE SOLD OUT, COMMIE TRAITOR  You didn't surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts  NO? THEN WHY ARE YOU PROMOTING THEM LIKE PUBLICITY AGENT? <url>",offensiveness detection,5,en,1,train,0.4,0.6,BLM,0,513,"the city is not yours to give away you have sold out, commie traitor you did not surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts no? then why are you promoting them like publicity agent?",blm,0,"blm the city is not yours to give away you have sold out, commie traitor you did not surrender or walk away, you participated in a coordinated plan to hand over the city to criminal thugs- communist revolutionary derelicts no? then why are you promoting them like publicity agent?",1,0,1.0471718311309814
5510,<user> <user> Why was #LouisScarcella never charged with a crime? He #robbed these men of hundreds if years of their lives. Why are #LyingCops never charged with lying in court# #BlackLivesMatter #JusticeForAll #FixThePolice #FixTheCourts,offensiveness detection,5,en,0,train,0.6,0.4,BLM,1,274,why was #louisscarcella never charged with a crime? he #robbed these men of hundreds if years of their lives. why are #lyingcops never charged with lying in court# #blacklivesmatter #justiceforall #fixthepolice #fixthecourts,blm,0,blm why was #louisscarcella never charged with a crime? he #robbed these men of hundreds if years of their lives. why are #lyingcops never charged with lying in court# #blacklivesmatter #justiceforall #fixthepolice #fixthecourts,0,1,2.5530073642730713
