instance_id,offensiveness,cleaned_text,cleaned_domain
4235,1,"we need to be aware and concerned, acting with the mitigation measures known to science to work. i really wish people were not assholes on the internet - especially covid-deniers. it helps nobody.",covid-19
4237,0,"intercede for susan osborn and her autistic son noah, 17, whom she has not seen since march 9 because he is in a covid-19 locked-down institution. read the article:",covid-19
4240,0,just another one of your many lies. the house passed a bill weeks ago for covid 19 economic relief and it has just sat on mcconnell's desk. he and the republicans are to blame not the democrats.,covid-19
4244,0,"""if you still can vote for this lying clown then invite me over for some nut kicking """"rochambeau."""" i will go first because it is obvious that #maga2020 enjoy getting their groins demolished...""",covid-19
4245,0,by cheating. that is the only way.,elections2020
4246,0,lol remember at the beginning of covid when i thought we still would get two nights of slander at mission in may :face_with_tears_of_joy:,covid-19
4248,0,"yeah, this is sick. not sic. sick.",covid-19
4249,0,remember wants to keep abortion but would ban straws and limit the amount of red meat we can eat if she had her way. #liberallunacy,elections2020
4251,1,the new green deal is such bs. way too expensive. america is already in debt from covid and dumbass biden wants to pull 100 trillion out of our asses. the american dollar will be lose its value.,covid-19
4252,1,again why schools should not be opened! if the school officials are doing zoom meetings to see if schools should be back in session then the children and teachers should not be back in the classroom doing face-to-face meetings. common fucking sense honestly.,covid-19
4253,0,chris wallace is a horrible debate moderator. debates need someone who has a level head,elections2020
4256,1,these people are ghouls. absolute ghouls,covid-19
4257,1,girl please shut up,elections2020
4258,0,we need a president to stop this!!,elections2020
4260,1,nfl is going to end up the same way if they do not get their shit together.,covid-19
4261,0,the race hustle is a game of great antiquity.,blm
4265,1,"""go to hell and get a job"": tommy tuberville is fired up after beating doug jones in alabama's you.s. senate election #electionnight #elections2020",elections2020
4266,0,that is a madcow for you,covid-19
4267,0,thank you for your hate. i am sorry for you and your hate that this world is trying to heal in the name of george floyd and yet you use hate as a weapon! love you anyway!,blm
4268,0,trump declares himself 'immune' to covid-19. his doctors will not say when he last tested negative.: via,covid-19
4270,0,"breaking news: nchsaa ends coronavirus dead period, high school sports resume with restrictions june 15",covid-19
4272,1,"so this racist, soulless mother fucker knew exactly how deadly #covid was & simply decided that it did not help him? 190,000 people dead & most of this could have been mitigated? seriously? you have blood on your hands. none of this had to happen",covid-19
4275,1,who is ever running this account needs to be fired this is some brutally bad stuff.,elections2020
4276,1,drop dead you phucking criminal.,elections2020
4277,1,hey not everything is about you and your garbage family,covid-19
4279,1,"the decision to start temperature testing seems such a no-brainer that, of all the accusations that can be levelled at the handling of this pandemic, i feel this one stands alone as the biggest cock up to date. #coronavirus",covid-19
4280,0,"7,800 americans die per day... you do not care about the other 7,000 i see",elections2020
4281,0,does this mask make my face look fat? #covid19 #faceisthenewbutt #maskup,covid-19
4282,1,seriously? what an idiot. :face_with_rolling_eyes::face_with_rolling_eyes::face_with_rolling_eyes: he is now politicizing wearing a mask??? has not he killed enough people with his ignorance?,covid-19
4283,1,i had to educate my brother who said the #blacklivesmatter is a democratic ploy. fuck that! they are us. we are theme educate your family and the people around you.,blm
4285,0,debunked numerous times!,covid-19
4286,0,pray for a national response to covid. pray for police not to shoot black people in the back. pray for the kids kept in cages.,covid-19
4289,1,boy fuck you,blm
4291,0,who said trump was in his right mind?,covid-19
4293,0,"populations live in crowded spaces, sometimes against their will, and are often more likely to be killed by the virus.",covid-19
4294,0,super spreader trump,covid-19
4297,1,i hate that society has taught us to view incarcerated people as less than the second they enter prison. there are so many flaws in the judicial system that put many people here for bullshit reasons.,covid-19
4298,1,"and look like two morons verbally masturbating-they talk only to hear themselves sound important..ok..well maybe they also want the fat man in the oval office to hear too. they sound moronic and foolish, how do advertisers support this crap judge?",covid-19
4300,0,boycott #ruthschris & all of these companies. this is american greed!,covid-19
4302,1,trump got under bidens skin it was obvious he kept saying shut up and rascist and clown:grinning_squinting_face: extremely unpresidential,elections2020
4303,0,"200,000 americans have died from #coronavirus because of failed responses and he is acting like he is on his reality game show.",covid-19
4305,1,and this is the bullshit that #foxnews promotes to the #maga about #joebiden and the #democratic agenda my question: why is #donaldtrumpjr talking like an advisor of politics ?:thinking_face: is not he supposed to be separate from his father #trump in the wh while running the family business,elections2020
4308,0,after this covid shit netflix going to keep buying up these movie theaters. they trying to make that amazon money :money_bag:,covid-19
4310,1,"bernie sanders predicted this, now trump wants to stop all vote counts... this is fucking insane #elections2020 #2020election",elections2020
4312,1,"i am not convinced any of you dipshits know what the word socialism means, it is just a big scary buzzword you have been taught to be afraid of.",elections2020
4317,0,"i love seeing trump lose, it is my daily medicine, my weekly energy, my monthly inspiration and my yearly motivation. his loss is the only reason i am still alive, i was born to love and enjoy the unsuccess that he has achieved :face_savoring_food::smiling_face_with_heart-eyes:",elections2020
4318,1,"no one has been more wrong, more often than trump. he did not win against covid. he is the only president to have been impeached, since nixon. he is got no business acumen at all. his entire family are scum who operate more like a mafia family, and he is a bigot and a racist.",covid-19
4319,1,"you cannot be serious. i am not part of some ""army"" if i was would not be laboring to attempt you to see how ridiculously flawed your defenses are again, no one knows either way about the stutter however there are clear signs of decline which can be expected from an elderly citizen",elections2020
4323,1,holy fuck... :flushed_face: #coronaoutbreak #covidー19,covid-19
4324,0,"msm headlines expose systematic racism &cover up of evil agenda: headlines that more blacks r dying of #covid19 targets headline that more elderly are dying was followed by who &govts neglect of elderly,denied of care & murdered like they did with elderly,they r killing blacks",covid-19
4325,0,this guy needs to go away.,covid-19
4328,0,he never will and enabling murder of americans,covid-19
4329,0,only when he closes his mouth.,elections2020
4330,0,"these guys will make up stuff just so they can prove a point, like trump, nobody believes a word they say because they are all dishonest.",covid-19
4332,0,do not let stonewall go under! #lgbtqcommunity,covid-19
4334,0,from world-beating to beaten by the rest of the world. this is a shambles.,covid-19
4336,1,penis fingers...,elections2020
4337,1,"i loved the contrast of biden laughing at trump, and trump making that puckered asshole face he likes to make with his mouth.",elections2020
4339,0,enjoy your second amendment right and carry a firearm.. stop the rape before it happens.. if your able to that is,elections2020
4340,0,you are a good man pete! :sparkling_heart::sparkling_heart::sparkling_heart:,elections2020
4342,0,will you shut up man? :face_with_tears_of_joy:,elections2020
4345,0,"covid needs to screw off. so many goals belly up because of this garbage. i feel for ya, hermano.",covid-19
4346,0,we are failing america.,covid-19
4348,0,so you are saying no her parents did not start the black panther party. learn how to comprehend english.,elections2020
4349,0,do not let this guy back to south carolina till he signs!! his constituents should be enraged and engaged!!!,covid-19
4351,0,world looks on in horror as trump flails over pandemic despite claims us leads way,covid-19
4352,0,"so if guns killed 150 million and covid 600,000 why is traffic so bad on i-25?",covid-19
4353,0,"got the second personal insult in too - calling a 'clown'. again, not that he was wrong, far from it, but he was the one who went ugly early.",elections2020
4355,1,"first. you voted for a racist black face prime minister who is up to his neck and ethics violations. you have no moral or intellectual ground to stand on here or anywhere. second. if you pulled your head out of cnn’s ass, do you know how ridiculous this post is of yours:",elections2020
4357,1,when tomorrow’s the day your package is supposed to arrive and ... lol. fuck you fedex . i bet $5 it will arrive friday or monday ... covid or not it is always like this.,covid-19
4359,1,"pervert demented corrupt biden will rejoin worthless horrendous orangutans, appease iran, appease china and swim naked in the white house pool. the world will be more dangerous.",covid-19
4361,0,coronavirus patients in china to be treated with high-dose vitamin c in new clinical trial read article here>> #vitciv #coronavirus #china,covid-19
4362,1,"beaten. ""like a dog"" thrown out. disaster looming. :check_mark_button:cold. considered. deliberate. planned. coronacide! genocidal mass murder? laughingstock. :check_mark_button:",elections2020
4363,0,"guilty! de blasio killed 5,000 new yorkers by forcing nursing homes to accept #covid19! he also killed dozens and injured hundreds by inciting democrat criminals to violence against the #nypd! he facilitated #antifa & #blm democrat terrorists!",covid-19
4364,0,honestly think this administration thinks americans have an iq of an orangutan.,covid-19
4365,1,trump magots!,covid-19
4367,1,"no testing strategy, no ""back to school"" strategy, epic failure in #covidー19 response, trump has no interest in saving americans, worst potus ever and enabled by cowardly , why do they hate americans so much that they put greed over country?",covid-19
4370,1,"college football in coronavirus quarantine: on this day in cft history, including nick saban lobbing a ‘kiss my ass’ at a media member’s question",covid-19
4372,1,this is a bullshit story! georgia confirms healthy 7-year-old is state's youngest coronavirus-related death,covid-19
4373,0,"i cannot understand how some voters are still undecided. how are voters asking to explain his plan? the plan is that we need to get rid of the orange clown because we know his agenda, destroy america. #votehimout #votebluetosaveamerica #bidenharris2020",elections2020
4377,0,so you support pedophilia and communist china? neither of those are civilized.,elections2020
4378,0,this muriel pic is going to be my go to when people are dumb about covid lmaoo,covid-19
4379,0,would have been 2.2 million. stop spreading lies!,elections2020
4382,0,i fully support this lawyer's reason for going out of the house. #flgrimreaper #grimreaper #floridabeaches #florida #floridacoronavirus #floridamorons #covid19 #reopenamerica #darwinawards,covid-19
4384,0,"even in the face of a pandemic, this unhinged president continues to divide this nation...",covid-19
4386,1,his promises are more empty than your skull,elections2020
4387,0,as if democracies were well prepared against the covid19 black swan:face_with_hand_over_mouth:.,covid-19
4389,0,bro wtf is this? just embarrassing,covid-19
4390,1,you are pretty pathetic then,elections2020
4391,0,i guess it is ok to pray that trump gets covid-19 at his rally as long as i pray that his moronic minions do not.,covid-19
4393,0,:United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States: fauci is trying to save americans lives trump is trying to win an election #vote2020 :United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States: meanwhile in real world politicians who listen to scientists are winning the #covid19 battle,covid-19
4394,1,"you sound like a racist prick. actually, being under 18 years old kyle committed a class a misdemeanor for carrying that assault rifle alone in wisconsin, according to wisconsin state legislature, 948.60 (1) and (2):",elections2020
4395,0,he won in 2016 and will again in 2020 :man_shrugging:,elections2020
4396,0,trumps underwater because of his horrible performance with covid . he is killed mire people that 3/4s of the wars this countries fought. he is the personification of the covid 19 virus and the world see it and the survivors see it. gfy!,covid-19
4397,1,"do not forget about ramming through a scotus judge. trumpers are pathetic. also, did you see that tucker carlson's super-secret biden documents were lost in the mail?!?!",elections2020
4398,0,trump had no right to bring your son into this. i am so sorry,elections2020
4399,1,wear a mask for a covid free 2021 dumbass,covid-19
4401,0,"if you only know the freedom and the human rights you live in compared to the majority of the world, you will go vote even crawling. you have the option to do it from the comfort of your couch but you decide to not take part of this critical election. 3 words: ""shame on you!""",elections2020
4406,0,"trump tried to ban travel to certain countries that were known to have the coronavirus but the democrats blocked it saying it was racist. then when it got out of hand, they said he reacted too late. no, they did. you look very stupid right now.",covid-19
4407,1,"50-80% fewer casualties would still leave us with 3-5x as many deaths as california, as far as i can tell from our current numbers. which leads me to the conclusion that we were fucked even if cuomo & bdb had been capable of first-in-the-nation policy-making. #coronavirus",covid-19
4408,0,racism in america is like dust in the air. it seems invisible -even if you are choking on it - until you let the sun in. then you see it is everywhere. let us keep shining that light. let us keep staying vigilant. let us do better. #georgefloyd,blm
4410,0,here is one in the books. comes a bit late in the game but useful if the states pull this crap again. i am sure this goes for all the states and all lockdowns! open up that state and city,covid-19
4411,1,"seriously why do people keep telling us rishi sunak is smart when all he is ever done is use a furlough scheme john mcdonnell gave him, come up with a shit tastecard that spread covid everywhere and somehow lost arguments to matt hancock?",covid-19
4412,0,"preach, brother! #maskup #covid19",covid-19
4413,0,"trump signed the platinum plan for black community providing $500m, denounced antifa & kkk as domestic terror groups, yes, the kkk, which was founded by democrats. #maga #kag #blexit",elections2020
4414,0,"protocols trump has spent weeks debasing, and telling americans we do not need to reopen. access to frequent testing, contact tracing, reversal on face coverings, and 2wk self-quarantine for people w/direct contact w/covid positive person. quite the double standard.",covid-19
4417,0,man wishes covid was around at an age where it is more likely to kill him,covid-19
4419,1,trump is definitely an asshole and unprofessional but biden proved already that he is the guy for the job. #debates2020 #votehimout2020 #bidenharris,elections2020
4421,0,"do not know much about american culture but is this what you call a ""skank mud shark""?",elections2020
4422,0,". ""this administration has just given up.""",elections2020
4423,0,coronavirus was a drill for when climate change brings destruction and america has failed horribly.,covid-19
4428,0,cannot get this liar of twitter ?,covid-19
4429,0,why? does he actually think he is going to win? :face_with_tears_of_joy::face_with_tears_of_joy:,covid-19
4432,1,"""i wanted to play it down"" and he did! #trumpknew #trumplied #trumpliedpeopledied arrest the bum!",covid-19
4433,0,:angry_face:has trump achieved a fascist authoritarian government? :angry_face: ‘this is the coverup’: cdc website stops reporting number of covid-19 virus tests :angry_face::angry_face::angry_face::angry_face::angry_face::angry_face::angry_face::angry_face: #trumpvirus #moronavirus #coronavirus #covid19 #covid_19,covid-19
4434,1,i mean... it is time they just own it. we all know where they stand. #trumpisaracist,covid-19
4435,1,"i want him, his family, and his administration to contract covid-19 and die!!!!! wear the damn mask!!!!! vote biden and blue, 2020!!!!!",covid-19
4436,0,james ig update!:red_heart: #blacklivesmatter#junkterrorbill #blackouttuesday the answer is love.,blm
4437,0,for i hope .,elections2020
4439,0,"even more stark figures here, and not from a brexitory propaganda rag.",covid-19
4440,1,she better hire some protection or her ass is grass :loudly_crying_face::loudly_crying_face:,covid-19
4441,1,it is so cute you think anyone cares about the nations. america’s government has been trying to exterminate them for hundreds of years. did you think anything had changed?,covid-19
4443,0,"repost: the network announced late saturday that the show will air live from beaver stadium saturday, ahead of penn state's game against ohio state. fans will not be permitted to attend the show this year due to covid-19 protocols.",covid-19
4444,1,you are the biggest dork i have ever seen. it was obvious to the world you were getting every word from someone talking in your earpiece.,elections2020
4445,0,"at least he did not say ""shut up man""",elections2020
4446,0,twitter heavily censoring tweets but let us say whatever he wants! this is blatant #censorship of our president and republican party! this is complicity in cheating the american people. #trump2020 *************retweet screenshot*************,elections2020
4447,1,#trumpvirus thanks we need to tattoo this on every member in #trumpcrimesyndicate & #gopdeathcult as a reminder of what #covid19 has cost in american lives because they failed to protect us & played politics during a global pandemic,covid-19
4450,1,must restore your security clearance. we know why it was taken & the idiotic senator that advised trump to do it.,elections2020
4451,0,listen to americans. do not be on their side for armenian vote. #karabakhisazerbaijan,elections2020
4452,1,with socialism. you forgot to talk about socialism for farmers that trumpy's trade deals necessitated. i am sure they all loved to taxpayer funded bailout.,elections2020
4453,0,america's two-sided covid-19 response,covid-19
4454,1,"pst, #littlemarco, have you taken a #covid19 test yet? what? did not you hear? super spreader senators who did not wear masks have been infecting #gopsenators. so, you might want to be cautious, bitch!",covid-19
4455,1,"you used your position to bail out your son, and are lying. you plotted against my president elect. you do not set the democratic party platform! how can you even say that with a straight face! i do believe you are taking performance medications. i do believe you are a pervert.",elections2020
4457,0,the president and ceo of nephron pharmaceuticals said the first 5 million covid-19 vaccines filled at her company will go to south carolinians.,covid-19
4458,1,"yeah, because doing the ‘hanging suicide’ shit has been done #jefferyepstein #billbarr lies almost as much as trump.",covid-19
4460,0,"brazil? shitstorm. there is not a way to stem the spread of covid19. why? because the president refuses to admit the virus is a community spreading, life threatening, pandemic that is fast becoming out of control under his authoritarian rulership.",covid-19
4461,0,why are you screaming and yelling at everyone?!!!!!!,elections2020
4463,0,the eye is on and his shenanigans #recallsisolak thank you :thumbs_up::oncoming_fist::fire::red_heart:,covid-19
4464,0,this is why is winning right now...,elections2020
4468,1,imagine being this selfish?? and now he is stuck with all of it and wasted his money buying literally thousands of sanitizing products. get what you deserve :man_shrugging:,covid-19
4469,0,hey now that you have power. can you just please end 95% of my people.,elections2020
4471,0,"""""""cdc says covid-19 cases in you.s. may be 10 times higher than reported."""" damn. we better hurry up and stop testing to bring those numbers down.#trumpiskillingus #dumptrumpnow""",covid-19
4473,1,"wow he had them fainting from #heatstroke in #florida, and freezing with #exposure in #omaha and #pennsylvania! those he does not kill with #exposuretotheelements he will kill later with #covid. this is how much #maga cares for his supporters, for americans. #maga #trumpdespisesyou!",elections2020
4476,1,you all really out here yucking cultural foods and immediately linking them to coronavirus? lmao worry about yourself and the pink slime mcdonalds chicken nuggets you had for lunch.,covid-19
4477,1,propaganda. listen to health experts only. we know and see all the lies coming from donald the sociopath.,covid-19
4479,1,guess the dipshit does not realize his children and grandchildren are just as vulnerable to covid-19 as the rest of us.,covid-19
4482,0,"if trump wanted peace, we would not be where we are now. get rid of barr, pompeo, before moving into november. stop talking michael flynn and being anti fbi. proud boys will get hurt if you tell them wherever they are crowding streets, and armed, to stop standing by.",elections2020
4483,1,hey #maga mfrs... you are responsible for the increased and unnecessary spread of #covid19 that is killing babies! so much for you f..king #righttolife :face_with_symbols_on_mouth: you get nothing from me... nothing you selfish righteous no maskers!,covid-19
4484,0,:backhand_index_pointing_down_medium-dark_skin_tone:exactly.,covid-19
4486,0,"sick of seeing all the blm but apparently you are a racist if you say something about it. sick of seeing posts on facebook, white on black attacks then black on whites. heads done in with 2020. brevity, covid, blm, riots 2 meters , face masks. roll on 2021",covid-19
4488,0,you looked like a spanked puppy who is very guilty. your non -verbals told america all we needed to know about your guilt. democrats are no match for patriots or trump. #debates2020 #biden,elections2020
4489,1,"""the fun thing to do on twitter is play the, """"there cannot possibly be a stupider tweet"""" game, because you just have to keep scrolling... here is today's winner. i hope she elaborates on what possible record he could have when #presidentdipshit owns the entire record""",covid-19
4490,0,do not believe the polls! vote! vote! vote!,elections2020
4491,1,so . . . you are on track to kill another black man with covid?,covid-19
4492,0,we do not need to follow your religion . you mad ? :kiss_woman_woman::kiss_woman_woman::kiss_woman_woman::kiss_woman_woman::kiss_woman_woman::kiss_woman_woman::kiss_woman_woman::kiss_woman_woman::kiss_man_man::kiss_man_man::kiss_man_man::kiss_man_man::kiss_man_man::kiss_man_man::kiss_man_man::kiss_man_man::kiss_man_man::kiss_man_man::kiss_man_man:,elections2020
4495,0,your behavior in the house is appalling and disrespectful. and remember you were the one out and about telling people to go to chinatown as the covid-19 virus was starting to spread here in the usa. hypocrite #resignspeakerpelosi #trump2020,covid-19
4497,1,stupidest comment of the day.,elections2020
4501,1,powerful as fuck. i lost it when i got to the george floyd part. :crying_face:how much more can we take?,elections2020
4502,1,fox news drops the bomb on the fake news media. thank you fox news for being the only ones to push back against cnn aka the clinton news network #fuckcnn,covid-19
4507,0,"oh, hell yes. see you then.",elections2020
4508,0,the hypocrisy is never ending.,covid-19
4509,1,i am so sorry but did your parents never tell you ‘nuh mek yuh lef han kno wha yuh right han do.... them white people at work are not your friends’,blm
4510,0,that is harsh words a vaccine to kill the sun of god,elections2020
4511,0,"it did not stop at 100,000. the disease continues to spread and kill. #covid19 #trumpliesamericansdie",covid-19
4517,1,"""so.... the covid-19 bill is a joke. we have not come to the second wave yet (hell most states have not even left the first one yet), and they are more than happy to kill the poor so they can keep on getting their """"donations"""" from corporations? fuck no. #votebluetosaveamericans""",covid-19
4518,1,this is batshit bullshit. #uspoli #elections2020,elections2020
4520,0,many cannot attend family funerals of their loved ones but you are all praised for packing a church with thousands of people to attend a funeral. the #hypocrisy is why so many millions have decided to #walkawayfromdemocrats you seem happy the elderly are dead from #covid,covid-19
4521,1,holy shit you are dumb,elections2020
4522,0,this is so awesome. :horse_face:,blm
4526,0,"the potus has repeatedly condemned white supremacy. what a ridiculous question chris wallace posed regarding the topic. why no similar question to you—asking you to denounce antifa/blm? biden stating, ""antifa is an idea, not an organization"" loses the debate alone for biden.",elections2020
4527,0,i want a girl president so darn bad!!,covid-19
4528,0,doing some at-home validation... not sure i read the methods correctly. some tips? fernandez et al. paper just released #covid #wearthedamnmask #wearamasksavealife #wearmask,covid-19
4529,1,"makes a change from the current clown in the wh, who must be a cat lover.. i heard somewhere he likes to get as many pussies as he can.. i mean, that is going to mess up the furniture and then some",elections2020
4531,0,nope. what an embarassment. i am sincerely sorry you have to deal with this moron and listen to him attacking your sons. it is an honor to cast my vote for you on nov 3.,elections2020
4532,1,gullible and stupid,elections2020
4533,0,"somewhere in hell.... satan: ok, let us go over this 1 more time. covid-19: i am going to make it so that people are scared to touch their face. pine pollen: and then i am going to make the liquid drain from every conceivable spot on the same face. satan: excellent.",covid-19
4534,0,will not age well.,elections2020
4535,0,"yeah, and the death toll and covid-19 infection rate worsens. you are worse than a crooked politician you have blatantly disregarded your constituents health and safety including our children. #covid19 #iowa #genocide #lockherup",covid-19
4536,0,my husband was in the covid unit this week. you have deceived the american people with your lies and mismanagement of this pandemic. you are in over your head. a real president could have saved lives. you are a failure and have killed people. #votelikeyourlifedependsonit,covid-19
4537,0,god bless future first lady...:winking_face:,elections2020
4538,0,"please come to my polling location. because i am definitely going to be armed and if you feel like finding out if i am dangerous, go for it. but keep one thing in mind. the man sending you out there is a total chickenshit coward that absolutely would not be doing it himself.",elections2020
4539,0,hey this is not true. i assume you are going to mark it as such.,elections2020
4541,1,#maga version of #isisterrorists,elections2020
4545,0,"i have been keeping a low profile, but just saying, if you ever want to see peace again, you all better not try to come out and say george floyd died of covid-19. that would be peak stupid.",covid-19
4546,0,they are doing so awful in italy they have a death rate of 8% at this point so now it seems there healthcare system may be playing a role in this...,covid-19
4547,1,does anyone feel bad about the poor little racist a$$hole? anyone?,covid-19
4550,1,cry about it you dumb bitch,elections2020
4551,1,it is amazing how facebook shows you that people you have known for years are actually completely retarded. covid showed it even more,covid-19
4552,0,planned attack by the chinese to aid,elections2020
4553,0,"nascar is back, marking one of the first major sporting events to return during the covid-19 pandemic.",covid-19
4555,0,mark my words! schools will be the petri dish for the corona virus! #covid19 #schoolsmustshutdown #reopeningschools #trumpfailedamerica,covid-19
4557,0,"it is wednesday, september 30th 2020, and donald trump is the most corrupt president in us history! vote for joe biden/harris for president/vp! america deserves better! #imvotingforjoebiden",elections2020
4559,0,"but your name is savage and . lol. anyway, yes it sucks overall, but this is the sh*t place we are in and going high does not always work, as history has shown.",elections2020
4560,1,"eh she should not be proud of that, it was pathetic. the syringe should be full of covid-19 duh.",covid-19
4561,0,oh the cancel football crowd is big mad.,covid-19
4562,0,you are winning this election sir,elections2020
4563,0,":cross_mark: over the span of the weekend, 15 more people have tested positive for covid-19 bringing the total number of known cases of the virus to 440 for our area. 283 have been released from isolation. #missionsafe",covid-19
4564,1,you are insane if you thought trump looked presidential or came close to anything that could be described as a win. that was embarrassing. he made the country look like a joke.,elections2020
4567,0,for those who coward behind the democratic line will reap what you sow. a vote for is a vote for for president. joe is not making it more than 15 months into his presidency. democrats did not want him but were stuck.they will put forth that he is not fit.,elections2020
4568,0,"perhaps you should focus on your corrupt government who continues to sell weapons to turkey who is pushing for war with greece. oh, and remember that it is behind the war between armenia and azerbaijan. the trump admin has thankfully worked out a ceasefire there.",elections2020
4569,0,one week seems to be the average so far...,covid-19
4570,0,"senators blast trump administration for coronavirus response top officials in the trump administration struggled on tuesday morning to justify their response to the growing threat of the coronavirus, which has sickened at least 80,423 people arou... #usrc",covid-19
4571,0,i thought all got evacuated back to us?,covid-19
4572,0,"how trump squandered february, despite knowing the risk posed by the coronavirus",covid-19
4573,0,luckily there is a universal airbnb relief plan open to all hosts in financial distress called fucking rent it to tenants or sell (fritos),covid-19
4574,0,oh crap..you are right. i wish twitter had an edit button. thanks!,elections2020
4575,1,that is why we voted for you are a cancer to our country,elections2020
4580,0,"i have had it with dumb, immature, cannot think for themselves, real no good purpose on this earth people. this covid & election has divided us so much....its showing showing who our true friends are. i am jus soooooo over this.",covid-19
4582,0,"but facebook, instagram and google are also spyware...",blm
4584,1,amen ! it should be it. popular vote not that weird drunk ass process,elections2020
4585,0,"blog post: oflc posts covid-19 faq round 3 (april 9, 2020)",covid-19
4589,1,socialism kills,elections2020
4590,0,"ahh good old chanel rion, doing the fictional work that no one asked for or wants. bet trump would not like her nearly as much if she was hard on the eyes. #removetrumpnow #25thamendmentnow #covidiots #covid19 #oannisbullshit",covid-19
4591,0,add these people to my list of people to call out. people have died so many,covid-19
4592,1,so let us say it like he just said they are willing to risk your kid's life and willing to grant immunity from liability for doing so this is just bullshit,covid-19
4593,1,nixon: am i a joke to you?,elections2020
4594,0,you really think someone would do that? just go on the internet and tell lies?,blm
4595,0,"goodness, oregon. 805.",covid-19
4597,1,"depressing af. i truly believe he would need to be caught on camera killing someone on 5th ave. well.... sadly probably not. it is disgusting what the magats are doing suppressing votes, intimidating bus today. america is sick. the vaccine comes tuesday. #vote",elections2020
4599,1,cheeto is the loser!!!,elections2020
4601,0,except kamala will lose joebiden will lose because #bidencrimefamiiy #laptopfromhell #democratsaredestroyingamerica #democratstheenemywithin #democratshateamerica trump/ pence will win america wins 4 more years of #maga #maga2020landslidevictory,elections2020
4603,0,"this is bloody weird, trump has flipped",blm
4604,1,trump is afraid of our votes so he has to cheat to win. he is the reason we have rioters and looters and 100k new cases daily. 230k dead americans. #gopbetrayedamerica,covid-19
4605,0,friendly reminder that the number of covid deaths in america is not even a third of the number of kids that go missing in america every year while you all bitching about chad not wearing a mask in walgreens,covid-19
4607,0,you call bankrupting farmers fighting for them? people who have farmed for generations were screwed by trump.,elections2020
4609,0,trump likely killed people due to his obsession with hydrochloroquine.,covid-19
4611,0,just made up new name for the pandemic more fitting since usa #1 in deaths. covid-45 pass it on!,covid-19
4612,1,wear a fuking mask! #wearadamnmask,covid-19
4613,0,thank you for your dedication & service.your explanation superb.your perspective educational & w/ depth.right now x36 years. #covid19 #standingtogether #weneedppe,covid-19
4616,1,wake the fuck up. we are re-living history & it is absolutely terrifying.,covid-19
4617,1,"holy shite, kylie! your tweet went covid viral (see what i did there?)",covid-19
4622,0,dem politician cheers for infecting trump supporters with coronavirus democrats have a mental illness called tds. she needs fired & arrested for making threats to murder trump supporters with a bioweapon. #trump2020 ⁦,covid-19
4627,1,while biden makes millions in china!!,elections2020
4628,1,but is there evidence of some wrong doing or only the rantings of the cheeto?,elections2020
4629,0,"this is shameless, blatant discrimination. no #covid19 funding for national institutes when old people are most likely to die???!! #ageism #inequality #bias #injustice",covid-19
4631,1,way to belittle donations. liberals are the most ungrateful cretins on the planet.,covid-19
4633,0,it is so surprising that the republicans are blaming the democrats for a self-inflicted wound.,covid-19
4634,1,"please, pull your head out of your ass and look around you and realize what is at stake here. do not let up. at all. going high only gets you stabbed in the gut, dummy. try learning from recent history, you geriatric asshat. #voteblue2020 #joebidenkamalaharris2020",covid-19
4635,0,lmao. right,elections2020
4636,0,fire in the park fodasse o trump porco fascista,blm
4638,1,wow. that was fast. my complaint went straight to the top! thank you and tell those people in studio city and the oc to suck it!,covid-19
4640,1,"#vote trump is incompetent, illegitimate, rude and terribly corrupt. #nevada #debates",elections2020
4643,1,she along with all the other faux news peeps have sold their souls to the devil. spreading so many lies and hate..karma will have her way with them all. #fakenewsmedia #bidenharris2020tosaveamerica #americaortrump #maga #theyrelosingandtheyknowit,elections2020
4645,0,hey everyone is not the vice president as chris wallace kept saying last night. he is the former vice president!!! mike pence is the vice president right now,elections2020
4648,0,anika chebrolu just discovered a potential covid-19 treatment. she is 14. of course.,covid-19
4649,1,"it would look worse if she was out cackling, i mean campaigning while joe was hiding in his basement mumbling new words to himself for months neither one of them should even be considered trump needs 4 more yrs & the damn swamp still will not be drained #trump2020tosaveamerica",elections2020
4650,1,"dc folks, esp riders... anyone know this prick?",blm
4651,0,massachusetts communities with dirty air are coronavirus hotspots via,covid-19
4652,0,yet is brag-tweeting,covid-19
4653,0,anti-maskers forced to dig graves for covid-19 victims in indonesia via,covid-19
4656,0,:exploding_head::hot_face::face_vomiting:’prayers’ again!!,covid-19
4662,0,"my favorite quote of the night, courtesy of :United_States: :shopping_cart: shop: #presidentialdebate #willyoushutupman",elections2020
4663,1,"your husband is apart of a yuge sex trafficking scandal, and you let americans die in benghazi... please please please leave us alone and stop giving thoughts to the american people. you lost in 2016 and will never be president of the greatest nation in western civilization.",covid-19
4666,0,oh look it is leftists lighting things on fire again. you act like we are shocked...you have been doing it for 6 straight months. we are numb to your level of crazy. :woman_shrugging_medium-light_skin_tone:,elections2020
4667,0,trump screwed over the farmers. he led them to believe that trade wars were easy to win. many had to declare bankruptcy. most of their markets are gone forever. socialist bailouts are the only think keeping them alive. vote biden!,elections2020
4670,0,oh yes millions of foreign citizens canceled their trips to las vegas because they thought it was the right thing to do.,elections2020
4671,0,2020 the musical,covid-19
