instance_id,offensiveness,cleaned_text,cleaned_domain
1801,0,#167dot114dot178dot75 #35dot224dot180dot163 #anonymous #wearelegion #opfivestar #wearefivestar = locked #eraseracismfromtheworkplace #opoutlawscum #blacklivesmatter⁠ ⁠ #removedonaldtrumpfromtwitter #dumpthepartnerships #persistentconnection 167.114.178.75 35.224.180.163,blm
1802,0,":camera: :face_with_medical_mask: #coronavirus #covid_19 #messiah warns ""god #masterfardmuhammad has already entered the fight. the plagues are already here. and they will get worse. and as you (america) plan to kill our people (blacks), watch what god...",covid-19
1803,0,which is still stupid. george floyd was not killed because he was a criminal. he was killed for being black. as were the many murdered before him. floyd was simply the final straw.,blm
1804,1,that does not surprise me. look at the shithole mess he has put us in. did not know about letters,elections2020
1805,1,the world is laughing at trump:zany_face::face_with_tears_of_joy:,elections2020
1806,0,i love how they sprinkled his age in there. so you can know just how old this grown ass man is behaving this way.,covid-19
1807,0,undoubtedly an avid fox viewer.,covid-19
1808,0,over 50% of all people in prison are black. this just demonstrated how whites want to control us! #blacklivesmatter #awar,blm
1809,0,#blacklivesmatter #bidenharris2020 trump & pence will soon know if crime should be punished.,elections2020
1810,0,"we cannot just tell you about the depths of corruption, you have to see it for yourself. eyes open.",elections2020
1811,1,so inject the virus onto others like the flu shot but masks and social distancing is still a thing gtfo,covid-19
1812,0,"good lord, lady. they were just following the lead of your boss. end this insanity - vote for he will do the job and get covid under control. #biden2020",covid-19
1813,0,i should not. i will say something and feel bad about it later.,covid-19
1814,1,"""stupid bastards""...... was only a joke ha? screw you & your news media :middle_finger_medium_skin_tone:",elections2020
1815,0,"by refusing to hold trump accountable for his crimes, we are forcing a vote to remove him. elevating a shitty candidate to critical for survival.",elections2020
1816,0,those were bullies,elections2020
1817,0,"yes, because of who & what george floyd symbolizes! funny how people get angry and defensive when we are only being asked to be treated like human beings! how about you take the risk, and relieve us of your disgusting mindset! do not bite the hand that fed you and yours! #racist",blm
1818,0,"elijah tufono, a 14 year old boy with a heart condition is brutally assaulted by a #thug...constable brian fowell of rancho cordova pd. the video is infuriating. you can find it easily enough if you need to see it. #racisminamerica #cnn #blacklivesmatter #brianfowell #tufono",blm
1819,1,"all the lunatic libs have dogs and cats on their pages. i am convinced they love covid & the masks because it covers their faces. liberal women as a whole, are usually disgusting, unkempt, slovenly, fat, and smell like piss. may i suggest full burka for those who i just described",covid-19
1820,1,i am wrong dude you all are ready and willing to speed covid a have no cares get over your bullshit dude smh hope they survive look here i e been nice now little b*tch you do not know me or my education or the fact that i have family that teach so stfu buffoon,covid-19
1821,0,"this woman yells, ""you go to work, why cannot i go to work?!"" yells this to a nurse. and that is just one thing that is ""special"" about everything else she was yelling. ps - thank you all who are in the medical field; you are freakin’ rad",covid-19
1822,0,murder in the 1st degree!!!!,blm
1823,0,so when racists attack police it is just a ‘scuffle’. there we have it clear as day just look at the bias of british media,blm
1824,0,"this is insanity. my marriage, the hopeful election of and the sale of the to steve cohen are the only good things to come out of 2020. do not try to be slick and invoke a vague clause to kill the sale - cohen’s lawyers will eat you alive.",elections2020
1825,1,why would you need more poor peoples money after the election??? you sick fvck!!!,elections2020
1826,1,let the adults handle the economy little girl,elections2020
1827,1,he is another nut case.,covid-19
1828,0,wonder why you see all the videos of the chinese spraying the streets?,covid-19
1829,0,if biden knew how to fix this virus as he claims then he is guilty of murder for having kept quiet! the man lies!,elections2020
1830,0,dox me. i dare you. there is the reason why the working class hates people like you who think they are fighting for us,elections2020
1831,0,shocking...and i bet they blame covid!,covid-19
1832,0,"over 180,000 of our fellow americans are dead and the you.s. economy is in tatters due to trump’s gross incompetence handling #covid19. what is at stake over the next 72 days? everything. organize. register. vote. #loseeverythingwithtrump",covid-19
1833,0,"stop. george floyd did not deserve to die, but his crime was not paying for food. he was a thief using counterfeit money. according to the reports he resisted arrest. he was twice convicted of armed assault and home invasions. let us not pretend george floyd was an innocent.",blm
1834,1,let us hope that this trend continues! please keep speaking out as horribly as you have been. you keep turning the country against you! yay! #bluewave2020 #blacklivesmatter #putinspuppet #trumpputinmakerussiagreatagain,blm
1835,0,""" i really do not understand all this """"doom and gloom"""" from democrats. whether you hate trump or not, the man has accomplished a lot. keeps saying trump did nothing to combat covid. biden is either ignorant or blatantly lying.""",covid-19
1836,0,"stop calling these george floyd protests. those people are not protesters. they are criminal rioters, and they do not give a damn about george floyd.",blm
1837,0,funny... kind of looks like the guy that murdered george floyd..... i am going to,blm
1838,0,lied about damn near everything he said.,elections2020
1839,1,all i am saying is niggas made a bubble for the nba and them niggas coronavirus free...... now if we could get you all to stay inside or wear a mask we could have society back to normal,covid-19
1840,0,"hey , why do not you stop lying to the americans! you are not even relevant anymore!",covid-19
1841,0,cheaters going to cheat,elections2020
1842,0,"this was towards the middle of the conversation but this is unacceptable. if you are racist and you just choose not to admit it, that is on you. but do not come at people who are schooling you on straight facts! #blacklivesmatter",blm
1843,0,"these are the demarco’s. either jim or joe. franklinville, nj.",blm
1844,1,"sacrifing the country to save the few is ignorant! supporting mask mandate is 4th grade. sacrifice the few to save the many!! trump knows what he is doing. biden does not!!! wake up morons....covid is here to stay! the sooner you sheep see that, life can get back to normal. trump!",elections2020
1845,1,"so, this is one that is full of shit? well, well... his days will be numbered.",blm
1846,0,how about this idea ‘letting covid stay in assisted living facilities’. negligent or stupid???,covid-19
1847,1,who the hell wants to hear what desantis has to say? he is a trump sycophant who completely bungled the covid response in fl.,covid-19
1848,1,why do loser dems all have that look? it is like the i cannot contribute to society look. so lazy and miserable. they actually reduced punishment for sex offenders.,elections2020
1849,0,it is because smart covid conscious people voted absentee to get your ass out of office sir :blue_heart:,covid-19
1850,0,"the corrupt media protected and misrepresented obama, never vetted him. the trump ""scandals"" were democrat/media manufactured bullshit & never had evidence. america knows this.",elections2020
1851,0,ever notice how a lot of trump supporters are ashamed to even show they face?,elections2020
1852,0,get over it !!!!!:raised_fist_dark_skin_tone::raising_hands_dark_skin_tone:,blm
1853,1,protesting is actually important and most protestors wear masks so they are definitely less of a risk than you and your dumb fuck fake redneck friends gathering to get drunk and trigger veterans without any masks so maybe shut the fuck up,covid-19
1854,0,they would have killed him if there were no one filming!,blm
1855,0,"trumps presidency is indeed a nightmare.... for the corrupt political establishment and the communist traitors in government, academia, media and burning american streets and businesses!",elections2020
1856,0,"this is the wildest thursday for me. -the kkk has threatened the city of birmingham and is trending on twitter -bethesda, md is trending on twitter because some guy on a bike got mad about kids commemorating george floyd on capital crescent trail",blm
1857,0,"george floyd: brother calls for us violence to cease after his death minneapolis, minnesota world",blm
1858,0,the other thing that upsets people is the complete lack of outrage from democrats when this was going on. it wreaks of hypocrisy!,elections2020
1859,0,"knows he is lost, that is why he is so desperate to plant seeds into his dumb supporters’ heads by saying ‘fraud’ with zero evidence. #trumpcollapse",elections2020
1860,0,"#antifa are super corrupt #potus #trump #blm #blacklivesmatter - wrong. #alllivesmatter - do not divide. stay united. it is united states of america, it is united kingdom. stop the race war ! stop falling for the media's lies. we are not enemies #qanon #qanon2020 #q #qanonarmy",blm
1861,0,stretch pants for my covid butt,covid-19
1862,0,"play stupid games you win stupid prizes. notice the hospital does not say what he died of. hmmmmm. texas hospital says man, 30, died after attending 'covid party'",covid-19
1863,1,"why do stupid uneducated a$$hats from foreign country sh itholes, always want to tell americans how it is.. india sucks man look around you first.",elections2020
1864,1,when trump strips hiding his taxes and you stop hiding who you are banging at the white house from your husband who is also hiding who he is banging from you,elections2020
1865,0,let us get yokozuna to put a knee on his throat.,blm
1866,0,they used guns:fearful_face::fearful_face:,covid-19
1867,0,you are going to believe them ? the liars of the planet?,covid-19
1868,0,is this sarcasm?,elections2020
1869,0,i hate it here? ??? ?? ? ??,covid-19
1870,0,"i am not american but your asking the american people to put a man into the oval office that makes don corleone look like saint peter! na barry, i would rather vote for the don, he is got a lot less blood on his hands!",elections2020
1871,0,"let us never forget, donald j. trump is the reflection of this republican party not the creator of it. #trumpmeltdown #trumptaxes #trumpcrimefamily #kag #maga #trumplandslidevictory2020",elections2020
1872,0,"the language in this article is biased af. nyt makes protestors sound threatening (""looming"" above frey, who sounds pressed and helpless) and fails to explicitly state that minneapolis police murdered george floyd",blm
1873,0,#loserdonald #thecommanderinbleach has been stripped of all feeling richard wolffe,covid-19
1874,1,well if you are a racist and/or a white supremacists i guess you can name one thing or two...,elections2020
1875,0,why was congress unable to pass the new stimulus this week? what is the hold up? who is trying to stuff it with pork this time? #covid19,covid-19
1876,0,i will never forgive the us justice system,blm
1877,1,"... we know you are lying, because you have shown you cannot remember shat! are you running for senate? against george? give me a break you pandering jackass.",elections2020
1878,0,absolutely. there was only one disgrace on that stage last night,elections2020
1879,1,"it starts with, ""fight injustice."" it ends with, ""f**k the jews"" (vandalism at beth israel synagogue in los angeles during the protests over the killing of george floyd, may 30. photo: lisa daftari/the foreign desk)",blm
1880,1,"make up your frikkin' minds. you slimeball democrats scream one day trump has done too much, the next you say he has not done enough. why not stfu and do some real work for a change. enjoy your job while you still have it.",covid-19
1881,1,righttttttytt because every other country that has strong mask wearing regulations has lower coronavirus levels and fewer deaths go be a trump :ewe: and inject some light or bleach:face_with_rolling_eyes:,covid-19
1882,0,how stupid is it that abc7 la is still telling socal residents that masks do not help in regards to coronavirus...:thinking_face::face_with_raised_eyebrow::face_with_monocle: *depopulation*,covid-19
1883,0,"... ""they are going to kill me""..~ #georgefloyd #georgefloydprotests",blm
1884,0,wh officials furious about trump’s obsession with unproven anti-malaria drug for coronavirus,covid-19
1885,1,sounds about right. msm is a total disgrace,elections2020
1886,1,"this tweet did not age well. biden lied his ass off last night. good for you though, holding on to the handrail while the b.s. biden sinks to the bottom.",elections2020
1887,1,that man was given the funeral of a celebrity. who is this george floyd guy? this man was a criminal yet he gets a funeral like that? how many peoples family members have died since the start of march? they were not even allowed to have funerals. this world is just fucked...,blm
1888,1,"""i got hairy legs......and i love kids jumping on my lap""",elections2020
1889,0,"glad i do not live there anymore, despicable!",blm
1890,0,joe shenanigans biden,elections2020
1891,0,i challenge you to go to george floyd's daughter and family and tell them to their face that he was a thug.,blm
1892,0,how despicable,elections2020
1893,0,everything you want to know about potus at this moment in our nation’s history is summed up in this photograph. #washingtondcprotest #georgefloydprotests,blm
1894,0,brainwashed by the schools!,elections2020
1895,0,"anyone defending trump at this point is lost. trump lied... admitted it... 230,000 are dead now. he is a proven liar by his own admission. that is enough for me and i am pretty sure 230,000 families will agree",elections2020
1896,0,"in other news of apparently equal veracity, al davis has met with each of the raiders this week about the george floyd case.",blm
1897,1,"bruh, how ignorant can you be",elections2020
1898,0,make humanity great again! #floydgeorge #georgefloydprotests,blm
1899,0,the biden/harris campaign truly insults the intelligence of the american people. we see where the violence’s coming from and it is not white supremacy. it is radical leftist antifa & blm. make no mistake. we americans of all colors will defend ourselves. call us what you want.,elections2020
1900,1,you are as corrupt as they come.,elections2020
1901,1,"immune system and only go out for essentials but still get covid and pass from it, it was not the weak fucking immune system that killed you it was the fucking covid, every damn day i want to leave this state/country. people on here tweeting the recent cdc stats like it is a gotcha",covid-19
1902,0,if ajith fans lived in united states they would have supported racist act and would opposed black #blacklivesmatter,blm
1903,0,please do not blindly trust the officers who #takeaknee #georgefloyd #icantbreathe,blm
1904,0,fauci lied about the efficacy of hydroxychloroquine and now the cdc states that cloth masks do not work with smoke particles because the particles are too small to be blocked. coronavirus particles are much smaller. how can we trust a lying cdc???,covid-19
1905,0,lovely. we are losing our country.,blm
1906,0,this is gross. one thing for sure... coronavirus will turn us all into germaphobes.,covid-19
1907,0,sums up white supremacists' definition of 'law' unless its against one of their own.,blm
1908,0,i believe china. :man_shrugging::face_with_tears_of_joy:,covid-19
1909,0,what changed your mind about this post?,elections2020
1910,1,"this is fucking messed up yo, like wtf?",blm
1911,0,do not hate the playa hate the gameeee,covid-19
1912,0,we are being lied to! ask yourself why?,covid-19
1913,0,there is a man somewhere in southie from the suberbs in a blackdog shirt spreading covid like it is going out of style,covid-19
1914,0,:raised_fist: blm! justice for george floyd!,blm
1915,1,he had a hunch remember? #trumpliedpeopledied #trumpsentppetochina #trumpviruscoverup,covid-19
1916,0,who is this dude and where is the man that killed #georgefloyd ?? wtf is happening here?,blm
1917,1,i am never bothered by bullshit. it is all just bullshit. everyone knows it is bullshit.,elections2020
1918,0,that is fat shaming. and i know that it is science but there was no reason to bring weight into it when i am not even overweight. i hate trump and believe in science. what i am saying is that it is not that hard to wear a mask to protect other americans.,elections2020
1919,0,"better still, why do not you come out of your bunker and take back control of your city...you are a disgrace!",blm
1920,0,hypocrisy anyone? (yawn)!,covid-19
1921,0,of course its political. i wear it yes because most places ask us 2 where i live but numbers are not going down with the mask. its teaching fear and panic i believe and its all politically driven. biden says he will do better. no he will not. how? a usa mask mandate? lol,elections2020
1922,0,#trumpknew about #putinbounty & #covid_19 #putinsbounty #putinownstrump #putinpuppet #gopliars #putinsgop #corruptandcomplicitgop #godblessamerica #trumpliesamericansdie,covid-19
1923,0,awful awful awful. #republicans should condemn these actions. human life should not be politicized.,blm
1924,0,those deceitful campaign ads! it is simple math which the biden camp seems missing! is bad for america! #trump2020 #kag #4moreyears #chinajoebiden #crookedjoe #lyingjoebiden #lockhimup,elections2020
1925,0,[showbiz korea] gang dong-won's anonymous donation wins hearts :wrapped_gift: #gangdongwon #강동원,blm
1926,1,"i will vote for the #americafirst president and straight red down the ticket, not the corrupt #pedophile who already has sold out america for his own self worth #bidencrimefamiiy #tonybobulinski #laptopfromhell #factsmatter take a listen",elections2020
1927,0,thank you! :blue_heart::blue_heart::blue_heart:,elections2020
1928,1,"man, fuck his ""clarification"". he said what he said! and we heard him loud and clear.",blm
1929,1,the covid lunatic just gave middle america a giant middle finger just when he needs their votes the most. he looks like he is trying to lose on purpose.,covid-19
1930,1,"you refused to disavow antifa calling it an ""idea"". white supremacists are not rioting and looting and burning cities to ground. you lied through the entire debate. #factcheck",elections2020
1931,1,"come on, cut the shit....democrats wanted to include a bunch of unrelated shit in what was supposed to be a covid bill and republicans did not want to go along with it. hate trump all you want, but there is no reason to lie here.",covid-19
1932,0,here you go lying joe...,elections2020
1933,1,hey you are a social degenerate and a plauge on free speech everywhere,elections2020
1934,0,defending his son over drug addiction - full marks defending his son over receiving large sum of money from china & russia undermining american interests - zero marks #presidentialdebate #debate2020 #debates2020 #debates,elections2020
1935,0,good on the protestors for stopping this looter! i am so irritated with people pretending to be black allies when they are just there to cause trouble for their own gain and blame it on the black community! it is sickening,blm
1936,0,'i struck a nerve': the us comedian whose rant against covid-19 bailouts went viral,covid-19
1937,1,"imagine what the trump people are going through, especially donald trump as he sees state after state fall to because of the ""urban"" black and brown vote! donald have you ever heard of a saying ""chickens coming home to roost?"" you racist!",elections2020
1938,1,how can a corrupted person possibly be respectful after they screw their country by using their position for financial gain! what do you like more about socialism than freedom?,elections2020
1939,0,like how your wingman bombed hundred of innocent syrian kids to death? #trump2020landslide,elections2020
1940,0,"i do not know why came over me but i had to set some people straight in the comments. people really are stupid about this and i am sick of it. 55 new cases here is not something to be proud of, and the doe needs to wake up and stop this premature student-to-slaughter aug 4 date.",covid-19
1941,1,excuse you???? black lives matter is not a damn selfie hashtag! are you good?!,blm
1942,0,"if black lives mattered why did it take 4 days to arrest george floyd's murderer? if black lives mattered, why cannot the go jogging without the fear of getting murdered? if black lives mattered, why are police still killing them?",blm
1943,0,"with coronavirus response, trump’s america now leads the world—in suicidal stupidity",covid-19
1944,1,some norwegian moron thinks trump should get a nobel peace prize. i think trump should get the rest in peace prize for the 190k innocent americans he killed with his botched covid response.,covid-19
1945,0,the very epitome of idiocy...,covid-19
1946,0,"in december 2019, i refused to listen to american intelligence about the dangers of covid-19. i then was at a rally calling coronavirus a hoax. and then i said i had it under control. & then i said 15 or less. & then i said it would disappear. now 100k dead & 40m on unemployment!",covid-19
1947,0,was a petulant little kid.,elections2020
1948,1,"death train today! here comes the trump #covid19 death train it is heading for tulsa it arrives today trump will feed on the dying chants of his followers as he loads the train one way ticket to hell come one, come all",covid-19
1949,1,fake catholics!,elections2020
1950,0,"true, but the right is moving in the right direction thanks to trump. meanwhile the left becomes more and more corrupt.",elections2020
1951,0,"euronews john schwartzberg on covid19 at #blacklivesmatter protests ""peaceful protest is terribly important."" but be responsible, wear a mask, keep distance when talking. ""on the other hand, if police would stop using pepperspray and teargas, that would help a great deal too.""",blm
1952,0,injustice is loud. #blacklivesmatter #acab,blm
1953,0,"how dumb :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: after playing a full contact game , not swapping jerseys will prevent covid? :man_facepalming_medium-dark_skin_tone:",covid-19
1954,1,for those of you are dumb enough to call #wuhanvirus is no different than the naming of spanish flu... i do not recall we are doing these to the spanish people. #coronavirus #racism,covid-19
1955,0,"funny. ""middle class"" does not mean ""lower class"", homeless, working poor etc. so it kind of seems like you are only fetishing the wealthy, still, and hoping us poors are too stupid to realize that to you ""middle"" means 6+ figures and having college as a realistic life step etc",elections2020
1956,0,history is written by the victors. churchill was just an articulate trump narcissistic racist and always right. the truest test of intelligence is the ability to change your mind,blm
1957,1,people are buying toilet paper so that if they are forced to shelter in place they do not have to go out of their homes and exposed themselves to a possible coronavirus infection just so they can wipe their ass. buying 16 packs of eight rolls apiece is hording or looking to sell,covid-19
1958,0,what?? how can you just accidentally kill someone and take their organs ?? you all white people make no sense,blm
1959,0,the rap report: to george floyd a.k.a. big floyd of the legendary screwed up click #sound #feedly,blm
1960,1,we all hope you & that horrific thief of a wife of yours get #covid19 and then finally get arrested for your crimes you sociopath. maybe we will get lucky & you will both drop dead. #karma,covid-19
1961,0,only 61% reporting in philly. only 72% reported in pittsburgh.,elections2020
1962,1,enjoy your stinky tent off the highway :face_with_tears_of_joy::winking_face_with_tongue::pile_of_poo:,elections2020
1963,1,gross. you can keep her as your special white supremacist lover and watch your business fail. bye bye nasty cardboard pizza. #blacklivesmatter,blm
1964,0,it is well wishes. in a crappy covid world. have a great day.,covid-19
1965,0,how many sexes are there?,elections2020
1966,0,why is not out there enforcing social distancing? covid disappeared now :astonished_face: she ordered police cars to prevent worshippers from attending churches but i these protestors might give her #resistance like the kids on west side yelled at her: take your ass back home!,covid-19
1967,1,hey *this* is action. step the fuck up.,blm
1968,1,facts i keep posting source information and links to them but you keep talking shit out your ass with nothing but what you think,covid-19
1969,1,work dat anonymous ass,blm
1970,0,"we in #pedsicu and #pedscicu dedicate our lives to give our patients the best shot of recovery and returning to happy and healthy lives. while sars-cov-2 may affect children less than adults, it can still be deadly to even previously healthy kids #wearadamnmask",covid-19
1971,1,the #brownshirts showing how intolerant they really are shades of hitler & nazi germany,elections2020
1972,0,"it is literally people out here saying ""rest in peace, george floyd"" just to cover their own brands and services from getting screwed. hate to see it.",blm
1973,1,good job sarra i will retweet this so i can use this as proof to those pathetic angry trump supporters,elections2020
1974,0,1 in 3 americans wrestled with anxiety even prior to the covid-19 pandemic.,covid-19
1975,0,everytime opens his mouth,elections2020
1976,0,"""greatest trick the devil ever pulled was convincing the world he does not exist."" did george floyd deserve to die during his arrest, absolutely not. was george floyd a law-abiding contributing member of society, absolutely not. he is not the saint the world's fooled into praising.",blm
1977,0,"if you say ""all lives matter"" you are ignorant as fuck. all lives cannot matter if black people are getting murdered everyday and not treated as equal #blacklivesmatter",blm
1978,0,"only an imbecile would make such a decision, with only one view point as guidance.",covid-19
1979,0,this is all so ridiculous. do people sue employers & businesses if they catch the flu? it is a communicable respiratory disesase. people know the risk and make a decision whether to attend.,covid-19
1980,1,i have a question for my white brothers and sisters through christ jesus. how do it make you feel to know that the gang #blacklivesmatter is trying to make all of you slaves as revenge for something that happened 400 years ago? & take all your rights and privileges away.,blm
1981,0,irrational tweet.....,elections2020
1982,0,how about on the usps! there are still uncounted ballots lying in boxes in post offices!! i hope & have lawyers looking into this!,elections2020
1983,1,what a shit show trump’s administration is. they have taken missteps at every turn with covid. this article is very damning and truly exposes all levels of incompetence,covid-19
1984,0,this young man did not even make it to the hospital. do not brag about numbers while people are dying. do not brag about numbers while children are dying.,covid-19
1985,1,the bitches really tried it !,blm
1986,1,""" """"covid-19 was a democratic hoax.."""" i will make damn sure those words are inscribed on your tombstone. #ignorancekills""",covid-19
1987,0,:loudly_crying_face::loudly_crying_face::face_with_tears_of_joy: crying,covid-19
1988,1,"yep, that is why i am not voting for you. you do not have everyone is back. you are mean and nasty. you care more about illegals than americans. i need free healthcare too. nope i just get fined.",elections2020
1989,0,screw the polls!,elections2020
1990,0,"back to name calling? fauci is an idiot? and the crowd screams for more. i am tired of the pandemic too, but that means i will listen to science. masks, distancing, opening safely. and not listening to trump. #trumpsvirus",covid-19
1991,1,##blacklivesmatter being used by #liberals #democrats again for 75 years. still as #biden says #youaintblack if you do not,blm
1992,0,so much ignorance...#blacklivesmatter,blm
1993,1,just shut up you will never be president you cheating cocksucker,elections2020
1994,0,hate to get all nerdy but anonymous twitter page is fake the real ones are much smarter than that they know the ip address can be linked that is also never how they moved to expose.,blm
1995,0,#blacklivesmatters we where crated to be even not to just care about your self's help other people come on do not just kill people about there color like come on. r i p george floyd,blm
1996,0,details.,covid-19
1997,0,#governmentmurder if you think your government is doing all it can to help citizens out please read this thread... your life means nothing to them.,covid-19
1998,1,your a pedo and you will never be president,elections2020
1999,0,"the british family are attacking america!! please address the nation! china, britain, obama, clintons, deep state, soros, saudis, isis, antifia, blm, pedophiles, nazis, obamagate, trudeaugate, domestic terrorists! #americaunderattack!",blm
2000,0,black america cannot breathe by theresa dear,blm
2001,0,better look what sides more in debt to. most republicans are trade workers. good livings why they can afford to own land hunt buy nice shit in middle america. also love the socialism they teach at my daughters college. most professors preach politics to the young,elections2020
2002,0,"""#histroicalarchive in the days and years to come, when people ask """"how did we get here?"""" this stands as an example. we have concrete proof that our actions effect whether cases go up or down, yet many in charge refuse to take action. it is horrific to watch. #coronavirus #covid19""",covid-19
2003,1,"deficit, my ass. we just came up with how many trillions of dollars for covid relief?? granted it is nowhere near enough, right now, but really — the term ""deficit"" is no longer in my dictionary. bye.",covid-19
2004,0,chris wallace was biased and unfair to the president ! he asked good questions but he did not get the answers for china joe!:lying_face::thumbs_down::ogre:,elections2020
2005,1,fuck you,elections2020
2006,0,right ......it would have been a great opportunity to rip off the american people again. maybe get another billion in the clinton trust fund,covid-19
2007,0,i think i just peed my pants,elections2020
2008,0,racism is not different from these stereotypes so stop calling names to people based on their region and caste. #blacklifematters #everylifematters #humanityisdead #bluelivesmatter #black_lives_matter #blacklivesmatter,blm
2009,1,nah pls tell me this is not fucking real. wtf.,blm
2010,1,losers. and. suckers.,elections2020
2011,1,sick shit from a cheating scumbag.,covid-19
2012,0,"and just wait until these ""community patrols"" start shooting people... who is going to be held accountable. and it will happen. for all the bitching they do, the police are held accountable at the end of the day, and they are trained constantly... minneapolis will be like mogadishu",blm
2013,0,the point is: a) facebook is essentially a right wing attack machine b) 95% of all police and all of the fbi are trumpers. that is why chauvin killed george floyd: b/c they feel enabled & emboldened by the racist-in-chief to declare open season on african americans,blm
2014,0,"sure, bot",elections2020
2015,0,when will people learn. pandering to the mob never ends well. like the leaders of the french revolution who eventually went to the #guillotine themselves - the mob feeds on its own until there is nothing left. #riotsnotprotests #auspol #outsiders #wwg1wga,blm
2016,1,sleepy is not only a pedophile also a rapist he is a criminal together with the corrupt communist democrat party and the people in the ills who are making voter fraud are as garbage as them time to fight back hard:flexed_biceps::United_States::oncoming_fist:,elections2020
2017,1,is sniffing little girls scientific?,elections2020
2018,0,"""but let us be crystal clear grayson. mark duggan was the leader of murderous organised. criminal gang. he was hard stopped understood to be en route to conduct a shooting & shot carrying a weapon. george floyd posed no risk to the public & had been arrested when he was killed""",blm
2019,0,"maybe if the cops did not kill unarmed people? maybe, just maybe, if there were people being heard they would not have to resort to protesting to get justice? maybe that cop should have gotten the fuck off george floyd when he stopped moving? maybe if black people’s lives mattered?",blm
2020,1,"fucking yikes, riot games. you just dropped valorant, and you are going to say some dumbass shit like that? zoinks, scoob.",blm
2021,0,"""cocaine is a hell of drug!"" rick james.",elections2020
2022,0,:sparkles:anonymous what is this shit? #mjfam #anonymous,blm
2023,1,seriously? this is his priority! covid running rampant with no slowing in sight! but he cries like a little baby because most of the people on tiktok hate him! what a jackass! god he is just a disgusting man!,covid-19
2024,0,"and so it begins, mass murder if black people, un checked. #wakeup they wanted this, utter lawlessness. many will die, you think this was an accident? #wakeupamerica",blm
2025,0,stop dreaming. start raging. wake up. #blacklivesmatter,blm
2026,1,"""forty-two states, washington, dc, guam, and puerto rico have issued stay-at-home orders, encouraging isolation measures to prevent the spread of the coronavirus."" but go ahead and just pick one. morons.",covid-19
2027,0,fl businesses reopen from coronavirus lockdown; 819 new cases,covid-19
2028,0,#fact : 1991 - the trump taj mahal files for chapter 11 bankruptcy protection. #trump #maga #racistinchief #rapistinchief #cult45 #americsfirst,elections2020
2029,1,trump is an idiot! he keeps saying 3-4 months for a deployable vaccine because that is what trump wants for his reelection campaign. is he such a bully that he could demand some kind of vaccine be distributedwithout clinical trials?##resist #coronavirus,covid-19
2030,0,"as you might have noticed, if you had not been watching thru your leftist glasses, when decimated in the debate, pence demonstrated that he has the cv19 response under control. is doing fine. trying to divert him? cheap trick.",elections2020
2031,0,the scripture says: to take away a neighbor's living is to murder him sirach 34:22 so now the rioters protesting the death of george floyd are no different than derek chauvin themselves,blm
2032,0,when somebody will look you dead in your eyes and just lie... #blacklivesmatter,blm
2033,1,"biden called trump a racist, liar , clown , to shut up and trumps the bully? c’mon man! of course trump was frustrated - it was 2 vs 1 !",elections2020
2034,1,your whole family is delusional,elections2020
2035,0,you all are ruthless :rolling_on_the_floor_laughing:,elections2020
2036,0,#blacklivesmatter where is your protest about what black slavers are doing,blm
2037,0,it is only a game changer if his bosses act on it and sack him ! if not it is just another another day another dollar and just another day of legal brutality for that copper,blm
2039,1,just like #corruptjoebiden you lie!:lying_face::lying_face::lying_face::lying_face:,elections2020
2040,0,she is too damn funny!,elections2020
2041,0,the #gop's claim that #antifaterrorists are infiltrating #georgefloyd protests is a right-wing 'bogeyman' that bears the hallmarks of a domestic disinformation campaign: #trump says nothing about violence linked to #whitesupremacists. via,blm
2042,0,here you go bunker bro! right on new zealand!! :thumbs_up::clinking_beer_mugs::thumbs_up: (told you they were laughing at you!),blm
2043,0,"shocking! (sorry, sarcasm does not work well on twitter)",covid-19
2044,1,"fuck you, china.",covid-19
2045,1,you headless arrogant jerk... you and your fcuking country china - no shame and regret for spreading deliberately #coronavirus across the world. but you still are arrogant and stupid to call other stupid...how disgusting.... #boycottchina,covid-19
2046,1,"screw you, you worthless pos corrupt sorry excuse for a human being.",elections2020
2047,1,"i believe you are a criminal. donald trump is president. you are a simple little man, folks.",elections2020
2048,0,"your flag is the white one to antifa/blm, who burn our flag. americans are voting for our goat go home joe. your handlers ran an awful campaign. (attn handlers who run his twitter, could you get him this message please. we know he is not capable of even using twitter)",elections2020
2049,0,well that does not look good :eyes: #bidencrimesyndicate,elections2020
2050,0,twitter should flag tou for lies,elections2020
2051,0,"upon hearing that is going to address the nation this evening i threw my hands up, my head back, and thanked god above for hearing our prayers. #obama #georgefloydprotests #icantbreathe #blacklivesmatter",blm
2052,1,"yeah, there is something seriously wrong with the entire minneapolis police department. shooting tear gas at protestors on the side of the road from their police vehicles is pretty pathetic. what are the qualifications for the mpd? must have mutilated small animals as a child?",blm
2053,1,"okay but if your culture was slaves for years, under fed and whooped, still having no free rights today, we still have a right to protest. your words do not matter, thank you next. :)",elections2020
2054,0,already voted for him!!!,elections2020
2055,1,"is it illegal to defend yourself against a black individual attempting to kill you with a deadly weapon? no? okay, good. shut the hell up.",elections2020
2056,1,you all niggas shoulda went to the cdc for giving us the run around about covid-19 instead of cnn,covid-19
